School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,241,32,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,203,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Alabama,SEC,178,31,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Washington,Pac 12,158,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Florida State,ACC,156,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Clemson,ACC,147,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Texas,Big 12,142,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
LSU,SEC,138,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Michigan,Big Ten,136,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Penn State,Big Ten,126,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
USC,Pac 12,107,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Oregon,Pac 12,106,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Miami (FL),ACC,100,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Notre Dame,FBS - Independent,93,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Texas A&M,SEC,73,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
North Carolina,ACC,71,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Illinois,Big Ten,63,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Oklahoma,Big 12,58,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Iowa,Big Ten,56,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
