School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,361,29,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Alabama,SEC,234,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Clemson,ACC,165,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Georgia,SEC,142,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Washington,Pac 12,129,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Michigan,Big Ten,121,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Florida State,ACC,105,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
USC,Pac 12,102,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Miami (FL),ACC,100,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
LSU,SEC,98,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Texas A&M,SEC,84,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Oregon,Pac 12,76,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Auburn,SEC,74,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Penn State,Big Ten,72,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
North Carolina,ACC,67,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Texas,Big 12,67,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Florida,SEC,66,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Notre Dame,FBS - Independent,65,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Ole Miss,SEC,64,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
UCLA,Pac 12,59,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Oklahoma,Big 12,57,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Missouri,SEC,52,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Arkansas,SEC,51,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
South Carolina,SEC,50,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Wisconsin,Big Ten,47,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Iowa,Big Ten,43,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Utah,Pac 12,40,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Virginia,ACC,38,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
NC State,ACC,34,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Minnesota,Big Ten,32,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Wake Forest,ACC,32,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Kansas State,Big 12,30,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
UTSA,FBS - CUSA,29,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utsa.svg
Arizona,Pac 12,27,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Washington State,Pac 12,27,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg
Kentucky,SEC,26,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Baylor,Big 12,24,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Colorado,Pac 12,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Nebraska,Big Ten,22,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
TCU,Big 12,22,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Cincinnati,FBS - AAC,22,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Michigan State,Big Ten,21,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Arizona State,Pac 12,21,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
UCF,FBS - AAC,21,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
Georgia Tech,ACC,20,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Mississippi State,SEC,18,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
