School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,287,31,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,201,29,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Alabama,SEC,173,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Clemson,ACC,173,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Michigan,Big Ten,131,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Texas,Big 12,125,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Miami (FL),ACC,124,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
LSU,SEC,122,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Florida State,ACC,122,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Penn State,Big Ten,121,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Washington,Pac 12,118,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
USC,Pac 12,107,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Oregon,Pac 12,93,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Notre Dame,FBS - Independent,88,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Texas A&M,SEC,70,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
North Carolina,ACC,70,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Iowa,Big Ten,65,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Illinois,Big Ten,58,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
UCLA,Pac 12,57,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Arkansas,SEC,52,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Florida,SEC,50,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Wisconsin,Big Ten,46,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Auburn,SEC,45,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Utah,Pac 12,43,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Tennessee,SEC,40,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Oklahoma,Big 12,38,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
TCU,Big 12,37,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Duke,ACC,36,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/duke.svg
Missouri,SEC,35,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
BYU,FBS - Independent,35,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Arizona,Pac 12,35,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Michigan State,Big Ten,34,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Ole Miss,SEC,33,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Arizona State,Pac 12,32,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
South Carolina,SEC,31,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Rutgers,Big Ten,29,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Kansas State,Big 12,28,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Maryland,Big Ten,27,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Colorado,Pac 12,25,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Kentucky,SEC,23,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Minnesota,Big Ten,23,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Wake Forest,ACC,23,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Pitt,ACC,21,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Virginia,ACC,19,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Cincinnati,FBS - AAC,19,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
NC State,ACC,18,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Houston,FBS - AAC,18,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Syracuse,ACC,17,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
UCF,FBS - AAC,16,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
