School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,273,31,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,207,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Clemson,ACC,170,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Florida State,ACC,164,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Alabama,SEC,156,31,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Texas,Big 12,139,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Michigan,Big Ten,130,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Penn State,Big Ten,126,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Washington,Pac 12,126,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
LSU,SEC,115,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Miami (FL),ACC,115,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
USC,Pac 12,109,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Oregon,Pac 12,88,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Notre Dame,FBS - Independent,81,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
North Carolina,ACC,75,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Texas A&M,SEC,70,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Iowa,Big Ten,62,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Illinois,Big Ten,62,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
South Carolina,SEC,56,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Arkansas,SEC,55,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
UCLA,Pac 12,55,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Oklahoma,Big 12,44,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Duke,ACC,44,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/duke.svg
Florida,SEC,41,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Wisconsin,Big Ten,41,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Colorado,Pac 12,37,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Missouri,SEC,36,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
BYU,FBS - Independent,36,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Wake Forest,ACC,35,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Utah,Pac 12,34,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
TCU,Big 12,34,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Minnesota,Big Ten,32,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Arizona,Pac 12,32,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Arizona State,Pac 12,31,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
