School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,315,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Alabama,SEC,198,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
LSU,SEC,178,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Georgia,SEC,147,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
USC,Pac 12,146,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Clemson,ACC,144,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Miami (FL),ACC,132,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Washington,Pac 12,132,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Texas,Big 12,119,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Notre Dame,FBS - Independent,107,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Texas A&M,SEC,102,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Oregon,Pac 12,98,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
North Carolina,ACC,88,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Arkansas,SEC,88,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Penn State,Big Ten,60,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Michigan,Big Ten,58,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Oklahoma,Big 12,57,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Florida State,ACC,55,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Wisconsin,Big Ten,49,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Florida,SEC,47,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Ole Miss,SEC,46,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Arizona,Pac 12,46,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
