School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Alabama,SEC,175,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Michigan,Big Ten,173,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Washington,Pac 12,163,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Texas,Big 12,156,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Georgia,SEC,152,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
LSU,SEC,139,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Florida State,ACC,128,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Oregon,Pac 12,112,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Penn State,Big Ten,103,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Missouri,SEC,86,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Clemson,ACC,83,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Notre Dame,FBS - Independent,82,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Ohio State,Big Ten,79,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
USC,Pac 12,77,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
North Carolina,ACC,65,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Illinois,Big Ten,54,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
UCLA,Pac 12,53,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Iowa,Big Ten,45,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Oregon State,Pac 12,44,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
Texas A&M,SEC,43,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Arizona,Pac 12,42,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Oklahoma,Big 12,41,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Miami (FL),ACC,38,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Utah,Pac 12,38,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Duke,ACC,38,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/duke.svg
South Carolina,SEC,36,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Louisville,ACC,34,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Toledo,FBS - MAC,32,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/toledo.svg
Kentucky,SEC,31,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Kansas,Big 12,30,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
Auburn,SEC,29,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
NC State,ACC,29,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Mississippi State,SEC,28,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Texas Tech,Big 12,28,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Minnesota,Big Ten,28,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Tennessee,SEC,27,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
TCU,Big 12,26,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Kansas State,Big 12,26,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
BYU,FBS - Independent,25,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
