School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,236,29,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,210,28,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Alabama,SEC,188,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Washington,Pac 12,162,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Florida State,ACC,159,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Texas,Big 12,157,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
LSU,SEC,150,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Penn State,Big Ten,123,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Michigan,Big Ten,121,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Oregon,Pac 12,118,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Clemson,ACC,115,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
USC,Pac 12,101,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Notre Dame,FBS - Independent,93,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Miami (FL),ACC,91,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
North Carolina,ACC,79,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Texas A&M,SEC,68,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
UCLA,Pac 12,60,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Missouri,SEC,59,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Illinois,Big Ten,57,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
South Carolina,SEC,53,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Oklahoma,Big 12,46,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
TCU,Big 12,46,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Iowa,Big Ten,45,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Oregon State,Pac 12,41,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
Arizona,Pac 12,40,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
