School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,271,31,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Georgia,SEC,202,29,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Florida State,ACC,164,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Clemson,ACC,154,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Alabama,SEC,152,31,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Michigan,Big Ten,143,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Texas,Big 12,135,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Penn State,Big Ten,127,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Miami (FL),ACC,116,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Washington,Pac 12,115,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
LSU,SEC,113,28,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
USC,Pac 12,112,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Oregon,Pac 12,96,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Notre Dame,FBS - Independent,79,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
North Carolina,ACC,70,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Texas A&M,SEC,66,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Iowa,Big Ten,65,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Illinois,Big Ten,60,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
UCLA,Pac 12,59,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Arkansas,SEC,56,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Wisconsin,Big Ten,46,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Duke,ACC,46,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/duke.svg
Missouri,SEC,42,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Oklahoma,Big 12,41,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Florida,SEC,41,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
TCU,Big 12,41,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Utah,Pac 12,37,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
South Carolina,SEC,36,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
BYU,FBS - Independent,36,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Tennessee,SEC,33,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Minnesota,Big Ten,33,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Colorado,Pac 12,32,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Arizona,Pac 12,32,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Kansas State,Big 12,32,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Auburn,SEC,31,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Arizona State,Pac 12,30,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Wake Forest,ACC,30,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Ole Miss,SEC,29,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Kentucky,SEC,27,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Houston,FBS - AAC,27,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Maryland,Big Ten,25,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Pitt,ACC,24,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Kansas,Big 12,22,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
UCF,FBS - AAC,21,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
Rutgers,Big Ten,21,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
NC State,ACC,19,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Iowa State,Big 12,19,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Virginia,ACC,18,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Washington State,Pac 12,18,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg
Cincinnati,FBS - AAC,18,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
West Virginia,Big 12,17,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
Syracuse,ACC,17,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Colorado State,FBS - Mountain West,16,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado_st.svg
Western Kentucky,FBS - CUSA,16,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/western_kentucky.svg
Mississippi State,SEC,15,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
UTSA,FBS - CUSA,15,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utsa.svg
Nebraska,Big Ten,14,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Texas Tech,Big 12,12,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Baylor,Big 12,12,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Stanford,Pac 12,12,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Boston College,ACC,12,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
UConn,FBS - AAC,12,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/uconn.svg
Oklahoma State,Big 12,11,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
Oregon State,Pac 12,10,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
