School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,335,31,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Alabama,SEC,197,29,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,179,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Clemson,ACC,164,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Texas,Big 12,137,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Washington,Pac 12,131,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Miami (FL),ACC,130,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Florida State,ACC,128,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
USC,Pac 12,117,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
LSU,SEC,111,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Michigan,Big Ten,106,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Oregon,Pac 12,105,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Penn State,Big Ten,100,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Texas A&M,SEC,90,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Notre Dame,FBS - Independent,89,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
North Carolina,ACC,79,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Iowa,Big Ten,63,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Arkansas,SEC,53,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
Auburn,SEC,51,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Oklahoma,Big 12,50,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Illinois,Big Ten,49,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Florida,SEC,43,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Wisconsin,Big Ten,43,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Utah,Pac 12,42,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
BYU,FBS - Independent,36,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
UCLA,Pac 12,35,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Kansas State,Big 12,35,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Ole Miss,SEC,32,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Tennessee,SEC,32,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Virginia,ACC,31,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Duke,ACC,31,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/duke.svg
Arizona,Pac 12,29,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Oklahoma State,Big 12,26,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
Missouri,SEC,24,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Colorado,Pac 12,24,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Michigan State,Big Ten,23,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Minnesota,Big Ten,23,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Rutgers,Big Ten,23,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Kansas,Big 12,23,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
Nebraska,Big Ten,21,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Kentucky,SEC,21,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
South Carolina,SEC,21,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
TCU,Big 12,20,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Syracuse,ACC,19,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Cincinnati,FBS - AAC,19,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Baylor,Big 12,16,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
NC State,ACC,15,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Maryland,Big Ten,14,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg
Iowa State,Big 12,14,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Boston College,ACC,14,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
Oregon State,Pac 12,14,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
UTSA,FBS - CUSA,13,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utsa.svg
Tulane,FBS - AAC,13,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulane.svg
Louisville,ACC,12,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
West Virginia,Big 12,12,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
Washington State,Pac 12,12,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg
Houston,FBS - AAC,12,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
UCF,FBS - AAC,11,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
Pitt,ACC,11,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
California,Pac 12,11,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/california.svg
Mississippi State,SEC,10,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Memphis,FBS - AAC,10,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/memphis.svg
Texas Tech,Big 12,9,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Wake Forest,ACC,9,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Vanderbilt,SEC,9,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg
Virginia Tech,ACC,9,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
Arizona State,Pac 12,8,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
SMU,FBS - AAC,8,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
Georgia Tech,ACC,7,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
Jackson State,FCS,7,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/jackson_st.svg
South Dakota State,FCS,7,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_dakota_st.svg
