School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Ohio State,Big Ten,381,29,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Clemson,ACC,206,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Alabama,SEC,173,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Georgia,SEC,167,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Texas A&M,SEC,133,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
USC,Pac 12,131,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Miami (FL),ACC,130,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
LSU,SEC,114,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Oregon,Pac 12,114,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Washington,Pac 12,98,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Notre Dame,FBS - Independent,89,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Texas,Big 12,89,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Florida State,ACC,88,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Michigan,Big Ten,84,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
North Carolina,ACC,75,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Penn State,Big Ten,71,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Oklahoma,Big 12,70,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
