Rank,Player Name,Position,College
122,Justin Jefferson,LB,Alabama
123,Julian Neal,CB,Arkansas
124,Anto Saka,EDGE,Northwestern
125,Drew Shelton,OT,Penn State
126,Oscar Delp,TE,Georgia
127,Eli Stowers,TE,Vanderbilt
128,Ian Strong,WR,Rutgers
129,Tacario Davis,CB,Washington
130,Nyck Harbor,WR,South Carolina
131,Akheem Mesidor,EDGE,Miami (FL)
132,Demond Claiborne,RB,Wake Forest
133,Amare Ferrell,S,Indiana
134,Jude Bowry,OT,Boston College
135,J'Mari Taylor,RB,Virginia
136,Mikail Kamara,EDGE,Indiana
137,Derrick Moore,EDGE,Michigan
138,Terrance Carter,TE,Texas Tech
139,Kaytron Allen,RB,Penn State
140,Zxavian Harris,DL,Mississippi
141,Zane Durant,DL,Penn State
142,Keon Sabb,S,Alabama
143,Suntarine Perkins,LB,Mississippi
144,Anthony Lucas,EDGE,USC
145,Daylen Everette,CB,Georgia
146,Aaron Anderson,WR,LSU
147,Kobe Baynes,IOL,Kansas
148,Michael Taaffe,S,Texas
149,Bear Alexander,DL,Oregon
150,Lee Hunter,DL,Texas Tech
151,Bryce Lance,WR,North Dakota State
152,Joe Royer,TE,Cincinnati
153,Fa'alili Fa'amoe,OT,Wake Forest
154,Lander Barton,LB,Utah
155,Kade Pieper,IOL,Iowa
156,Tanner Arkin,TE,Illinois
157,Tim Keenan III,DL,Alabama
158,Dametrious Crownover,OT,Texas A&M
159,Caden Barnett,OT,Wyoming
160,Jyaire Hill,CB,Michigan
161,Kevin Jennings,QB,SMU
162,Anthony Smith,DL,Minnesota
163,Jermaine Mathews Jr.,CB,Ohio State
164,Gracen Halton,DL,Oklahoma
165,Gabe Burkle,TE,Iowa State
166,Carter Smith,OT,Indiana
167,Hollywood Smothers,RB,NC State
168,Bray Hubbard,S,Alabama
169,Jacob Rodriguez,LB,Texas Tech
170,Logan Jones,IOL,Iowa
171,C.J. Daniels,WR,Miami (FL)
172,Sawyer Robertson,QB,Baylor
173,Eric Rivers,WR,Georgia Tech
174,Boubacar Traore,DL,Notre Dame
175,Max Iheanachor,OT,Arizona State
176,Wydett Williams Jr.,S,Mississippi
177,Eli Raridon,TE,Notre Dame
178,Lance Heard,OT,Tennessee
179,Drayk Bowen,LB,Notre Dame
180,Jelani McDonald,S,Texas
181,Tao Johnson,S,Utah
182,Clev Lubin,EDGE,Louisville
183,Quintrevion Wisner,RB,Texas
184,C.J. Baxter,RB,Texas
185,Brett Norfleet,TE,Missouri
186,Hezekiah Masses,CB,California
187,Keionte Scott,CB,Miami (FL)
188,P.J. Williams,OT,SMU
189,Max Llewellyn,EDGE,Iowa
190,Josh Hoover,QB,TCU
191,Christian Gray,CB,Notre Dame
192,DeMonte Capehart,DL,Clemson
193,D.J. Campbell,IOL,Texas
194,Josiah Trotter,LB,Missouri
195,Tristan Leigh,OT,Clemson
196,Jahiem Lawson,EDGE,Clemson
197,Darius Taylor,RB,Minnesota
198,KP Price,S,Boston College
199,Jeremiah Wright,IOL,Auburn
200,Keylan Rutledge,IOL,Georgia Tech
201,Kage Casey,OT,Boise State
202,Aamil Wagner,OT,Notre Dame
203,Braelin Moore,IOL,LSU
204,Jamarion Miller,RB,Alabama
205,Josh Cameron,WR,Baylor
206,Austin Romaine,LB,Kansas State
207,Patrick Payton,EDGE,LSU
208,Aidan Chiles,QB,Michigan State
209,Alex Harkey,OT,Oregon
210,Jaeden Roberts,IOL,Alabama
211,Amare Campbell,LB,Penn State
212,Devin Moore,CB,Florida
213,Isaac Smith,S,Mississippi State
214,Taylen Green,QB,Arkansas
215,Aaron Graves,DL,Iowa
216,Beau Atkinson,EDGE,Ohio State
217,Jaden Keller,LB,Virginia Tech
218,Sam Leavitt,QB,Arizona State
219,Trey Zuhn III,OT,Texas A&M
220,Hero Kanu,DL,Texas
221,Red Murdock,LB,Buffalo
222,C.J. Fite,DL,Arizona State
223,Ryan Baer,IOL,Pittsburgh
224,Treydan Stukes,CB,Arizona
225,Charles Jagusah,IOL,Notre Dame
226,Le'Veon Moss,RB,Texas A&M
227,Rod Moore,S,Michigan
228,Ar'maj Reed-Adams,IOL,Texas A&M
229,Isaiah Nwokobia,S,SMU
230,Miller Moss,QB,Louisville
231,Kenyatta Jackson,EDGE,Ohio State
232,Carlos Hernandez,WR,Wake Forest
233,Zeke Berry,S,Michigan
234,Makhi Hughes,RB,Oregon
235,Kyle Louis,LB,Pittsburgh
236,Nico Iamaleava,QB,UCLA
237,Jaydn Ott,RB,Oklahoma
238,Tanner Koziol,TE,Houston
239,Logan Parr,IOL,SMU
240,Trinidad Chambliss,QB,Mississippi
241,Keanu Tanuvasa,DL,BYU
242,Lawson Luckie,TE,Georgia
243,Eli Holstein,QB,Pittsburgh
244,Terion Stewart,RB,Virginia Tech
245,Caleb Woodson,LB,Virginia Tech
246,Chris McClellan,DL,Missouri
247,Adonijah Green,DL,Louisville
248,Vincent Anthony Jr.,EDGE,Duke
249,Raylen Wilson,LB,Georgia
250,Kanye Udoh,RB,Arizona State
251,Jelani Thurman,TE,Ohio State
252,Febechi Nwaiwu,IOL,Oklahoma
253,Rayshaun Benny,DL,Michigan
254,Matthew Hibner,TE,SMU
255,Samuel Singleton Jr.,RB,Florida State
256,Ryan Mosesso,OT,UMass
257,Marvin Jones Jr.,EDGE,Oklahoma
258,R.J. Maryland,TE,SMU
259,LJ Martin,RB,BYU
260,Pat Coogan,IOL,Indiana
261,Fernando Carmona,IOL,Arkansas
262,Nicolas Radicic,K,Indiana
263,Caleb Douglas,WR,Texas Tech
264,Bishop Fitzgerald,S,USC
265,Kenny Johnson,WR,Pittsburgh
266,Kolt Dieterich,OT,Sam Houston State
267,Barika Kpeenu,RB,North Dakota State
268,Ernest Hausmann,LB,Michigan
269,David Olano,K,Illinois
270,Teague Andersen,IOL,NC State
271,Collin Wright,CB,Stanford
272,Kam Shanks,WR,Arkansas
273,Jacarrius Peak,OT,NC State
274,Brett Thorson,P,Georgia
275,Bud Clark,S,TCU
276,Quinten Christensen,IOL,South Dakota State
277,Max Tomzcak,WR,Youngstown State
278,Earnest Greene,OT,Georgia
279,TJ Guy,EDGE,Michigan
280,Ethan Burke,EDGE,Texas
281,Jamel Johnson,S,TCU
282,Dasan McCullough,EDGE,Nebraska
283,Kevin Coleman Jr.,WR,Missouri
284,Albert Regis,DL,Texas A&M
285,Roy Williams,EDGE,Northern Illinois
286,Theo Melin Ohrstrom,TE,Texas A&M
287,Judge Collier,CB,South Carolina
288,J.Michael Sturdivant,WR,Florida
289,Jaheim Oatis,DL,Colorado
290,Emmett Johnson,RB,Nebraska
291,Noah Thomas,WR,Georgia
292,Nic Anderson,WR,LSU
293,Devonta Smith,CB,Notre Dame
294,Max Bredeson,RB,Michigan
295,Nate Johnson,QB,Vanderbilt
296,Duce Robinson,WR,Florida State
297,Xavier Nwankpa,S,Iowa
298,Marlin Klein,TE,Michigan
299,Trey Moore,EDGE,Texas
300,Thaddeus Dixon,CB,North Carolina
301,Evan Stewart,WR,Oregon
302,Isaiah Brown-Murray,CB,Virginia Tech
303,Datrell Jones,WR,Boston College
304,Cole Wisniewski,S,Texas Tech
305,Jack Velling,TE,Michigan State
306,Aidan Gousby,S,Minnesota
307,Michael Harris,LB,Maryland
308,Izavion Miller,OT,Auburn
309,Santana Hopper,DL,Tulane
310,Riley Mahlman,OT,Wisconsin
311,Dane Key,WR,Nebraska
312,John Michael Gyllenborg,TE,Wyoming
313,James Smith,DL,Alabama
314,Tyreek Chappell,CB,Texas A&M
315,Eugene Wilson III,WR,Florida
316,Jackie Marshall,DL,Baylor
317,Calvin Clements,OT,Kansas
318,Josh Thompson,IOL,LSU
319,Jalen Catalon,S,Missouri
320,Diego Pounds,OT,Mississippi
321,Monroe Freeling,OT,Georgia
322,Trevyon Green,OT,North Carolina
323,J.C. Davis,OT,Illinois
324,Knijeah Harris,IOL,Florida
325,Jalon Daniels,QB,Kansas
326,Tellek Lockette,IOL,Texas State
327,Jaden Greathouse,WR,Notre Dame
328,Cameron Calhoun,CB,Alabama
329,Greg Johnson,IOL,Minnesota
330,Malik Spencer,S,Michigan State
331,Desmond Reid,RB,Pittsburgh
332,Avery Johnson,QB,Kansas State
333,BJ Williams,IOL,Pittsburgh
334,John Henry Daley,EDGE,Utah
335,Jeadyn Lukus,CB,Clemson
336,McKale Boley,IOL,Virginia
337,Kerry Brown,S,Minnesota
338,Giovanni El-Hadi,IOL,Michigan
339,Ethan Onianwa,OT,Ohio State
340,Ben Murawski,IOL,UConn
341,Elijah Pritchett,OT,Nebraska
342,Jimarion McCrimon,OT,East Carolina
343,Ben Taylor-Whitfield,OT,TCU
344,Dorion Strawn,OT,Texas State
345,Shamar Easter,TE,North Carolina
346,Wade Woodaz,LB,Clemson
347,Jackson Arnold,QB,Auburn
348,Davin Stoffel,TE,Illinois
349,Samuel Omosigho,LB,Oklahoma
350,Roman Hemby,RB,Indiana
351,Jahiem White,RB,West Virginia
352,Bryson Washington,RB,Baylor
353,Robert Spears-Jennings,S,Oklahoma
354,Bryce Foster,IOL,Kansas
355,Jaren Kanak,TE,Oklahoma
356,Trey White,EDGE,San Diego State
357,Riley Williams,TE,Oregon State
358,Teitum Tuioti,EDGE,Oregon
359,Antonio Kite,CB,Mississippi
360,Rocco Becht,QB,Iowa State
361,Jontez Williams,CB,Iowa State
362,Benjamin Brahmer,TE,Iowa State
363,Markis Deal,DL,TCU
364,Jayce Brown,WR,Kansas State
365,Will Shaffer,LB,Abilene Christian
366,Griffin Wilde,WR,Northwestern
367,Braylan Shelby,EDGE,USC
368,Roderick Kearney,OT,Florida
369,Luke Hasz,TE,Mississippi
370,Dylan Edwards,RB,Kansas State
371,Adepoju Adebawore,EDGE,Oklahoma
372,David Oke,DL,Arkansas
373,Ty Morris,LB,Rice
374,Isaiah Glasker,LB,BYU
375,Billy Schrauth,IOL,Notre Dame
376,Deven Eastern,DL,Minnesota
377,D.J. Hicks,DL,Texas A&M
378,Cole Payton,QB,North Dakota State
379,Connor Tollison,IOL,Missouri
380,Raion Strader,CB,Auburn
381,Da'Shawn Womack,EDGE,Mississippi
382,Austin Mack,QB,Alabama
383,Bryce Boettcher,LB,Oregon
384,Wendell Moe Jr.,IOL,Tennessee
385,Elliot Washington II,CB,Penn State
386,Khalil Barnes,S,Clemson
387,Miles Kitselman,TE,Tennessee
388,Kelby Collins,DL,Alabama
389,Daniel Harris,CB,Georgia
390,Kedrick Reescano,RB,Arizona
391,Matt Gulbin,IOL,Michigan State
392,Peyton Bowen,S,Oklahoma
393,Josh Moten,CB,Southern Miss
394,Jaiden Ausberry,LB,Notre Dame
395,Cameron Seldon,WR,Virginia Tech
396,Mark Fletcher,RB,Miami (FL)
397,Ka'morreun Pimpton,TE,TCU
398,Cooper Flanagan,TE,Notre Dame
399,Ty Lockwood,TE,Boston College
400,Dean Miller,EDGE,Kansas
401,Anthony Donkoh,OT,Penn State
402,Jaden Rashada,QB,Sacramento State
403,Toby Payne,TE,Marshall
404,Ashton Stamps,CB,LSU
405,Adon Shuler,S,Notre Dame
406,Richard Young,RB,Alabama
407,Caleb Herring,EDGE,Tennessee
408,Troy Bowles,LB,Michigan
409,Ethan Davis,TE,Tennessee
410,Jordan Renaud,EDGE,Alabama
411,Joshua Padilla,IOL,Ohio State
412,Andrew Rappleyea,TE,Penn State
413,Jayden Wayne,EDGE,California
414,Djay Braswell,RB,Georgia State
415,Alexander Doost,IOL,Arizona
416,Jalil Farooq,WR,Maryland
417,Keon Keeley,EDGE,Alabama
418,Lewis Carter,LB,UCF
419,Malachi Nelson,QB,UTEP
420,Mark Gronowski,QB,Iowa
421,Jordan Castell,S,Florida
422,Barion Brown,WR,LSU
423,Cam Miller,CB,Rutgers
424,Rueben Owens,RB,Texas A&M
425,Quinten Joyner,RB,Texas Tech
426,Alex Birchmeier,IOL,Penn State
427,Cormani McClain,CB,Florida
428,Joenel Aguero,S,Georgia
429,Princewill Umanmielen,EDGE,Mississippi
430,Derion Gullette,EDGE,Mississippi State
431,Grayson Howard,LB,Florida
432,Geimere Latimer,CB,Wisconsin
433,Jaylon Braxton,CB,Mississippi
434,Tomas Rimac,IOL,Virginia Tech
435,Yhonzae Pierre,EDGE,Alabama
436,Jordan Hall,DL,Georgia
437,Malik Hartford,S,Ohio State
438,Deshaun Lee,CB,Iowa
439,Isaiah Horton,WR,Alabama
440,Tausili Akana,LB,BYU
441,Brandon Inniss,WR,Ohio State
442,Vic Burley,DL,Clemson
443,Ta'Mere Robinson,LB,USC
444,Smith Snowden,CB,Utah
445,Jordan Bass,LB,Virginia Tech
446,Stephiylan Green,DL,Clemson
447,Jalen Hale,WR,Alabama
448,Omar Aigbedion,IOL,Baylor
449,Ayden Williams,WR,Mississippi State
450,Caden Jenkins,CB,Baylor
451,Hunter Clegg,EDGE,BYU
452,Jahlil Hurley,CB,Kansas
453,Ryan Niblett,S,Texas
454,Derek Simmons,OT,Oklahoma
455,DaKaari Nelson,S,Penn State
456,Bruno Onwuazor,OT,Virginia State
457,Dillon Bell,WR,Georgia
458,Tree Babalade,OT,South Carolina
459,Hykeem Williams,WR,Colorado
460,DeAndre Moore Jr.,WR,Texas
461,Colton Vasek,EDGE,Texas
462,Micah Pettus,OT,Florida State
463,Isaiah Jatta,OT,BYU
464,Collin Sadler,OT,Clemson
465,Collins Acheampong,EDGE,Bowling Green
466,Daylen Austin,CB,Oregon
467,Raymond Cottrell,WR,West Alabama
468,Hunter Osborne,DL,Virginia
469,Johntay Cook II,WR,Syracuse
470,Ryder Langsdale,OT,Rutgers
471,J'ven Williams,OT,Penn State
472,Malachi Coleman,WR,Minnesota
473,Kaleb Jackson,RB,LSU
474,Tyree Adams,OT,LSU
475,Joshua Mickens,EDGE,Ohio State
476,Markee Anderson,IOL,South Carolina
477,King Mack,S,Penn State
478,Braylon James,WR,TCU
479,Chimdy Onoh,OT,Penn State
480,Madden Sanker,OT,Louisville
481,Eric McAlister,WR,TCU
482,Damonic Williams,DL,Oklahoma
483,Jalen Brown,WR,Arkansas
484,Jaxon Howard,EDGE,Minnesota
485,Malik Bryant,EDGE,Miami (FL)
486,Monroe Mills,OT,Virginia
487,Damari Brown,CB,Miami (FL)
488,Elijah Paige,OT,USC
489,Carver Willis,OT,Washington
490,Randon Fontenette,LB,Vanderbilt
491,Shelton Sampson Jr.,WR,Louisiana-Lafayette
492,Noah Rogers,WR,NC State
493,Jacobe Johnson,CB,Oklahoma
494,Brenan Vernon,DL,Notre Dame
495,Gabe Harris,EDGE,Georgia
496,Samson Okunlola,OT,Miami (FL)
497,Jamaal Jarrett,DL,USC
498,Rico Flores,WR,UCLA
499,Xzavier McLeod,DL,Georgia
500,Chase Roberts,WR,BYU
501,Anthony Evans III,WR,Mississippi State
502,Wilkin Formby,OT,Alabama
503,Luke Montgomery,IOL,Ohio State
504,Joey Aguilar,QB,Tennessee
505,Cole Martin,CB,UCLA
506,Harris Sewell,IOL,Clemson
507,Lewis Bond,WR,Boston College
508,Robert Stafford,CB,UCLA
509,Rodrick Pleasant,CB,UCLA
510,Olaus Alinen,OT,Alabama
511,Qua Russaw,EDGE,Alabama
512,John Walker,DL,UCF
513,Dijon Johnson,CB,Florida
514,Makari Vickers,CB,Colorado
515,Jayden Virgin-Morgan,EDGE,Boise State
516,Daevin Hobbs,DL,Tennessee
517,Ja'Keem Jackson,CB,LSU
518,Jager Burton,IOL,Kentucky
519,Antonio Gates Jr.,WR,Delaware State
520,Bai Jobe,EDGE,Miami (OH)
521,Beau Pribula,QB,Missouri
522,Mason Murphy,OT,Auburn
523,Jaleel Skinner,TE,Louisville
524,Samuel Okunlola,EDGE,Colorado
525,Fisher Camac,EDGE,Virginia
526,Reid Carrico,LB,West Virginia
527,Elliot Donald,DL,Pittsburgh
528,Stanton Ramil,OT,Michigan State
529,Brandon Henderson,IOL,Illinois
530,Quency Wiggins,EDGE,Colorado
531,Jake Garcia,QB,Michigan
532,Elijah Prather,IOL,Troy
533,Dalton Brooks,S,Texas A&M
534,Nate Rutchena,TE,UC Davis
535,Andrew Depaepe,DL,Indiana
536,Cole Rhett,OT,Toledo
537,T.J. Shanahan,IOL,Penn State
538,Declan Duley,P,Central Michigan
539,Kadin Lynch,IOL,William & Mary
540,George Pettaway,RB,James Madison
541,Latrell McCutchin,CB,Houston
542,Nathan Leacock,WR,North Carolina
543,Rene Konga,DL,Louisville
544,Julian Humphrey,CB,Texas A&M
545,Javien Toviano,S,LSU
546,Davaughn Patterson,S,Wake Forest
547,Jaylen Sneed,LB,Notre Dame
548,Dezz Ricks,CB,Texas A&M
549,Dante Dowdell,RB,Kentucky
550,Logan Fano,EDGE,Utah
551,Evan Tengesdahl,IOL,Cincinnati
552,Wes King,IOL,Wyoming
553,Jalen Walthall,WR,Incarnate Word
554,Will Heldt,EDGE,Clemson
555,Kam Olds,EDGE,Kentucky
556,Emmanuel Poku,IOL,East Carolina
557,Xavier Hill,IOL,Colorado
558,Jameial Lyons,EDGE,Penn State
559,Tackett Curtis,LB,Wisconsin
560,Tyler White,P,Texas A&M
561,Enow Etta,DL,Michigan
562,Jason Moore,DL,Ohio State
563,D.J. Chester,IOL,LSU
564,Jaybron Harvey,EDGE,North Carolina
565,Kylin Jackson,S,TCU
566,Edric Hill,DL,Alabama
567,Jaydon Chatman,OT,Texas
568,Bo Hughley,OT,Georgia
569,Kam Robinson,LB,Virginia
570,Desmond Umeozulu,EDGE,South Carolina
571,Jaquaize Pettaway,WR,East Carolina
572,Derek Williams Jr.,S,Texas
573,Kamran James,EDGE,Florida
574,Lance Mason,TE,Wisconsin
575,Bravion Rogers,CB,Texas A&M
576,Roderick Robinson II,RB,Georgia
577,Arion Carter,LB,Tennessee
578,Jayvon Thomas,CB,Texas A&M
579,Sam Roush,TE,Stanford
580,Shamurad Umarov,OT,Tennessee
581,Christian Alliegro,LB,Wisconsin
582,Ian Reed,IOL,Clemson
583,Cordale Russell,WR,Miami (OH)
584,Calvin Simpson-Hunt,CB,Baylor
585,Samuel M'Pemba,EDGE,Texas A&M
586,Tony Rojas,LB,Penn State
587,Austin Novosad,QB,Oregon
588,Treyaun Webb,RB,Florida
589,Lucas Simmons,OT,Florida State
590,Skyler Gill-Howard,DL,Texas Tech
591,Hudson Kaak,P,Auburn
592,Jarra Anderson,DL,Arizona
593,Phillip Daniels,OT,Ohio State
594,Sheridan Wilson,IOL,Texas Tech
595,Palmer Williams,P,Baylor
596,Aidan Flintoft,P,Stanford
597,Jake Eldridge,LS,Rutgers
598,Conor Talty,K,Alabama
599,Chris Johnson Jr.,RB,SMU
600,Mikey Matthews,WR,UCLA
601,Brock Taylor,K,Vanderbilt
602,Jaden Craig,QB,Harvard
603,London Humphreys,WR,Georgia
604,Peyton Woodring,K,Georgia
605,Tyler Brown,WR,Clemson
606,Matthew Bailey,S,Illinois
607,Ja'Bril Rawls,S,Florida State
608,Grayson Loftis,QB,Charlotte
609,Sedrick Alexander,RB,Vanderbilt
610,Carl Williams IV,S,Baylor
611,Waymond Jordan,RB,USC
612,Kaden Feagin,RB,Illinois
613,Emmanuel Henderson,WR,Kansas
614,Alex Kilgore,LB,SMU
615,Joey Schlaffer,TE,Penn State
616,Amare Thomas,WR,Houston
617,Hank Brown,QB,Iowa
618,Ephesians Prysock,CB,Washington
619,Evan Link,OT,Michigan
620,Devin Neal,S,Virginia
621,A'Marion McCoy,CB,Boise State
622,Dion Crawford,LB,Buffalo
623,James Durand,IOL,Western Illinois
624,George Gumbs Jr.,EDGE,Florida
625,Marcus Ratcliffe,S,Texas A&M
626,Noah Josey,IOL,Virginia
627,Desmeal Leigh,OT,Youngstown State
628,Trey Dubuc,LS,New Mexico
629,Carter Davis,S,Boston College
630,Jaylen Raynor,QB,Arkansas State
631,Ryder Burns,LS,Southern Miss
632,Chandavian Bradley,EDGE,Oklahoma State
633,Martel Hight,CB,Vanderbilt
634,Tony Mitchell,S,Mississippi State
635,Terry Moore,S,Duke
636,Stanquan Clark,LB,Louisville
637,Denver Harris,CB,UNLV
638,Caden Curry,EDGE,Ohio State
639,Gabriel Brownlow-Dindy,DL,South Carolina
640,Aiden Fisher,LB,Indiana
641,Earl Little Jr.,S,Florida State
642,Zach Rice,IOL,Syracuse
643,Jeremiah Alexander,EDGE,Clemson
644,DJ Harvey,CB,USC
645,Chris Marshall,WR,Boise State
646,Keenan Nelson Jr.,S,Ohio State
647,Conner Weigman,QB,Houston
648,Jaheim Singletary,CB,Arkansas
649,C.J. Hicks,EDGE,Ohio State
650,Jameson Geers,TE,Minnesota
651,Travis Shaw,DL,Texas
652,TreVonte Citizen,RB,McNeese State
653,Charles Demmings,CB,Stephen F. Austin
654,Tegra Tshabola,IOL,Ohio State
655,Devean Deal,EDGE,TCU
656,Nick Evers,QB,UConn
657,Cruce Brookins,S,Pittsburgh
658,Julian Armella,IOL,UCLA
659,Donovan Green,TE,LSU
660,Jacob Sexton,OT,Oklahoma
661,Andre Greene Jr.,WR,Virginia
662,Jacoby Mathews,S,Auburn
663,Gentry Williams,CB,Oklahoma
664,Jyaire Brown,CB,UCF
665,Holden Staes,TE,Indiana
666,Kaden Helms,TE,Oklahoma
667,Neto Umeozulu,IOL,Texas
668,Branson Robinson,RB,Georgia State
669,Talyn Shettron,WR,Oklahoma State
670,Jaylon Glover,RB,UNLV
671,Jamari Lyons,DL,Florida
672,J.Q. Hardaway,CB,Kentucky
673,Khurtiss Perry,DL,Jacksonville State
674,Patrick Kutas,IOL,Mississippi
675,A.J. Swann,QB,Appalachian State
676,Kaden Saunders,WR,Penn State
677,Maalik Murphy,QB,Oregon State
678,Kendrick Law,WR,Kentucky
679,Devin Brown,QB,California
680,Walker Howard,QB,Louisiana-Lafayette
681,Justice Finkley,EDGE,Kansas
682,Jack Pedersen,TE,UCLA
683,Toriano Pride,CB,Missouri
684,Tobias Merriweather,WR,Utah
685,Bryan Thomas Jr.,EDGE,South Carolina
686,Jordan Hudson,WR,SMU
687,Kamari Wilson,S,Memphis
688,Emar'rion Winston,EDGE,Baylor
689,Dayne Shor,OT,Akron
690,Raleek Brown,RB,Arizona State
691,Malick Sylla,EDGE,Mississippi State
692,Jayden Gibson,WR,Oklahoma
693,Joe Brunner,IOL,Wisconsin
694,Kyion Grayes,WR,California
695,Shawn Murphy,LB,South Carolina
696,Eric O'Neill,EDGE,Rutgers
697,Earl Little II,CB,Florida State
698,Amari Niblack,TE,Texas A&M
699,Kaleb Brown,WR,UAB
700,Popeye Williams,EDGE,Western Michigan
701,Dallan Hayden,RB,Colorado
702,Nyjalik Kelly,EDGE,UCF
703,Robert Henry Jr.,RB,UTSA
704,Jaylon Guilbeau,CB,Texas
705,Gunner Stockton,QB,Georgia
706,M.J. Morris,QB,Coastal Carolina
707,Bryce Anderson,S,Texas A&M
708,Wesley Bissainthe,LB,Miami (FL)
709,Braylin Presley,WR,Tulsa
710,Cole Hutson,IOL,Texas
711,Gavin Sawchuk,RB,Florida State
712,Kobe Prentice,WR,Baylor
713,James Brockermeyer,IOL,Miami (FL)
714,Keaten Wade,EDGE,Colorado
