Rank,Player Name,Position,College
315,Kam Shanks,WR,Arkansas
316,Kerry Brown,S,Minnesota
317,BJ Williams,IOL,Pittsburgh
318,Monroe Freeling,OT,Georgia
319,Liam Becher,IOL,North Dakota
320,Eric O'Neill,EDGE,Rutgers
321,Carver Willis,OT,Washington
322,Princewill Umanmielen,EDGE,Mississippi
323,Derek Simmons,OT,Oklahoma
324,Beau Pribula,QB,Missouri
325,Tellek Lockette,IOL,Texas State
326,Thaddeus Dixon,CB,North Carolina
327,Ethan Onianwa,OT,Ohio State
328,Markis Deal,DL,TCU
329,Hunter Zambrano,IOL,Texas Tech
330,Ty Morris,LB,Rice
331,Ben Taylor-Whitfield,OT,TCU
332,Malik Spencer,S,Michigan State
333,Dorion Strawn,OT,Texas State
334,Jeadyn Lukus,CB,Clemson
335,Albert Regis,DL,Texas A&M
336,Wade Woodaz,LB,Clemson
337,Giovanni El-Hadi,IOL,Michigan
338,Eli Raridon,TE,Notre Dame
339,Christian Alliegro,LB,Wisconsin
340,Alex Harkey,OT,Oregon
341,Jackson Arnold,QB,Auburn
342,Toby Payne,TE,Marshall
343,Alexander Doost,IOL,Arizona
344,Teitum Tuioti,EDGE,Oregon
345,Isaiah Jatta,OT,BYU
346,Caden Curry,EDGE,Ohio State
347,Davin Stoffel,TE,Illinois
348,Samuel Omosigho,LB,Oklahoma
349,Benjamin Brahmer,TE,Iowa State
350,Isaiah Brown-Murray,CB,Virginia Tech
351,Jahiem White,RB,West Virginia
352,Carter Davis,S,Boston College
353,Vinny Anthony II,WR,Wisconsin
354,Adon Shuler,S,Notre Dame
355,Billy Schrauth,IOL,Notre Dame
356,Jaren Kanak,TE,Oklahoma
357,Jacob Rodriguez,LB,Texas Tech
358,Raion Strader,CB,Auburn
359,Trey White,EDGE,San Diego State
360,Anthony Donkoh,OT,Penn State
361,Lance Mason,TE,Wisconsin
362,Deven Eastern,DL,Minnesota
363,Riley Williams,TE,Oregon State
364,Connor Tollison,IOL,Missouri
365,Rocco Becht,QB,Iowa State
366,Quinten Joyner,RB,Texas Tech
367,Will Shaffer,LB,Abilene Christian
368,Braylan Shelby,EDGE,USC
369,Luke Hasz,TE,Mississippi
370,Bryce Boettcher,LB,Oregon
371,Dylan Edwards,RB,Kansas State
372,Trinidad Chambliss,QB,Mississippi
373,Cole Payton,QB,North Dakota State
374,Adepoju Adebawore,EDGE,Oklahoma
375,TJ Guy,EDGE,Michigan
376,Gabe Burkle,TE,Iowa State
377,DeAndre Moore Jr.,WR,Texas
378,D.J. Hicks,DL,Texas A&M
379,Da'Shawn Womack,EDGE,Mississippi
380,Austin Mack,QB,Alabama
381,Jelani Thurman,TE,Ohio State
382,Wendell Moe Jr.,IOL,Tennessee
383,Elliot Washington II,CB,Penn State
384,Josh Moten,CB,Southern Miss
385,Isaac Smith,S,Mississippi State
386,Pat Coogan,IOL,Indiana
387,Khalil Barnes,S,Clemson
388,Jalil Farooq,WR,Maryland
389,Qua Russaw,EDGE,Alabama
390,Kedrick Reescano,RB,Arizona
391,Peyton Bowen,S,Oklahoma
392,Jaiden Ausberry,LB,Notre Dame
393,Cameron Seldon,WR,Virginia Tech
394,Mark Fletcher,RB,Miami (FL)
395,Ka'morreun Pimpton,TE,TCU
396,Cooper Flanagan,TE,Notre Dame
397,Ty Lockwood,TE,Boston College
398,Jaden Rashada,QB,Sacramento State
399,Mark Gronowski,QB,Iowa
400,Richard Young,RB,Alabama
401,Caleb Herring,EDGE,Tennessee
402,Jelani McDonald,S,Texas
403,Kenny Johnson,WR,Pittsburgh
404,Troy Bowles,LB,Michigan
405,Ethan Davis,TE,Tennessee
406,Jordan Renaud,EDGE,Alabama
407,Joshua Padilla,IOL,Ohio State
408,Andrew Rappleyea,TE,Penn State
409,Collin Wright,CB,Stanford
410,Jayden Wayne,EDGE,California
411,Dillon Bell,WR,Georgia
412,Kaleb Jackson,RB,LSU
413,Djay Braswell,RB,South Carolina
414,Keon Keeley,EDGE,Alabama
415,Lewis Carter,LB,UCF
416,DJ Harvey,CB,USC
417,Malachi Nelson,QB,UTEP
418,Jordan Castell,S,Florida
419,Cam Miller,CB,Rutgers
420,Rueben Owens,RB,Texas A&M
421,Jameson Geers,TE,Minnesota
422,Alex Birchmeier,IOL,Penn State
423,Cruce Brookins,S,Pittsburgh
424,Jacob Thomas,S,James Madison
425,Cormani McClain,CB,Florida
426,Joenel Aguero,S,Georgia
427,Derion Gullette,EDGE,Mississippi State
428,Grayson Howard,LB,Florida
429,Devean Deal,EDGE,TCU
430,Geimere Latimer,CB,Wisconsin
431,Jaylon Braxton,CB,Mississippi
432,Micah Pettus,OT,Florida State
433,Yhonzae Pierre,EDGE,Alabama
434,Jordan Hall,DL,Georgia
435,Malik Hartford,S,Ohio State
436,Deshaun Lee,CB,Iowa
437,Isaiah Horton,WR,Alabama
438,Tausili Akana,LB,BYU
439,Ryder Langsdale,OT,Rutgers
440,Brandon Inniss,WR,Ohio State
441,Vic Burley,DL,Clemson
442,Ta'Mere Robinson,LB,USC
443,Smith Snowden,CB,Utah
444,Jordan Bass,LB,Virginia Tech
445,Stephiylan Green,DL,Clemson
446,Jalen Hale,WR,Alabama
447,Ayden Williams,WR,Mississippi State
448,Caden Jenkins,CB,Baylor
449,Hunter Clegg,EDGE,BYU
450,Jahlil Hurley,CB,Kansas
451,Ryan Niblett,S,Texas
452,DaKaari Nelson,S,Penn State
453,Bruno Onwuazor,OT,Virginia State
454,Tree Babalade,OT,South Carolina
455,Hykeem Williams,WR,Colorado
456,Colton Vasek,EDGE,Texas
457,Justin Joly,TE,NC State
458,Brian Parker II,OT,Duke
459,Collin Sadler,OT,Clemson
460,Collins Acheampong,EDGE,Bowling Green
461,Daylen Austin,CB,Oregon
462,Raymond Cottrell,WR,West Alabama
463,Nolan Rucci,OT,Penn State
464,Hunter Osborne,DL,Virginia
465,Johntay Cook II,WR,Syracuse
466,J'ven Williams,OT,Penn State
467,Malachi Coleman,WR,Minnesota
468,Tyree Adams,OT,LSU
469,Joshua Mickens,EDGE,Ohio State
470,Markee Anderson,IOL,South Carolina
471,King Mack,S,Penn State
472,Braylon James,WR,TCU
473,Chimdy Onoh,OT,Penn State
474,Madden Sanker,OT,Louisville
475,Damonic Williams,DL,Oklahoma
476,Jalen Brown,WR,Arkansas
477,Jaxon Howard,EDGE,Minnesota
478,Malik Bryant,EDGE,Miami (FL)
479,Monroe Mills,OT,Virginia
480,Damari Brown,CB,Miami (FL)
481,Elijah Paige,OT,USC
482,Randon Fontenette,LB,Vanderbilt
483,Shelton Sampson Jr.,WR,Louisiana-Lafayette
484,Noah Rogers,WR,NC State
485,Jacobe Johnson,CB,Oklahoma
486,Brenan Vernon,DL,Notre Dame
487,Gabe Harris,EDGE,Georgia
488,Stanton Ramil,OT,Michigan State
489,Samuel Singleton Jr.,RB,Florida State
490,Samson Okunlola,OT,Miami (FL)
491,Jamaal Jarrett,DL,USC
492,Rico Flores,WR,UCLA
493,Xzavier McLeod,DL,Georgia
494,Anthony Evans III,WR,Mississippi State
495,Wilkin Formby,OT,Alabama
496,Luke Montgomery,IOL,Ohio State
497,Rene Konga,DL,Louisville
498,Cole Martin,CB,UCLA
499,Harris Sewell,IOL,Clemson
500,Treydan Stukes,CB,Arizona
501,Robert Stafford,CB,UCLA
502,Jurrion Dickey,WR,Oregon
503,Rodrick Pleasant,CB,UCLA
504,Olaus Alinen,OT,Alabama
505,John Walker,DL,UCF
506,Dijon Johnson,CB,Florida
507,Makari Vickers,CB,Colorado
508,Daevin Hobbs,DL,Tennessee
509,Ja'Keem Jackson,CB,LSU
510,Jager Burton,IOL,Kentucky
511,Antonio Gates Jr.,WR,Michigan State
512,Bai Jobe,EDGE,Miami (OH)
513,Maurice Westmoreland,EDGE,Tulane
514,D.J. Chester,IOL,LSU
515,Mason Murphy,OT,Auburn
516,Jaleel Skinner,TE,Louisville
517,Samuel Okunlola,EDGE,Colorado
518,Reid Carrico,LB,West Virginia
519,Elliot Donald,DL,Pittsburgh
520,Jayden Maiava,QB,USC
521,Quency Wiggins,EDGE,Colorado
522,Jake Garcia,QB,Michigan
523,Nate Rutchena,TE,UC Davis
524,Andrew Depaepe,DL,Indiana
525,T.J. Shanahan,IOL,Penn State
526,George Pettaway,RB,James Madison
527,Latrell McCutchin,CB,Houston
528,Nathan Leacock,WR,North Carolina
529,Julian Humphrey,CB,Texas A&M
530,Javien Toviano,S,LSU
531,Jaylen Sneed,LB,Notre Dame
532,Dezz Ricks,CB,Texas A&M
533,Dante Dowdell,RB,Kentucky
534,Evan Tengesdahl,IOL,Cincinnati
535,Will Heldt,EDGE,Clemson
536,Kam Olds,EDGE,Kentucky
537,Griffin Wilde,WR,Northwestern
538,Xavier Hill,IOL,Colorado
539,Jameial Lyons,EDGE,Penn State
540,Tackett Curtis,LB,Wisconsin
541,Tyler White,P,Texas A&M
542,Enow Etta,DL,Michigan
543,Jason Moore,DL,Ohio State
544,Jaybron Harvey,EDGE,North Carolina
545,Kylin Jackson,S,TCU
546,Edric Hill,DL,Alabama
547,Jaydon Chatman,OT,Texas
548,Bo Hughley,OT,Georgia
549,Kam Robinson,LB,Virginia
550,Desmond Umeozulu,EDGE,South Carolina
551,Jaquaize Pettaway,WR,East Carolina
552,Derek Williams Jr.,S,Texas
553,Kamran James,EDGE,Florida
554,Bravion Rogers,CB,Texas A&M
555,Roderick Robinson II,RB,Georgia
556,Arion Carter,LB,Tennessee
557,Jayvon Thomas,CB,Texas A&M
558,Shamurad Umarov,OT,Tennessee
559,Ian Reed,IOL,Clemson
560,Cordale Russell,WR,Miami (OH)
561,Luke Altmyer,QB,Illinois
562,Calvin Simpson-Hunt,CB,Baylor
563,Samuel M'Pemba,EDGE,Texas A&M
564,Tony Rojas,LB,Penn State
565,Austin Novosad,QB,Oregon
566,Treyaun Webb,RB,Florida
567,Lucas Simmons,OT,Florida State
568,Hudson Kaak,P,Auburn
569,Jarra Anderson,DL,Arizona
570,David Olano,K,Illinois
571,Phillip Daniels,OT,Ohio State
572,Palmer Williams,P,Baylor
573,Aidan Flintoft,P,Stanford
574,Jake Eldridge,LS,Rutgers
575,C.J. Donaldson,RB,Ohio State
576,Conor Talty,K,Alabama
577,Chris Johnson Jr.,RB,SMU
578,Mikey Matthews,WR,UCLA
579,Brock Taylor,K,Vanderbilt
580,Jayce Brown,WR,Kansas State
581,London Humphreys,WR,Georgia
582,Peyton Woodring,K,Georgia
583,Tyler Brown,WR,Clemson
584,Ja'Bril Rawls,S,Florida State
585,Grayson Loftis,QB,Charlotte
586,Sedrick Alexander,RB,Vanderbilt
587,Kendrick Law,WR,Kentucky
588,Carl Williams IV,S,Baylor
589,Kaden Feagin,RB,Illinois
590,Alex Kilgore,LB,SMU
591,Joey Schlaffer,TE,Penn State
592,Amare Thomas,WR,Houston
593,Hank Brown,QB,Iowa
594,Evan Link,OT,Michigan
595,A'Marion McCoy,CB,Boise State
596,Dion Crawford,LB,Buffalo
597,James Durand,IOL,Western Illinois
598,Marcus Ratcliffe,S,Texas A&M
599,Trey Dubuc,LS,New Mexico
600,Jaylen Raynor,QB,Arkansas State
601,Ryder Burns,LS,Southern Miss
602,Chandavian Bradley,EDGE,Oklahoma State
603,Tony Mitchell,S,Mississippi State
604,Ty Simpson,QB,Alabama
605,Denver Harris,CB,UNLV
606,Gabriel Brownlow-Dindy,DL,South Carolina
607,Zach Rice,IOL,Syracuse
608,Jeremiah Alexander,EDGE,Clemson
609,Chris Marshall,WR,Boise State
610,Conner Weigman,QB,Houston
611,Jaheim Singletary,CB,Arkansas
612,C.J. Hicks,EDGE,Ohio State
613,Travis Shaw,DL,Texas
614,TreVonte Citizen,RB,McNeese State
615,Tegra Tshabola,IOL,Ohio State
616,Nick Evers,QB,UConn
617,Julian Armella,IOL,UCLA
618,Donovan Green,TE,LSU
619,Jacob Sexton,OT,Oklahoma
620,Andre Greene Jr.,WR,Virginia
621,Jeremiah Cooper,S,Iowa State
622,Jacoby Mathews,S,Auburn
623,Gentry Williams,CB,Oklahoma
624,Jyaire Brown,CB,UCF
625,Holden Staes,TE,Indiana
626,Bryan Thomas Jr.,EDGE,South Carolina
627,Kaden Helms,TE,Oklahoma
628,Neto Umeozulu,IOL,Texas
629,Branson Robinson,RB,Georgia State
630,Talyn Shettron,WR,Oklahoma State
631,Jaylon Glover,RB,UNLV
632,Jamari Lyons,DL,Florida
633,J.Q. Hardaway,CB,Kentucky
634,Logan Parr,IOL,SMU
635,Khurtiss Perry,DL,Jacksonville State
636,Patrick Kutas,IOL,Mississippi
637,A.J. Swann,QB,Appalachian State
638,Kaden Saunders,WR,Penn State
639,Ernest Hausmann,LB,Michigan
640,Maalik Murphy,QB,Oregon State
641,Devin Brown,QB,California
642,Terion Stewart,RB,Virginia Tech
643,Walker Howard,QB,Louisiana-Lafayette
644,Justice Finkley,EDGE,Kansas
645,Jack Pedersen,TE,UCLA
646,Kevin Jennings,QB,SMU
647,Toriano Pride,CB,Missouri
648,Tobias Merriweather,WR,Utah
649,Jordan Hudson,WR,SMU
650,Brendan Sorsby,QB,Cincinnati
651,Devin Moore,CB,Florida
652,Kamari Wilson,S,Memphis
653,Emar'rion Winston,EDGE,Baylor
654,Dayne Shor,OT,Akron
655,Raleek Brown,RB,Arizona State
656,Malick Sylla,EDGE,Mississippi State
657,Jayden Gibson,WR,Oklahoma
658,Joe Brunner,IOL,Wisconsin
659,Kyion Grayes,WR,California
660,Shawn Murphy,LB,South Carolina
661,Earl Little II,CB,Florida State
662,Amari Niblack,TE,Texas A&M
663,Kaleb Brown,WR,UAB
664,Popeye Williams,EDGE,Western Michigan
665,Dallan Hayden,RB,Colorado
666,Nyjalik Kelly,EDGE,UCF
667,Jaylon Guilbeau,CB,Texas
668,Noah Fifita,QB,Arizona
669,Robert Spears-Jennings,S,Oklahoma
670,Terry Moore,S,Duke
671,Kevin Coleman Jr.,WR,Missouri
672,Gunner Stockton,QB,Georgia
673,Ephesians Prysock,CB,Washington
674,M.J. Morris,QB,Coastal Carolina
675,Emmanuel Henderson,WR,Kansas
676,Bryce Anderson,S,Texas A&M
677,Wesley Bissainthe,LB,Miami (FL)
678,Braylin Presley,WR,Tulsa
679,Cole Hutson,IOL,Texas
680,Gavin Sawchuk,RB,Florida State
681,Kobe Prentice,WR,Baylor
682,Beau Atkinson,EDGE,Ohio State
683,Keaten Wade,EDGE,Colorado
684,Adam Randall,RB,Clemson
685,Zion Branch,S,Georgia
686,Devon Jackson,LB,Oregon
687,Darris Smith,EDGE,Missouri
688,Omari Abor,EDGE,SMU
689,Sheridan Wilson,IOL,Texas Tech
690,Enai White,EDGE,Penn State
691,Carson Hinzman,IOL,Ohio State
692,Jacolby Spells,CB,West Virginia
693,Jake Johnson,TE,North Carolina
694,Zavion Thomas,WR,LSU
695,Kam Dewberry,IOL,Alabama
696,Kaidon Salter,QB,Colorado
697,C.J. Williams,WR,Stanford
698,Jordan Dwyer,WR,TCU
699,Savion Red,RB,Sacramento State
700,Squirrel White,WR,Florida State
701,Jalen Huskey,CB,Maryland
702,Jayden McGowan,WR,Charlotte
703,Kyron Drones,QB,Virginia Tech
704,Dean Connors,RB,Houston
705,Van Wells,IOL,Oregon State
706,Pichon Wimbley,IOL,Georgia Southern
707,Kyron Barnes,OT,Nicholls
708,Owen McCown,QB,UTSA
709,Josh Kattus,TE,Kentucky
710,D.Q. Smith,S,South Carolina
711,Amari Jackson,CB,Boston College
712,Jaden Craig,QB,Harvard
713,Carsen Ryan,TE,BYU
714,Eddie Kelly,DL,West Virginia
