Rank,Player Name,Position,College
53,Nick Singleton,RB,Penn State
54,Cashius Howell,EDGE,Texas A&M
55,Suntarine Perkins,LB,Mississippi
56,Zachariah Branch,WR,Georgia
57,Harold Perkins,LB,LSU
58,Drew Shelton,OT,Penn State
59,DJ McKinney,CB,Colorado
60,Kamari Ramsey,S,USC
61,Austin Barber,OT,Florida
62,Joshua Josephs,EDGE,Tennessee
63,Kevin Concepcion,WR,Texas A&M
64,Domani Jackson,CB,Alabama
65,Jonah Coleman,RB,Washington
66,R Mason Thomas,EDGE,Oklahoma
67,Zxavian Harris,DL,Mississippi
68,Anthony Lucas,EDGE,USC
69,Will Lee III,CB,Texas A&M
70,Fa'alili Fa'amoe,OT,Wake Forest
71,Max Klare,TE,Ohio State
72,Jake Slaughter,IOL,Florida
73,Tyreak Sapp,EDGE,Florida
74,Genesis Smith,S,Arizona
75,Parker Brailsford,IOL,Alabama
76,Malik Muhammad,CB,Texas
77,Xavier Scott,S,Illinois
78,Jalon Kilgore,S,South Carolina
79,Mateen Ibirogba,DL,Wake Forest
80,Carson Beck,QB,Miami (FL)
81,Aidan Chiles,QB,Michigan State
82,Eric Singleton Jr.,WR,Auburn
83,Dontay Corleone,DL,Cincinnati
84,Kayden McDonald,DL,Ohio State
85,Duce Robinson,WR,Florida State
86,Daylen Everette,CB,Georgia
87,Anto Saka,EDGE,Northwestern
88,Trinidad Chambliss,QB,Mississippi
89,Darrell Jackson Jr.,DL,Florida State
90,Jack Endries,TE,Texas
91,Olaivavega Ioane,IOL,Penn State
92,Gabe Jacas,EDGE,Illinois
93,Whit Weeks,LB,LSU
94,Davison Igbinosun,CB,Ohio State
95,Vincent Anthony Jr.,EDGE,Duke
96,Deontae Lawson,LB,Alabama
97,Kaytron Allen,RB,Penn State
98,Zane Durant,DL,Penn State
99,Iapani Laloulu,IOL,Oregon
100,Emmanuel Pregnon,IOL,Oregon
101,Justice Haynes,RB,Michigan
102,Aaron Anderson,WR,LSU
103,Jaishawn Barham,LB,Michigan
104,Amare Ferrell,S,Indiana
105,Cayden Green,OT,Missouri
106,Keon Sabb,S,Alabama
107,Chandler Rivers,CB,Duke
108,Chase Bisontis,IOL,Texas A&M
109,Daniel Harris,CB,Georgia
110,Oscar Delp,TE,Georgia
111,Antonio Kite,CB,Mississippi
112,Germie Bernard,WR,Alabama
113,Romello Height,EDGE,Texas Tech
114,Deion Burks,WR,Oklahoma
115,Elijah Pritchett,OT,Nebraska
116,C.J. Fite,DL,Arizona State
117,Jacob Rodriguez,LB,Texas Tech
118,Jermaine Mathews Jr.,CB,Ohio State
119,Josh Hoover,QB,TCU
120,Malachi Fields,WR,Notre Dame
121,Tacario Davis,CB,Washington
122,Eli Stowers,TE,Vanderbilt
123,Kade Pieper,IOL,Iowa
124,Jude Bowry,OT,Boston College
125,Michael Taaffe,S,Texas
126,Robert Henry Jr.,RB,UTSA
127,Lance Heard,OT,Tennessee
128,Aaron Graves,DL,Iowa
129,Tristan Leigh,OT,Clemson
130,Nic Anderson,WR,LSU
131,Elijah Sarratt,WR,Indiana
132,Quintrevion Wisner,RB,Texas
133,Dariel Djabome,LB,Rutgers
134,Zion Young,EDGE,Missouri
135,Keylan Rutledge,IOL,Georgia Tech
136,Lander Barton,LB,Utah
137,Ar'maj Reed-Adams,IOL,Texas A&M
138,Jaeden Roberts,IOL,Alabama
139,Tim Keenan III,DL,Alabama
140,Earl Little Jr.,S,Florida State
141,Lawson Luckie,TE,Georgia
142,DeMonte Capehart,DL,Clemson
143,Taurean York,LB,Texas A&M
144,A.J. Haulcy,S,LSU
145,Josh Cameron,WR,Baylor
146,LJ Martin,RB,BYU
147,Trey Zuhn III,OT,Texas A&M
148,Le'Veon Moss,RB,Texas A&M
149,Kadin Lynch,IOL,William & Mary
150,Drew Azzopardi,OT,Washington
151,Febechi Nwaiwu,IOL,Oklahoma
152,Marlin Klein,TE,Michigan
153,Hezekiah Masses,CB,California
154,Sam Leavitt,QB,Arizona State
155,Patrick Payton,EDGE,LSU
156,Anthony Smith,DL,Minnesota
157,C.J. Baxter,RB,Texas
158,Trey Moore,EDGE,Texas
159,Sawyer Robertson,QB,Baylor
160,D'angelo Ponds,CB,Indiana
161,A'Mauri Washington,DL,Oregon
162,Derrick Moore,EDGE,Michigan
163,Akheem Mesidor,EDGE,Miami (FL)
164,Blake Miller,OT,Clemson
165,Nico Iamaleava,QB,UCLA
166,Max Iheanachor,OT,Arizona State
167,Mikail Kamara,EDGE,Indiana
168,Kobe Baynes,IOL,Kansas
169,Barika Kpeenu,RB,North Dakota State
170,Noah Thomas,WR,Georgia
171,Caleb Tiernan,OT,Northwestern
172,Zakee Wheatley,S,Penn State
173,Jamarion Miller,RB,Alabama
174,Dalton Brooks,S,Texas A&M
175,Christian Gray,CB,Notre Dame
176,Darian Mensah,QB,Duke
177,Judge Collier,CB,South Carolina
178,Tao Johnson,S,Utah
179,Bryce Foster,IOL,Kansas
180,Aamil Wagner,OT,Notre Dame
181,Joe Royer,TE,Cincinnati
182,Sheridan Wilson,IOL,Texas Tech
183,Earnest Greene,OT,Georgia
184,Gracen Halton,DL,Oklahoma
185,John Michael Gyllenborg,TE,Wyoming
186,Kenyatta Jackson,EDGE,Ohio State
187,Kage Casey,OT,Boise State
188,Jaydn Ott,RB,Oklahoma
189,Riley Mahlman,OT,Wisconsin
190,Charles Jagusah,IOL,Notre Dame
191,Brett Norfleet,TE,Missouri
192,Xavier Nwankpa,S,Iowa
193,Emmanuel McNeil-Warren,S,Toledo
194,Jack Velling,TE,Michigan State
195,Caden Curry,EDGE,Ohio State
196,Rayshaun Benny,DL,Michigan
197,Roman Hemby,RB,Indiana
198,Boubacar Traore,DL,Notre Dame
199,Darius Taylor,RB,Minnesota
200,Logan Jones,IOL,Iowa
201,C.J. Daniels,WR,Miami (FL)
202,Makhi Hughes,RB,Oregon
203,Tanner Koziol,TE,Houston
204,Bray Hubbard,S,Alabama
205,Jadarian Price,RB,Notre Dame
206,Matthew Bailey,S,Illinois
207,Jaheim Oatis,DL,Colorado
208,Trebor Pena,WR,Penn State
209,Austin Romaine,LB,Kansas State
210,Zeke Berry,S,Michigan
211,D.J. Campbell,IOL,Texas
212,Rod Moore,S,Michigan
213,Raylen Wilson,LB,Georgia
214,Michael Trigg,TE,Baylor
215,Miller Moss,QB,Louisville
216,Theo Melin Ohrstrom,TE,Texas A&M
217,Fisher Camac,EDGE,Virginia
218,Bud Clark,S,TCU
219,Drayk Bowen,LB,Notre Dame
220,Cole Rhett,OT,Toledo
221,R.J. Maryland,TE,SMU
222,Keanu Tanuvasa,DL,BYU
223,Bryce Lance,WR,North Dakota State
224,Cameron Calhoun,CB,Alabama
225,Tanner Arkin,TE,Illinois
226,Jake Golday,LB,Cincinnati
227,Max Llewellyn,EDGE,Iowa
228,Ryan Baer,IOL,Pittsburgh
229,Amare Campbell,LB,Penn State
230,Bryson Washington,RB,Baylor
231,J.Michael Sturdivant,WR,Florida
232,Chase Roberts,WR,BYU
233,Davaughn Patterson,S,Wake Forest
234,Jyaire Hill,CB,Michigan
235,Chris McClellan,DL,Missouri
236,Kanye Udoh,RB,Arizona State
237,Martel Hight,CB,Vanderbilt
238,Eli Holstein,QB,Pittsburgh
239,Datrell Jones,RB,Boston College
240,Roy Williams,EDGE,Northern Illinois
241,James Smith,DL,Alabama
242,Tomas Rimac,IOL,Virginia Tech
243,Marvin Jones Jr.,EDGE,Oklahoma
244,Markis Deal,DL,TCU
245,Michael Harris,LB,Maryland
246,Izavion Miller,OT,Auburn
247,Kyle Louis,LB,Pittsburgh
248,Josh Thompson,IOL,LSU
249,Roderick Kearney,OT,Florida
250,Adonijah Green,DL,Louisville
251,Aiden Fisher,LB,Indiana
252,Tyreek Chappell,CB,Texas A&M
253,Shamar Easter,TE,North Carolina
254,Fernando Carmona,IOL,Arkansas
255,Jalen Walthall,WR,Incarnate Word
256,Kedrick Reescano,RB,Arizona
257,Nicolas Radicic,K,Indiana
258,Eric Rivers,WR,Georgia Tech
259,Jeremiah Wright,IOL,Auburn
260,Brett Thorson,P,Georgia
261,Eugene Wilson III,WR,Florida
262,Eric McAlister,WR,TCU
263,Lee Hunter,DL,Texas Tech
264,Cruce Brookins,S,Pittsburgh
265,Devean Deal,EDGE,TCU
266,Demond Claiborne,RB,Wake Forest
267,Emmanuel Henderson,WR,Kansas
268,James Brockermeyer,IOL,Miami (FL)
269,Ephesians Prysock,CB,Washington
270,Hollywood Smothers,RB,NC State
271,Caden Barnett,OT,Wyoming
272,Ty Simpson,QB,Alabama
273,Evan Stewart,WR,Oregon
274,Nate Johnson,EDGE,Missouri
275,DeAndre Moore Jr.,WR,Texas
276,Max Tomzcak,WR,Youngstown State
277,Caleb Douglas,WR,Texas Tech
278,Bryan Thomas Jr.,EDGE,South Carolina
279,Damon Wilson Jr.,EDGE,Missouri
280,Bear Alexander,DL,Oregon
281,John Henry Daley,EDGE,Utah
282,Logan Fano,EDGE,Utah
283,Cole Wisniewski,S,Texas Tech
284,Barion Brown,WR,LSU
285,Knijeah Harris,IOL,Florida
286,Dasan McCullough,EDGE,Nebraska
287,Dane Key,WR,Nebraska
288,Kemari Copeland,DL,Virginia Tech
289,Isaiah Nwokobia,S,SMU
290,Avery Johnson,QB,Kansas State
291,McKale Boley,IOL,Virginia
292,Braelin Moore,IOL,LSU
293,Omar Cooper Jr.,WR,Indiana
294,Calvin Clements,OT,Kansas
295,P.J. Williams,OT,SMU
296,Jackie Marshall,DL,Baylor
297,Greg Johnson,IOL,Minnesota
298,J.C. Davis,OT,Illinois
299,Jalen Catalon,S,Missouri
300,Diego Pounds,OT,Mississippi
301,Kelby Collins,DL,Alabama
302,Monroe Freeling,OT,Georgia
303,Thomas Castellanos,QB,Florida State
304,Ben Murawski,IOL,UConn
305,Jaden Greathouse,WR,Notre Dame
306,Tellek Lockette,IOL,Texas State
307,Thaddeus Dixon,CB,North Carolina
308,BJ Williams,IOL,Pittsburgh
309,Kerry Brown,S,Minnesota
310,Malik Spencer,S,Michigan State
311,Ethan Onianwa,OT,Ohio State
312,Ashton Stamps,CB,LSU
313,Ben Taylor-Whitfield,OT,TCU
314,Jeadyn Lukus,CB,Clemson
315,Giovanni El-Hadi,IOL,Michigan
316,Dorion Strawn,OT,Texas State
317,Wade Woodaz,LB,Clemson
318,Albert Regis,DL,Texas A&M
319,Eli Raridon,TE,Notre Dame
320,Jackson Arnold,QB,Auburn
321,Davin Stoffel,TE,Illinois
322,Samuel Omosigho,LB,Oklahoma
323,Jahiem White,RB,West Virginia
324,Alex Harkey,OT,Oregon
325,Teitum Tuioti,EDGE,Oregon
326,Princewill Umanmielen,EDGE,Mississippi
327,Benjamin Brahmer,TE,Iowa State
328,Jaren Kanak,TE,Oklahoma
329,Trey White,EDGE,San Diego State
330,Riley Williams,TE,Oregon State
331,Rocco Becht,QB,Iowa State
332,Billy Schrauth,IOL,Notre Dame
333,Will Shaffer,LB,Abilene Christian
334,Deven Eastern,DL,Minnesota
335,Braylan Shelby,EDGE,USC
336,Raion Strader,CB,Auburn
337,Connor Tollison,IOL,Missouri
338,Luke Hasz,TE,Mississippi
339,Dylan Edwards,RB,Kansas State
340,Adepoju Adebawore,EDGE,Oklahoma
341,D.J. Hicks,DL,Texas A&M
342,Bryce Boettcher,LB,Oregon
343,Adon Shuler,S,Notre Dame
344,Da'Shawn Womack,EDGE,Mississippi
345,Anthony Donkoh,OT,Penn State
346,Austin Mack,QB,Alabama
347,Jelani Thurman,TE,Ohio State
348,Wendell Moe Jr.,IOL,Tennessee
349,Elliot Washington II,CB,Penn State
350,Isaac Smith,S,Mississippi State
351,Josh Moten,CB,Southern Miss
352,Khalil Barnes,S,Clemson
353,Quinten Joyner,RB,Texas Tech
354,Peyton Bowen,S,Oklahoma
355,Jaiden Ausberry,LB,Notre Dame
356,Cameron Seldon,WR,Virginia Tech
357,Mark Fletcher,RB,Miami (FL)
358,Ka'morreun Pimpton,TE,TCU
359,Cooper Flanagan,TE,Notre Dame
360,Ty Lockwood,TE,Boston College
361,Jaden Rashada,QB,Sacramento State
362,Laurence Seymore,IOL,Western Kentucky
363,Jalil Farooq,WR,Maryland
364,Richard Young,RB,Alabama
365,Caleb Herring,EDGE,Tennessee
366,Jelani McDonald,S,Texas
367,Troy Bowles,LB,Michigan
368,Ethan Davis,TE,Tennessee
369,Jordan Renaud,EDGE,Alabama
370,Elijah Prather,IOL,Troy
371,Joshua Padilla,IOL,Ohio State
372,Mark Gronowski,QB,Iowa
373,Andrew Rappleyea,TE,Penn State
374,Jayden Wayne,EDGE,California
375,Djay Braswell,RB,South Carolina
376,Brandon Henderson,IOL,Illinois
377,Keon Keeley,EDGE,Alabama
378,Lewis Carter,LB,UCF
379,Malachi Nelson,QB,UTEP
380,Jordan Castell,S,Florida
381,Cam Miller,CB,Rutgers
382,Rueben Owens,RB,Texas A&M
383,Alex Birchmeier,IOL,Penn State
384,Cormani McClain,CB,Florida
385,KP Price,S,Boston College
386,Joenel Aguero,S,Georgia
387,Pat Coogan,IOL,Indiana
388,Derion Gullette,EDGE,Mississippi State
389,Grayson Howard,LB,Florida
390,Geimere Latimer,CB,Wisconsin
391,Jaylon Braxton,CB,Mississippi
392,Yhonzae Pierre,EDGE,Alabama
393,Hunter Zambrano,IOL,Texas Tech
394,Dillon Bell,WR,Georgia
395,Jordan Hall,DL,Georgia
396,Malik Hartford,S,Ohio State
397,Deshaun Lee,CB,Iowa
398,Isaiah Horton,WR,Alabama
399,Tausili Akana,LB,BYU
400,Brandon Inniss,WR,Ohio State
401,Vic Burley,DL,Clemson
402,Ta'Mere Robinson,LB,USC
403,Smith Snowden,CB,Utah
404,Jordan Bass,LB,Virginia Tech
405,Stephiylan Green,DL,Clemson
406,Jalen Hale,WR,Alabama
407,Micah Pettus,OT,Florida State
408,Kaleb Jackson,RB,LSU
409,Omar Aigbedion,IOL,Baylor
410,Ayden Williams,WR,Mississippi State
411,Caden Jenkins,CB,Baylor
412,Qua Russaw,EDGE,Alabama
413,Hunter Clegg,EDGE,BYU
414,Jahlil Hurley,CB,Kansas
415,Dametrious Crownover,OT,Texas A&M
416,Ryan Niblett,S,Texas
417,DaKaari Nelson,S,Penn State
418,Ryder Langsdale,OT,Rutgers
419,Bruno Onwuazor,OT,Virginia State
420,Tree Babalade,OT,South Carolina
421,Hykeem Williams,WR,Colorado
422,Keenan Nelson Jr.,S,Ohio State
423,Colton Vasek,EDGE,Texas
424,Teague Andersen,IOL,NC State
425,Collin Sadler,OT,Clemson
426,Collins Acheampong,EDGE,Bowling Green
427,Quinten Christensen,IOL,South Dakota State
428,Daylen Austin,CB,Oregon
429,Raymond Cottrell,WR,West Alabama
430,Hunter Osborne,DL,Virginia
431,Johntay Cook II,WR,Syracuse
432,Carlos Hernandez,WR,Wake Forest
433,J'ven Williams,OT,Penn State
434,Dean Miller,EDGE,Kansas
435,Malachi Coleman,WR,Minnesota
436,Tyree Adams,OT,LSU
437,Joshua Mickens,EDGE,Ohio State
438,Markee Anderson,IOL,South Carolina
439,Skyler Bell,WR,UConn
440,Trevyon Green,OT,North Carolina
441,King Mack,S,Penn State
442,Braylon James,WR,TCU
443,Chimdy Onoh,OT,Penn State
444,Madden Sanker,OT,Louisville
445,Damonic Williams,DL,Oklahoma
446,Jalen Brown,WR,Arkansas
447,Jaxon Howard,EDGE,Minnesota
448,Malik Bryant,EDGE,Miami (FL)
449,Monroe Mills,OT,Virginia
450,Ryan Mosesso,OT,UMass
451,Damari Brown,CB,Miami (FL)
452,Jacarrius Peak,OT,NC State
453,Elijah Paige,OT,USC
454,Randon Fontenette,LB,Vanderbilt
455,Shelton Sampson Jr.,WR,Louisiana-Lafayette
456,Matthew Hibner,TE,SMU
457,Noah Rogers,WR,NC State
458,Jacobe Johnson,CB,Oklahoma
459,Brenan Vernon,DL,Notre Dame
460,Gabe Harris,EDGE,Georgia
461,Samuel Singleton Jr.,RB,Florida State
462,Samson Okunlola,OT,Miami (FL)
463,Jamaal Jarrett,DL,USC
464,Rico Flores,WR,UCLA
465,Jayden Virgin-Morgan,EDGE,Boise State
466,Jontez Williams,CB,Iowa State
467,Xzavier McLeod,DL,Georgia
468,Anthony Evans III,WR,Mississippi State
469,Wilkin Formby,OT,Alabama
470,Declan Duley,P,Central Michigan
471,Luke Montgomery,IOL,Ohio State
472,Cole Martin,CB,UCLA
473,Harris Sewell,IOL,Clemson
474,Robert Stafford,CB,UCLA
475,Clev Lubin,EDGE,Louisville
476,Jurrion Dickey,WR,Oregon
477,Jimarion McCrimon,OT,East Carolina
478,Rodrick Pleasant,CB,UCLA
479,Olaus Alinen,OT,Alabama
480,John Walker,DL,UCF
481,Dijon Johnson,CB,Florida
482,Jaden Keller,LB,Virginia Tech
483,Makari Vickers,CB,Colorado
484,Daevin Hobbs,DL,Tennessee
485,Stanton Ramil,OT,Michigan State
486,Ja'Keem Jackson,CB,LSU
487,Justin Jefferson,LB,Alabama
488,Jager Burton,IOL,Kentucky
489,Antonio Gates Jr.,WR,Michigan State
490,Emmanuel Poku,IOL,East Carolina
491,Desmeal Leigh,OT,Youngstown State
492,Bai Jobe,EDGE,Miami (OH)
493,Mason Murphy,OT,Auburn
494,Jaleel Skinner,TE,Louisville
495,Stanquan Clark,LB,Louisville
496,Samuel Okunlola,EDGE,Colorado
497,Nolan Rucci,OT,Penn State
498,Reid Carrico,LB,West Virginia
499,Elliot Donald,DL,Pittsburgh
500,Jayden Maiava,QB,USC
501,Quency Wiggins,EDGE,Colorado
502,Jake Garcia,QB,Michigan
503,Nate Rutchena,TE,UC Davis
504,Andrew Depaepe,DL,Indiana
505,Aidan Gousby,S,Minnesota
506,T.J. Shanahan,IOL,Penn State
507,George Pettaway,RB,James Madison
508,Latrell McCutchin,CB,Houston
509,Nathan Leacock,WR,North Carolina
510,Wes King,IOL,Wyoming
511,Julian Humphrey,CB,Texas A&M
512,Javien Toviano,S,LSU
513,D.J. Chester,IOL,LSU
514,Jaylen Sneed,LB,Notre Dame
515,Liam Becher,IOL,North Dakota
516,Dezz Ricks,CB,Texas A&M
517,Derek Simmons,OT,Oklahoma
518,Dante Dowdell,RB,Kentucky
519,Christian Alliegro,LB,Wisconsin
520,Evan Tengesdahl,IOL,Cincinnati
521,Will Heldt,EDGE,Clemson
522,Kam Olds,EDGE,Kentucky
523,Kam Shanks,WR,Arkansas
524,Xavier Hill,IOL,Colorado
525,Jameial Lyons,EDGE,Penn State
526,Maurice Westmoreland,EDGE,Tulane
527,Tackett Curtis,LB,Wisconsin
528,Tyler White,P,Texas A&M
529,Alexander Doost,IOL,Arizona
530,Carver Willis,OT,Washington
531,Enow Etta,DL,Michigan
532,Noah Josey,IOL,Virginia
533,Jason Moore,DL,Ohio State
534,Jaybron Harvey,EDGE,North Carolina
535,Benji Gosnell,TE,Virginia Tech
536,Isaiah Brown-Murray,CB,Virginia Tech
537,Toby Payne,TE,Marshall
538,Kylin Jackson,S,TCU
539,Edric Hill,DL,Alabama
540,Jaydon Chatman,OT,Texas
541,Bo Hughley,OT,Georgia
542,Carter Davis,S,Boston College
543,Kam Robinson,LB,Virginia
544,Eric O'Neill,EDGE,Rutgers
545,Desmond Umeozulu,EDGE,South Carolina
546,Jaquaize Pettaway,WR,East Carolina
547,Derek Williams Jr.,S,Texas
548,Kamran James,EDGE,Florida
549,Bravion Rogers,CB,Texas A&M
550,Beau Pribula,QB,Missouri
551,Roderick Robinson II,RB,Georgia
552,Vinny Anthony II,WR,Wisconsin
553,Justin Joly,TE,NC State
554,Arion Carter,LB,Tennessee
555,Jayvon Thomas,CB,Texas A&M
556,Ty Morris,LB,Rice
557,Shamurad Umarov,OT,Tennessee
558,Ian Reed,IOL,Clemson
559,Cordale Russell,WR,Miami (OH)
560,Calvin Simpson-Hunt,CB,Baylor
561,Samuel M'Pemba,EDGE,Texas A&M
562,Lance Mason,TE,Wisconsin
563,Tony Rojas,LB,Penn State
564,Austin Novosad,QB,Oregon
565,Treyaun Webb,RB,Florida
566,Lucas Simmons,OT,Florida State
567,Hudson Kaak,P,Auburn
568,Jarra Anderson,DL,Arizona
569,TJ Guy,EDGE,Michigan
570,David Olano,K,Illinois
571,Phillip Daniels,OT,Ohio State
572,Cole Payton,QB,North Dakota State
573,Palmer Williams,P,Baylor
574,Aidan Flintoft,P,Stanford
575,Jake Eldridge,LS,Rutgers
576,Conor Talty,K,Alabama
577,Chris Johnson Jr.,RB,SMU
578,Gabe Burkle,TE,Iowa State
579,Mikey Matthews,WR,UCLA
580,DJ Harvey,CB,USC
581,Brock Taylor,K,Vanderbilt
582,Jayce Brown,WR,Kansas State
583,London Humphreys,WR,Georgia
584,Peyton Woodring,K,Georgia
585,Tyler Brown,WR,Clemson
586,Kenny Johnson,WR,Pittsburgh
587,Ja'Bril Rawls,S,Florida State
588,Grayson Loftis,QB,Charlotte
589,Sedrick Alexander,RB,Vanderbilt
590,Carl Williams IV,S,Baylor
591,Kaden Feagin,RB,Illinois
592,Alex Kilgore,LB,SMU
593,Joey Schlaffer,TE,Penn State
594,C.J. Donaldson,RB,Ohio State
595,Amare Thomas,WR,Houston
596,Hank Brown,QB,Iowa
597,Evan Link,OT,Michigan
598,A'Marion McCoy,CB,Boise State
599,Isaiah Jatta,OT,BYU
600,Dion Crawford,LB,Buffalo
601,James Durand,IOL,Western Illinois
602,Marcus Ratcliffe,S,Texas A&M
603,Trey Dubuc,LS,New Mexico
604,Jaylen Raynor,QB,Arkansas State
605,Ryder Burns,LS,Southern Miss
606,Chandavian Bradley,EDGE,Oklahoma State
607,Tony Mitchell,S,Mississippi State
608,Denver Harris,CB,UNLV
609,Gabriel Brownlow-Dindy,DL,South Carolina
610,Zach Rice,IOL,Syracuse
611,Collin Wright,CB,Stanford
612,Jeremiah Alexander,EDGE,Clemson
613,Chris Marshall,WR,Boise State
614,Conner Weigman,QB,Houston
615,Jaheim Singletary,CB,Arkansas
616,Kendrick Law,WR,Kentucky
617,C.J. Hicks,EDGE,Ohio State
618,Travis Shaw,DL,Texas
619,TreVonte Citizen,RB,McNeese State
620,Tegra Tshabola,IOL,Ohio State
621,Nick Evers,QB,UConn
622,Julian Armella,IOL,UCLA
623,Donovan Green,TE,LSU
624,Jacob Sexton,OT,Oklahoma
625,Andre Greene Jr.,WR,Virginia
626,Jacoby Mathews,S,Auburn
627,Gentry Williams,CB,Oklahoma
628,Jyaire Brown,CB,UCF
629,Holden Staes,TE,Indiana
630,Kaden Helms,TE,Oklahoma
631,Neto Umeozulu,IOL,Texas
632,Branson Robinson,RB,Georgia State
633,Talyn Shettron,WR,Oklahoma State
634,Jaylon Glover,RB,UNLV
635,Jamari Lyons,DL,Florida
636,Jacob Thomas,S,James Madison
637,J.Q. Hardaway,CB,Kentucky
638,Griffin Wilde,WR,Northwestern
639,Khurtiss Perry,DL,Jacksonville State
640,Patrick Kutas,IOL,Mississippi
641,A.J. Swann,QB,Appalachian State
642,Kaden Saunders,WR,Penn State
643,Maalik Murphy,QB,Oregon State
644,Devin Brown,QB,California
645,Walker Howard,QB,Louisiana-Lafayette
646,Justice Finkley,EDGE,Kansas
647,Jack Pedersen,TE,UCLA
648,Toriano Pride,CB,Missouri
649,Tobias Merriweather,WR,Utah
650,Jordan Hudson,WR,SMU
651,Devin Moore,CB,Florida
652,Kamari Wilson,S,Memphis
653,Emar'rion Winston,EDGE,Baylor
654,Dayne Shor,OT,Akron
655,Raleek Brown,RB,Arizona State
656,Malick Sylla,EDGE,Mississippi State
657,Jayden Gibson,WR,Oklahoma
658,Joe Brunner,IOL,Wisconsin
659,Jeremiah Cooper,S,Iowa State
660,Kyion Grayes,WR,California
661,Shawn Murphy,LB,South Carolina
662,Earl Little II,CB,Florida State
663,Amari Niblack,TE,Texas A&M
664,Kaleb Brown,WR,UAB
665,Popeye Williams,EDGE,Western Michigan
666,Dallan Hayden,RB,Colorado
667,Nyjalik Kelly,EDGE,UCF
668,Jaylon Guilbeau,CB,Texas
669,Robert Spears-Jennings,S,Oklahoma
670,Kevin Coleman Jr.,WR,Missouri
671,Brian Parker II,OT,Duke
672,Gunner Stockton,QB,Georgia
673,M.J. Morris,QB,Coastal Carolina
674,Ernest Hausmann,LB,Michigan
675,Bryce Anderson,S,Texas A&M
676,Wesley Bissainthe,LB,Miami (FL)
677,Braylin Presley,WR,Tulsa
678,Cole Hutson,IOL,Texas
679,Gavin Sawchuk,RB,Florida State
680,Kobe Prentice,WR,Baylor
681,Jameson Geers,TE,Minnesota
682,Keaten Wade,EDGE,Colorado
683,Adam Randall,RB,Clemson
684,Zion Branch,S,Georgia
685,Brendan Sorsby,QB,Cincinnati
686,Devon Jackson,LB,Oregon
687,Darris Smith,EDGE,Missouri
688,Omari Abor,EDGE,SMU
689,Enai White,EDGE,Penn State
690,Carson Hinzman,IOL,Ohio State
691,Jacolby Spells,CB,West Virginia
692,Jake Johnson,TE,North Carolina
693,Zavion Thomas,WR,LSU
694,Kam Dewberry,IOL,Alabama
695,Noah Fifita,QB,Arizona
696,C.J. Williams,WR,Stanford
697,Jordan Dwyer,WR,TCU
698,Savion Red,RB,Sacramento State
699,Squirrel White,WR,Florida State
700,Jalen Huskey,CB,Maryland
701,Rene Konga,DL,Louisville
702,Jayden McGowan,WR,Charlotte
703,Dean Connors,RB,Houston
704,Van Wells,IOL,Oregon State
705,Pichon Wimbley,IOL,Georgia Southern
706,Kyron Barnes,OT,Nicholls
707,Logan Parr,IOL,SMU
708,Owen McCown,QB,UTSA
709,Josh Kattus,TE,Kentucky
710,D.Q. Smith,S,South Carolina
711,Amari Jackson,CB,Boston College
712,Carsen Ryan,TE,BYU
713,Eddie Kelly,DL,West Virginia
714,Jaron Glover,WR,Mississippi State
