State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Texas,272,13,55
Ohio,263,9,32
Georgia,247,6,26
Alabama,204,7,28
Michigan,202,6,29
California,150,7,40
Pennsylvania,148,5,19
Iowa,124,3,18
Florida,123,8,31
Oklahoma,123,3,25
North Carolina,122,10,36
Indiana,117,5,24
Louisiana,108,7,21
Mississippi,104,4,20
South Carolina,97,4,19
Washington,82,3,11
Kentucky,81,3,14
Virginia,79,5,20
Tennessee,70,5,13
Utah,57,4,14
Oregon,55,2,11
Minnesota,46,1,9
Arkansas,46,2,8
Massachusetts,45,5,12
Wisconsin,40,1,10
Arizona,38,2,11
North Dakota,33,2,5
Nebraska,31,1,7
Missouri,27,5,11
Colorado,27,4,8
Illinois,25,3,14
Nevada,25,2,5
Connecticut,24,3,4
Wyoming,21,1,2
Maryland,18,2,4
Idaho,17,3,7
South Dakota,12,2,6
Montana,12,2,3
New Jersey,11,1,5
Kansas,6,3,5
New York,6,3,5
West Virginia,5,2,5
Rhode Island,5,1,1
Hawaii,1,1,1
Ontario,1,1,1
Germany,1,1,1
