State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Alabama,312,6,39
Ohio,276,3,24
Texas,239,10,42
Georgia,200,3,21
South Carolina,187,4,32
California,167,7,34
Indiana,161,4,22
Oklahoma,143,3,25
Florida,139,6,30
Iowa,131,3,15
Mississippi,113,4,16
Washington,113,2,10
North Carolina,105,6,16
Pennsylvania,93,2,15
Michigan,90,4,16
Louisiana,77,5,14
Arkansas,73,1,8
Virginia,72,3,14
Oregon,69,2,11
Kentucky,58,3,13
Nevada,48,1,5
Arizona,42,1,8
Utah,38,3,8
Massachusetts,37,1,6
Illinois,32,2,4
Tennessee,31,4,11
Minnesota,28,1,6
Wisconsin,25,1,6
Missouri,17,2,7
West Virginia,14,2,4
Colorado,13,2,3
New York,11,2,5
New Jersey,11,1,4
Maryland,10,2,5
Idaho,10,1,1
Connecticut,8,1,1
Nebraska,4,1,2
North Dakota,2,1,1
Wyoming,1,1,1
Hawaii,1,1,1
