State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Ohio,282,5,35
Alabama,261,5,38
Texas,238,11,50
Georgia,224,2,24
Michigan,173,4,26
California,167,7,41
Pennsylvania,156,2,22
Indiana,151,4,23
Iowa,136,3,21
Florida,135,7,30
South Carolina,133,4,31
Mississippi,132,4,19
North Carolina,120,7,23
Oklahoma,101,3,28
Washington,97,2,12
Louisiana,85,7,22
Kentucky,82,3,17
Virginia,72,3,19
Oregon,64,2,12
Arkansas,63,1,8
Utah,51,4,9
Massachusetts,42,1,7
Nevada,40,1,5
Tennessee,32,4,13
Arizona,32,1,8
Minnesota,31,1,6
Illinois,28,2,6
Wisconsin,23,1,7
Colorado,22,2,3
Missouri,21,2,7
Nebraska,19,1,4
North Dakota,13,1,4
Maryland,12,2,6
Connecticut,11,1,2
Idaho,10,1,1
Wyoming,10,1,1
West Virginia,8,2,4
New York,7,3,6
New Jersey,7,1,3
South Dakota,7,1,1
Rhode Island,2,1,1
Montana,1,1,1
Hawaii,1,1,1
