State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Ohio,285,5,34
Alabama,265,5,34
Texas,251,10,49
Georgia,217,2,23
Michigan,184,4,29
California,172,7,40
Pennsylvania,154,3,20
Indiana,145,4,22
Florida,134,8,28
South Carolina,129,4,29
Iowa,127,3,20
Mississippi,127,4,19
North Carolina,112,7,22
Oklahoma,105,3,27
Washington,97,2,12
Louisiana,93,6,22
Kentucky,87,3,15
Virginia,74,3,20
Oregon,67,2,12
Utah,51,4,10
Arkansas,45,1,5
Tennessee,38,4,13
Nevada,38,1,4
Arizona,32,1,8
Massachusetts,31,1,6
Minnesota,25,1,5
Wisconsin,24,1,7
Colorado,23,2,4
Nebraska,23,1,4
Missouri,20,2,7
Illinois,16,3,7
Connecticut,16,1,2
North Dakota,12,2,4
New York,11,3,6
Wyoming,11,1,2
Idaho,10,1,1
West Virginia,9,2,4
New Jersey,8,1,4
South Dakota,7,1,2
Maryland,3,2,3
Montana,2,1,1
Rhode Island,2,1,1
Kansas,1,1,1
Hawaii,1,1,1
