2024-09-15,65,Georgia,229,19
2024-10-04,65,Georgia,224,19
2024-12-15,81,Georgia,226,21
2025-01-02,95,Georgia,210,21
2025-02-03,96,Georgia,227,25
2025-03-03,118,Georgia,281,29
2025-04-26,118,Alabama,228,32
2025-05-01,119,Clemson,220,21
2025-05-07,119,Clemson,220,21
2025-05-18,119,Clemson,224,21
2025-05-23,119,Clemson,224,21
2025-06-03,122,Clemson,231,22
2025-09-01,130,Alabama,204,34
