State,ProjectedPoints,NumberOfSchools,NumberOfProspects
Texas,366,15,119
Ohio,302,6,50
Georgia,212,4,38
Florida,201,8,84
Michigan,190,4,31
Alabama,180,6,43
Louisiana,162,6,33
Mississippi,148,3,29
Oregon,144,2,29
Pennsylvania,137,4,28
South Carolina,136,4,37
Indiana,120,4,35
California,109,8,45
North Carolina,104,9,40
Iowa,99,3,24
Arizona,97,2,19
Colorado,95,3,18
Kentucky,92,3,27
Oklahoma,88,3,37
Virginia,79,5,30
Tennessee,77,3,25
West Virginia,58,2,15
Missouri,55,1,14
Minnesota,50,1,8
Arkansas,47,3,18
Utah,45,3,24
Kansas,42,2,16
Idaho,38,1,4
Illinois,31,3,14
Massachusetts,30,3,11
Maryland,28,2,10
New York,24,1,10
Nebraska,22,1,14
Wisconsin,20,1,11
Washington,18,2,12
New Jersey,18,1,8
North Dakota,15,1,1
Nevada,14,2,5
Connecticut,8,1,4
Wyoming,6,1,2
Washington DC,5,1,1
Montana,2,1,2
Delaware,1,1,1
Vermont,1,1,1
South Dakota,1,1,1
Hawaii,1,1,1
