Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Jalen Carter,Georgia,DL,2023-02-26,1,CHICAGO BEARS,Georgia,SEC,35
2,1,Will Anderson Jr.,Alabama,EDGE,2023-02-26,3,ARIZONA CARDINALS,Alabama,SEC,35
3,1,Bryce Young,Alabama,QB,2023-02-26,2,HOUSTON TEXANS,Alabama,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2023-02-26,4,INDIANAPOLIS COLTS,Ohio,Big Ten,35
5,4,Myles Murphy,Clemson,EDGE,2023-02-26,8,ATLANTA FALCONS,South Carolina,ACC,35
6,5,Will Levis,Kentucky,QB,2023-02-26,7,LAS VEGAS RAIDERS,Kentucky,SEC,35
7,6,Christian Gonzalez,Oregon,CB,2023-02-26,10,PHILADELPHIA EAGLES,Oregon,Pac 12,35
8,3,Tyree Wilson,Texas Tech,EDGE,2023-02-26,5,SEATTLE SEAHAWKS,Texas,Big 12,35
9,9,Devon Witherspoon,Illinois,CB,2023-02-26,6,DETROIT LIONS,Illinois,Big Ten,35
10,6,Joey Porter Jr.,Penn State,CB,2023-02-26,16,WASHINGTON COMMANDERS,Pennsylvania,Big Ten,35
11,4,Paris Johnson Jr.,Ohio State,OT,2023-02-26,13,NEW YORK JETS,Ohio,Big Ten,30
12,4,Peter Skoronski,Northwestern,OT,2023-02-26,11,TENNESSEE TITANS,Illinois,Big Ten,30
13,7,Quentin Johnston,TCU,WR,2023-02-26,12,HOUSTON TEXANS,Texas,Big 12,30
14,3,Bijan Robinson,Texas,RB,2023-02-26,27,BUFFALO BILLS,Texas,Big 12,30
15,14,Anthony Richardson,Florida,QB,2023-02-26,9,CAROLINA PANTHERS,Florida,SEC,30
16,8,Jordan Addison,USC,WR,2023-02-26,14,NEW ENGLAND PATRIOTS,California,Pac 12,30
17,11,Brian Branch,Alabama,S,2023-02-26,19,TAMPA BAY BUCCANEERS,Alabama,SEC,30
18,10,Michael Mayer,Notre Dame,TE,2023-02-26,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
19,14,Broderick Jones,Georgia,OT,2023-02-26,17,PITTSBURGH STEELERS,Georgia,SEC,30
20,4,Jaxon Smith-Njigba,Ohio State,WR,2023-02-26,22,BALTIMORE RAVENS,Ohio,Big Ten,30
21,2,Bryan Bresee,Clemson,DL,2023-02-26,18,DETROIT LIONS,South Carolina,ACC,30
22,9,Cam Smith,South Carolina,CB,2023-02-26,26,DALLAS COWBOYS,South Carolina,SEC,30
23,23,Lukas Van Ness,Iowa,EDGE,2023-02-26,First Round,,Iowa,Big Ten,30
24,20,O'Cyrus Torrence,Florida,IOL,2023-02-26,20,SEATTLE SEAHAWKS,Florida,SEC,30
25,4,Kelee Ringo,Georgia,CB,2023-02-26,32,PITTSBURGH STEELERS,Georgia,SEC,30
26,16,Trenton Simpson,Clemson,LB,2023-02-26,33,HOUSTON TEXANS,South Carolina,ACC,25
27,26,Jalin Hyatt,Tennessee,WR,2023-02-26,25,NEW YORK GIANTS,Tennessee,SEC,25
28,28,Zay Flowers,Boston College,WR,2023-02-26,21,LOS ANGELES CHARGERS,Massachusetts,ACC,25
29,20,Jahmyr Gibbs,Alabama,RB,2023-02-26,30,PHILADELPHIA EAGLES,Alabama,SEC,25
30,17,Nolan Smith,Georgia,EDGE,2023-02-26,34,ARIZONA CARDINALS,Georgia,SEC,25
31,31,Dalton Kincaid,Utah,TE,2023-02-26,24,JACKSONVILLE JAGUARS,Utah,Pac 12,25
32,30,Drew Sanders,Arkansas,LB,2023-02-26,First Round,,Arkansas,SEC,25
33,30,Anton Harrison,Oklahoma,OT,2023-02-26,28,CINCINNATI BENGALS,Oklahoma,Big 12,25
34,30,Emmanuel Forbes,Mississippi State,CB,2023-02-26,23,MINNESOTA VIKINGS,Mississippi,SEC,25
35,19,Antonio Johnson,Texas A&M,S,2023-02-26,First Round,,Texas,SEC,25
36,23,Darnell Washington,Georgia,TE,2023-02-26,41,TENNESSEE TITANS,Georgia,SEC,20
37,11,Isaiah Foskey,Notre Dame,EDGE,2023-02-26,60,CINCINNATI BENGALS,Indiana,FBS - Independent,20
38,20,B.J. Ojulari,LSU,EDGE,2023-02-26,54,LOS ANGELES CHARGERS,Louisiana,SEC,20
39,38,Luke Musgrave,Oregon State,TE,2023-02-26,40,NEW ORLEANS SAINTS,Oregon,Pac 12,20
40,40,Deonte Banks,Maryland,CB,2023-02-26,44,ATLANTA FALCONS,Maryland,Big Ten,20
41,25,Clark Phillips III,Utah,CB,2023-02-26,37,SEATTLE SEAHAWKS,Utah,Pac 12,20
42,42,Calijah Kancey,Pitt,DL,2023-02-26,29,NEW ORLEANS SAINTS,Pennsylvania,ACC,20
43,32,Siaki Ika,Baylor,DL,2023-02-26,42,CLEVELAND BROWNS,Texas,Big 12,20
44,27,Dawand Jones,Ohio State,OT,2023-02-26,31,KANSAS CITY CHIEFS,Ohio,Big Ten,20
45,41,Keion White,Georgia Tech,EDGE,2023-02-26,First Round,,Georgia,ACC,20
46,27,Josh Downs,North Carolina,WR,2023-02-26,39,CAROLINA PANTHERS,North Carolina,ACC,20
47,39,Darnell Wright,Tennessee,OT,2023-02-26,35,INDIANAPOLIS COLTS,Tennessee,SEC,20
48,42,John Michael Schmitz,Minnesota,IOL,2023-02-26,43,NEW YORK JETS,Minnesota,Big Ten,20
49,29,Felix Anudike-Uzomah,Kansas State,EDGE,2023-02-26,62,PHILADELPHIA EAGLES,Kansas,Big 12,20
50,26,Derick Hall,Auburn,EDGE,2023-02-26,36,LOS ANGELES RAMS,Alabama,SEC,20
51,51,Will McDonald IV,Iowa State,EDGE,2023-02-26,First Round,,Iowa,Big 12,20
52,35,Tuli Tuipulotu,USC,DL,2023-02-26,56,JACKSONVILLE JAGUARS,California,Pac 12,20
53,43,Cody Mauch,North Dakota State,IOL,2023-02-26,38,LAS VEGAS RAIDERS,North Dakota,FCS,20
54,43,Mazi Smith,Michigan,DL,2023-02-26,48,DETROIT LIONS,Michigan,Big Ten,20
55,22,Kayshon Boutte,LSU,WR,2023-02-26,First Round,,Louisiana,SEC,20
56,52,Keeanu Benton,Wisconsin,DL,2023-02-26,52,SEATTLE SEAHAWKS,Wisconsin,Big Ten,20
57,51,Tyrique Stevenson,Miami (FL),CB,2023-02-26,50,TAMPA BAY BUCCANEERS,Florida,ACC,20
58,46,Devon Achane,Texas A&M,RB,2023-02-26,59,BUFFALO BILLS,Texas,SEC,20
59,25,Gervon Dexter,Florida,DL,2023-02-26,First Round,,Florida,SEC,20
60,25,Noah Sewell,Oregon,LB,2023-02-26,61,CAROLINA PANTHERS,Oregon,Pac 12,15
61,47,Zach Charbonnet,UCLA,RB,2023-02-26,First Round,,California,Pac 12,15
62,47,Matthew Bergeron,Syracuse,OT,2023-02-26,53,CHICAGO BEARS,New York,ACC,15
63,53,Tucker Kraft,South Dakota State,TE,2023-02-26,51,MIAMI DOLPHINS,South Dakota,FCS,15
64,20,Andre Carter II,Army,EDGE,2023-02-26,First Round,,Kansas,FBS - Independent,15
