Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,C.J. Stroud,Ohio State,QB,2023-02-04,7,LAS VEGAS RAIDERS,Ohio,Big Ten,35
2,1,Jalen Carter,Georgia,DL,2023-02-04,1,CHICAGO BEARS,Georgia,SEC,35
3,1,Will Anderson Jr.,Alabama,EDGE,2023-02-04,3,ARIZONA CARDINALS,Alabama,SEC,35
4,1,Bryce Young,Alabama,QB,2023-02-04,2,HOUSTON TEXANS,Alabama,SEC,35
5,5,Tyree Wilson,Texas Tech,EDGE,2023-02-04,5,SEATTLE SEAHAWKS,Texas,Big 12,35
6,5,Will Levis,Kentucky,QB,2023-02-04,4,INDIANAPOLIS COLTS,Kentucky,SEC,35
7,4,Myles Murphy,Clemson,EDGE,2023-02-04,8,ATLANTA FALCONS,South Carolina,ACC,35
8,8,Christian Gonzalez,Oregon,CB,2023-02-04,6,DETROIT LIONS,Oregon,Pac 12,35
9,5,Joey Porter Jr.,Penn State,CB,2023-02-04,10,PHILADELPHIA EAGLES,Pennsylvania,Big Ten,35
10,4,Paris Johnson Jr.,Ohio State,OT,2023-02-04,11,TENNESSEE TITANS,Ohio,Big Ten,35
11,6,Peter Skoronski,Northwestern,OT,2023-02-04,13,NEW YORK JETS,Illinois,Big Ten,30
12,7,Quentin Johnston,TCU,WR,2023-02-04,12,HOUSTON TEXANS,Texas,Big 12,30
13,8,Jordan Addison,USC,WR,2023-02-04,45,GREEN BAY PACKERS,California,Pac 12,30
14,4,Bryan Bresee,Clemson,DL,2023-02-04,18,DETROIT LIONS,South Carolina,ACC,30
15,10,Anthony Richardson,Florida,QB,2023-02-04,9,CAROLINA PANTHERS,Florida,SEC,30
16,16,Devon Witherspoon,Illinois,CB,2023-02-04,14,NEW ENGLAND PATRIOTS,Illinois,Big Ten,30
17,16,Brian Branch,Alabama,S,2023-02-04,19,TAMPA BAY BUCCANEERS,Alabama,SEC,30
18,12,Michael Mayer,Notre Dame,TE,2023-02-04,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
19,9,Cam Smith,South Carolina,CB,2023-02-04,23,MINNESOTA VIKINGS,South Carolina,SEC,30
20,6,Bijan Robinson,Texas,RB,2023-02-04,27,BUFFALO BILLS,Texas,Big 12,30
21,14,Broderick Jones,Georgia,OT,2023-02-04,49,PITTSBURGH STEELERS,Georgia,SEC,30
22,4,Jaxon Smith-Njigba,Ohio State,WR,2023-02-04,25,NEW YORK GIANTS,Ohio,Big Ten,30
23,5,Kelee Ringo,Georgia,CB,2023-02-04,17,PITTSBURGH STEELERS,Georgia,SEC,30
24,20,O'Cyrus Torrence,Florida,IOL,2023-02-04,16,WASHINGTON COMMANDERS,Florida,SEC,30
25,14,Trenton Simpson,Clemson,LB,2023-02-04,26,DALLAS COWBOYS,South Carolina,ACC,30
26,26,Lukas Van Ness,Iowa,EDGE,2023-02-04,20,SEATTLE SEAHAWKS,Iowa,Big Ten,25
