Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Jalen Carter,Georgia,DL,2022-08-29,5,NEW YORK JETS,Georgia,SEC,35
2,1,Bryce Young,Alabama,QB,2022-08-29,3,SEATTLE SEAHAWKS,Alabama,SEC,35
3,1,Will Anderson Jr.,Alabama,EDGE,2022-08-29,1,ATLANTA FALCONS,Alabama,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2022-08-29,2,HOUSTON TEXANS,Ohio,Big Ten,35
5,3,Myles Murphy,Clemson,EDGE,2022-08-29,15,LAS VEGAS RAIDERS,South Carolina,ACC,35
6,4,Jaxon Smith-Njigba,Ohio State,WR,2022-08-29,4,CHICAGO BEARS,Ohio,Big Ten,35
7,2,Kayshon Boutte,LSU,WR,2022-08-29,7,JACKSONVILLE JAGUARS,Louisiana,SEC,35
8,1,Bijan Robinson,Texas,RB,2022-08-29,18,PHILADELPHIA EAGLES,Texas,Big 12,35
9,5,Bryan Bresee,Clemson,DL,2022-08-29,13,MINNESOTA VIKINGS,South Carolina,ACC,35
10,6,Kelee Ringo,Georgia,CB,2022-08-29,9,NEW YORK GIANTS,Georgia,SEC,35
11,9,Michael Mayer,Notre Dame,TE,2022-08-29,17,TENNESSEE TITANS,Indiana,FBS - Independent,30
12,4,Paris Johnson Jr.,Ohio State,OT,2022-08-29,11,PITTSBURGH STEELERS,Ohio,Big Ten,30
13,5,Will Levis,Kentucky,QB,2022-08-29,First Round,,Kentucky,SEC,30
14,8,Isaiah Foskey,Notre Dame,EDGE,2022-08-29,First Round,,Indiana,FBS - Independent,30
15,6,Jordan Addison,USC,WR,2022-08-29,14,HOUSTON TEXANS,California,Pac 12,30
16,3,Noah Sewell,Oregon,LB,2022-08-29,12,PHILADELPHIA EAGLES,Oregon,Pac 12,30
17,13,Peter Skoronski,Northwestern,OT,2022-08-29,First Round,,Illinois,Big Ten,30
18,7,Eli Ricks,Alabama,CB,2022-08-29,20,ARIZONA CARDINALS,Alabama,SEC,30
19,16,Cam Smith,South Carolina,CB,2022-08-29,16,NEW ENGLAND PATRIOTS,South Carolina,SEC,30
20,18,Quentin Johnston,TCU,WR,2022-08-29,19,BALTIMORE RAVENS,Texas,Big 12,30
21,1,Trenton Simpson,Clemson,LB,2022-08-29,27,DETROIT LIONS,South Carolina,ACC,30
22,12,Antonio Johnson,Texas A&M,S,2022-08-29,10,WASHINGTON COMMANDERS,Texas,SEC,30
23,17,Anthony Richardson,Florida,QB,2022-08-29,First Round,,Florida,SEC,30
24,6,Nolan Smith,Georgia,EDGE,2022-08-29,8,CAROLINA PANTHERS,Georgia,SEC,30
25,17,Joey Porter Jr.,Penn State,CB,2022-08-29,First Round,,Pennsylvania,Big Ten,30
26,22,Jordan Battle,Alabama,S,2022-08-29,31,BUFFALO BILLS,Alabama,SEC,25
27,21,Jahmyr Gibbs,Alabama,RB,2022-08-29,First Round,,Alabama,SEC,25
28,27,Jermaine Burton,Alabama,WR,2022-08-29,33,HOUSTON TEXANS,Alabama,SEC,25
29,28,J.L. Skinner,Boise State,S,2022-08-29,First Round,,Idaho,FBS - Mountain West,25
30,16,Brandon Joseph,Notre Dame,S,2022-08-29,First Round,,Indiana,FBS - Independent,25
31,10,Tyler Van Dyke,Miami (FL),QB,2022-08-29,First Round,,Florida,ACC,25
32,18,Clark Phillips III,Utah,CB,2022-08-29,First Round,,Utah,Pac 12,25
33,5,B.J. Ojulari,LSU,EDGE,2022-08-29,25,DALLAS COWBOYS,Louisiana,SEC,25
34,28,Arik Gilbert,Georgia,TE,2022-08-29,30,TAMPA BAY BUCCANEERS,Georgia,SEC,25
35,16,Jalen Catalon,Arkansas,S,2022-08-29,36,NEW YORK JETS,Arkansas,SEC,25
36,22,Felix Anudike-Uzomah,Kansas State,EDGE,2022-08-29,First Round,,Kansas,Big 12,20
37,27,Gervon Dexter,Florida,DL,2022-08-29,First Round,,Florida,SEC,20
38,25,Henry To'oto'o,Alabama,LB,2022-08-29,49,TENNESSEE TITANS,Alabama,SEC,20
39,28,Zach Evans,Ole Miss,RB,2022-08-29,First Round,,Mississippi,SEC,20
40,14,Josh Downs,North Carolina,WR,2022-08-29,First Round,,North Carolina,ACC,20
41,41,Siaki Ika,Baylor,DL,2022-08-29,22,LOS ANGELES CHARGERS,Texas,Big 12,20
42,28,Garrett Williams,Syracuse,CB,2022-08-29,46,LAS VEGAS RAIDERS,New York,ACC,20
43,43,Jaelyn Duncan,Maryland,OT,2022-08-29,21,SEATTLE SEAHAWKS,Maryland,Big Ten,20
44,26,Will McDonald IV,Iowa State,DL,2022-08-29,First Round,,Iowa,Big 12,20
45,38,Tank Bigsby,Auburn,RB,2022-08-29,First Round,,Alabama,SEC,20
46,46,Andre Carter II,Army,EDGE,2022-08-29,First Round,,Kansas,FBS - Independent,20
47,24,Zach Harrison,Ohio State,EDGE,2022-08-29,First Round,,Ohio,Big Ten,20
48,36,Kyu Blu Kelly,Stanford,CB,2022-08-29,First Round,,California,Pac 12,20
49,42,Parker Washington,Penn State,WR,2022-08-29,First Round,,Pennsylvania,Big Ten,20
50,37,Andrew Vorhees,USC,IOL,2022-08-29,26,CINCINNATI BENGALS,California,Pac 12,20
51,38,Broderick Jones,Georgia,OT,2022-08-29,23,MIAMI DOLPHINS,Georgia,SEC,20
52,22,Malachi Moore,Alabama,S,2022-08-29,First Round,,Alabama,SEC,20
53,36,Tanner McKee,Stanford,QB,2022-08-29,First Round,,California,Pac 12,20
54,21,Marvin Mims,Oklahoma,WR,2022-08-29,First Round,,Oklahoma,Big 12,20
55,36,Dawand Jones,Ohio State,OT,2022-08-29,First Round,,Ohio,Big Ten,20
56,55,Devon Achane,Texas A&M,RB,2022-08-29,First Round,,Texas,SEC,20
57,18,Zion Nelson,Miami (FL),OT,2022-08-29,First Round,,Florida,ACC,20
58,31,Sean Tucker,Syracuse,RB,2022-08-29,First Round,,New York,ACC,20
59,29,Zacch Pickens,South Carolina,DL,2022-08-29,First Round,,South Carolina,SEC,20
60,32,Rakim Jarrett,Maryland,WR,2022-08-29,First Round,,Maryland,Big Ten,15
61,26,Tre'Vius Hodges-Tomlinson,TCU,CB,2022-08-29,First Round,,Texas,Big 12,15
62,33,Robert Scott Jr.,Florida State,OT,2022-08-29,First Round,,Florida,ACC,15
63,33,Jaquelin Roy,LSU,DL,2022-08-29,First Round,,Louisiana,SEC,15
64,46,Tyree Wilson,Texas Tech,DL,2022-08-29,First Round,,Texas,Big 12,15
65,50,Brian Branch,Alabama,S,2022-08-29,,,Alabama,SEC,15
66,20,Zion Tupuola-Fetui,Washington,EDGE,2022-08-29,,,Washington,Pac 12,15
67,20,Derick Hall,Auburn,EDGE,2022-08-29,,,Alabama,SEC,15
68,60,Christian Gonzalez,Oregon,CB,2022-08-29,29,KANSAS CITY CHIEFS,Oregon,Pac 12,15
69,28,Anton Harrison,Oklahoma,OT,2022-08-29,,,Oklahoma,Big 12,15
70,32,Blake Freeland,BYU,OT,2022-08-29,,,Utah,FBS - Independent,15
71,22,Dontay Demus Jr.,Maryland,WR,2022-08-29,28,GREEN BAY PACKERS,Maryland,Big Ten,10
72,71,Emmanuel Forbes,Mississippi State,CB,2022-08-29,,,Mississippi,SEC,10
73,38,Jaheim Bell,South Carolina,TE,2022-08-29,61,KANSAS CITY CHIEFS,South Carolina,SEC,10
74,31,Devin Leary,NC State,QB,2022-08-29,6,DETROIT LIONS,North Carolina,ACC,10
75,75,Mazi Smith,Michigan,DL,2022-08-29,,,Michigan,Big Ten,10
76,55,Tyler Davis,Clemson,DL,2022-08-29,,,South Carolina,ACC,10
77,38,Sam LaPorta,Iowa,TE,2022-08-29,,,Iowa,Big Ten,10
78,65,Sedrick Van Pran,Georgia,IOL,2022-08-29,,,Georgia,SEC,10
