Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,C.J. Stroud,Ohio State,QB,2022-05-23,First Round,,Ohio,Big Ten,35
2,2,Bryce Young,Alabama,QB,2022-05-23,1,ATLANTA FALCONS,Alabama,SEC,35
3,2,Will Anderson Jr.,Alabama,EDGE,2022-05-23,First Round,,Alabama,SEC,35
4,4,Jalen Carter,Georgia,DL,2022-05-23,First Round,,Georgia,SEC,35
5,4,Jaxon Smith-Njigba,Ohio State,WR,2022-05-23,6,JACKSONVILLE JAGUARS,Ohio,Big Ten,35
6,5,Bryan Bresee,Clemson,DL,2022-05-23,4,SEATTLE SEAHAWKS,South Carolina,ACC,35
7,6,Kelee Ringo,Georgia,CB,2022-05-23,First Round,,Georgia,SEC,35
8,8,Kayshon Boutte,LSU,WR,2022-05-23,8,CHICAGO BEARS,Louisiana,SEC,35
9,1,Bijan Robinson,Texas,RB,2022-05-23,15,MIAMI DOLPHINS,Texas,Big 12,35
10,3,Eli Ricks,Alabama,CB,2022-05-23,9,NEW YORK GIANTS,Alabama,SEC,35
11,7,Myles Murphy,Clemson,EDGE,2022-05-23,7,CAROLINA PANTHERS,South Carolina,ACC,30
12,10,Michael Mayer,Notre Dame,TE,2022-05-23,10,WASHINGTON COMMANDERS,Indiana,FBS - Independent,30
13,4,Jordan Addison,USC,WR,2022-05-23,12,MINNESOTA VIKINGS,California,Pac 12,30
14,9,Paris Johnson Jr.,Ohio State,OT,2022-05-23,First Round,,Ohio,Big Ten,30
15,6,Noah Sewell,Oregon,LB,2022-05-23,28,DETROIT LIONS,Oregon,Pac 12,30
16,11,Nolan Smith,Georgia,EDGE,2022-05-23,14,LAS VEGAS RAIDERS,Georgia,SEC,30
17,1,B.J. Ojulari,LSU,EDGE,2022-05-23,First Round,,Louisiana,SEC,30
18,10,Peter Skoronski,Northwestern,OT,2022-05-23,5,NEW YORK JETS,Illinois,Big Ten,30
19,13,Trenton Simpson,Clemson,LB,2022-05-23,31,TAMPA BAY BUCCANEERS,South Carolina,ACC,30
20,7,Will Levis,Kentucky,QB,2022-05-23,3,DETROIT LIONS,Kentucky,SEC,30
21,20,Joey Porter Jr.,Penn State,CB,2022-05-23,First Round,,Pennsylvania,Big Ten,30
22,5,Jahmyr Gibbs,Alabama,RB,2022-05-23,18,HOUSTON TEXANS,Alabama,SEC,30
23,6,Tyler Van Dyke,Miami (FL),QB,2022-05-23,22,SEATTLE SEAHAWKS,Florida,ACC,30
24,18,Isaiah Foskey,Notre Dame,EDGE,2022-05-23,24,MIAMI DOLPHINS,Indiana,FBS - Independent,30
25,21,Malachi Moore,Alabama,S,2022-05-23,16,NEW ENGLAND PATRIOTS,Alabama,SEC,30
26,21,Brandon Joseph,Notre Dame,S,2022-05-23,First Round,,Indiana,FBS - Independent,25
27,22,Jordan Battle,Alabama,S,2022-05-23,19,PHILADELPHIA EAGLES,Alabama,SEC,25
28,23,Spencer Rattler,South Carolina,QB,2022-05-23,First Round,,South Carolina,SEC,25
29,29,Cam Smith,South Carolina,CB,2022-05-23,13,PHILADELPHIA EAGLES,South Carolina,SEC,25
30,23,Marvin Mims,Oklahoma,WR,2022-05-23,First Round,,Oklahoma,Big 12,25
31,22,Phil Jurkovec,Boston College,QB,2022-05-23,First Round,,Massachusetts,ACC,25
32,32,Anthony Richardson,Florida,QB,2022-05-23,First Round,,Florida,SEC,25
33,18,Zion Nelson,Miami (FL),OT,2022-05-23,First Round,,Florida,ACC,25
34,17,Josh Downs,North Carolina,WR,2022-05-23,First Round,,North Carolina,ACC,25
35,9,Zach Evans,Ole Miss,RB,2022-05-23,First Round,,Mississippi,SEC,25
36,30,Henry To'oto'o,Alabama,LB,2022-05-23,First Round,,Alabama,SEC,20
37,20,Jalen Catalon,Arkansas,S,2022-05-23,32,BUFFALO BILLS,Arkansas,SEC,20
38,9,Quentin Johnston,TCU,WR,2022-05-23,17,TENNESSEE TITANS,Texas,Big 12,20
39,20,Clark Phillips III,Utah,CB,2022-05-23,First Round,,Utah,Pac 12,20
40,27,Derick Hall,Auburn,EDGE,2022-05-23,First Round,,Alabama,SEC,20
41,41,Jermaine Burton,Alabama,WR,2022-05-23,29,GREEN BAY PACKERS,Alabama,SEC,20
42,28,Jarrett Patterson,Notre Dame,IOL,2022-05-23,First Round,,Indiana,FBS - Independent,20
43,43,Habakkuk Baldonado,Pitt,EDGE,2022-05-23,11,PITTSBURGH STEELERS,Pennsylvania,ACC,20
44,35,Byron Young,Alabama,DL,2022-05-23,First Round,,Alabama,SEC,20
45,31,Robert Scott Jr.,Florida State,OT,2022-05-23,First Round,,Florida,ACC,20
46,44,Antonio Johnson,Texas A&M,S,2022-05-23,25,INDIANAPOLIS COLTS,Texas,SEC,20
47,41,Emil Ekiyor Jr.,Alabama,IOL,2022-05-23,First Round,,Alabama,SEC,20
48,29,Will McDonald IV,Iowa State,DL,2022-05-23,First Round,,Iowa,Big 12,20
49,19,Dontay Demus Jr.,Maryland,WR,2022-05-23,First Round,,Maryland,Big Ten,20
50,28,D.J. Uiagalelei,Clemson,QB,2022-05-23,First Round,,South Carolina,ACC,20
51,42,Dawand Jones,Ohio State,OT,2022-05-23,First Round,,Ohio,Big Ten,20
52,22,Broderick Jones,Georgia,OT,2022-05-23,First Round,,Georgia,SEC,20
53,28,Justin Flowe,Oregon,LB,2022-05-23,First Round,,Oregon,Pac 12,20
54,41,Sam LaPorta,Iowa,TE,2022-05-23,First Round,,Iowa,Big Ten,20
55,36,Rakim Jarrett,Maryland,WR,2022-05-23,First Round,,Maryland,Big Ten,20
56,56,Anton Harrison,Oklahoma,OT,2022-05-23,First Round,,Oklahoma,Big 12,20
57,23,Zach Harrison,Ohio State,DL,2022-05-23,First Round,,Ohio,Big Ten,20
58,37,Arik Gilbert,Georgia,TE,2022-05-23,First Round,,Georgia,SEC,20
59,32,Hendon Hooker,Tennessee,QB,2022-05-23,First Round,,Tennessee,SEC,20
60,21,Ryan Hayes,Michigan,OT,2022-05-23,23,LOS ANGELES CHARGERS,Michigan,Big Ten,15
61,58,Jaquelin Roy,LSU,DL,2022-05-23,First Round,,Louisiana,SEC,15
62,59,Gervon Dexter,Florida,DL,2022-05-23,First Round,,Florida,SEC,15
63,26,Tre'Vius Hodges-Tomlinson,TCU,CB,2022-05-23,First Round,,Texas,Big 12,15
64,5,Devon Achane,Texas A&M,RB,2022-05-23,First Round,,Texas,SEC,15
65,47,Andrew Vorhees,USC,OT,2022-05-23,,,California,Pac 12,15
66,55,Tyler Davis,Clemson,DL,2022-05-23,,,South Carolina,ACC,15
67,65,Emmanuel Forbes,Mississippi State,CB,2022-05-23,,,Mississippi,SEC,15
68,64,Cameron Latu,Alabama,TE,2022-05-23,,,Alabama,SEC,15
69,33,Tony Grimes,North Carolina,CB,2022-05-23,,,North Carolina,ACC,15
70,67,Felix Anudike-Uzomah,Kansas State,EDGE,2022-05-23,,,Kansas,Big 12,15
71,36,Devin Leary,NC State,QB,2022-05-23,,,North Carolina,ACC,10
72,50,Tank Bigsby,Auburn,RB,2022-05-23,,,Alabama,SEC,10
73,67,Javion Cohen,Alabama,IOL,2022-05-23,,,Alabama,SEC,10
74,14,Brennan Armstrong,Virginia,QB,2022-05-23,,,Virginia,ACC,10
75,41,Jaxson Kirkland,Washington,OT,2022-05-23,,,Washington,Pac 12,10
76,35,Zion Tupuola-Fetui,Washington,EDGE,2022-05-23,,,Washington,Pac 12,10
77,32,Grayson McCall,Coastal Carolina,QB,2022-05-23,,,South Carolina,FCS,10
78,41,Zach Charbonnet,UCLA,RB,2022-05-23,,,California,Pac 12,10
79,29,DeMarvion Overshown,Texas,EDGE,2022-05-23,,,Texas,Big 12,10
80,34,Kyu Blu Kelly,Stanford,CB,2022-05-23,,,California,Pac 12,10
81,17,Parker Washington,Penn State,WR,2022-05-23,,,Pennsylvania,Big Ten,10
82,60,Tanner McKee,Stanford,QB,2022-05-23,,,California,Pac 12,10
83,27,Sedrick Van Pran,Georgia,IOL,2022-05-23,,,Georgia,SEC,10
84,24,Carter Warren,Pitt,OT,2022-05-23,,,Pennsylvania,ACC,10
85,21,Jaren Hall,BYU,QB,2022-05-23,,,Utah,FBS - Independent,10
86,67,Connor Galvin,Baylor,OT,2022-05-23,,,Texas,Big 12,10
87,39,Akeem Dent,Florida State,S,2022-05-23,,,Florida,ACC,10
88,40,Jahleel Billingsley,Texas,TE,2022-05-23,,,Texas,Big 12,10
89,42,Sean Tucker,Syracuse,RB,2022-05-23,,,New York,ACC,10
90,46,Justin Eboigbe,Alabama,DL,2022-05-23,,,Alabama,SEC,10
91,55,Garrett Williams,Syracuse,CB,2022-05-23,21,ARIZONA CARDINALS,New York,ACC,10
