Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2022-08-08,5,DETROIT LIONS,Alabama,SEC,35
2,1,Will Anderson Jr.,Alabama,EDGE,2022-08-08,2,HOUSTON TEXANS,Alabama,SEC,35
3,1,C.J. Stroud,Ohio State,QB,2022-08-08,1,ATLANTA FALCONS,Ohio,Big Ten,35
4,1,Jalen Carter,Georgia,DL,2022-08-08,4,NEW YORK JETS,Georgia,SEC,35
5,1,Jaxon Smith-Njigba,Ohio State,WR,2022-08-08,6,JACKSONVILLE JAGUARS,Ohio,Big Ten,35
6,6,Kayshon Boutte,LSU,WR,2022-08-08,8,CHICAGO BEARS,Louisiana,SEC,35
7,5,Bryan Bresee,Clemson,DL,2022-08-08,14,LAS VEGAS RAIDERS,South Carolina,ACC,35
8,7,Myles Murphy,Clemson,EDGE,2022-08-08,9,NEW YORK GIANTS,South Carolina,ACC,35
9,9,Will Levis,Kentucky,QB,2022-08-08,3,SEATTLE SEAHAWKS,Kentucky,SEC,35
10,3,Bijan Robinson,Texas,RB,2022-08-08,12,PHILADELPHIA EAGLES,Texas,Big 12,35
11,8,Eli Ricks,Alabama,CB,2022-08-08,18,PHILADELPHIA EAGLES,Alabama,SEC,30
12,11,Michael Mayer,Notre Dame,TE,2022-08-08,16,NEW ENGLAND PATRIOTS,Indiana,FBS - Independent,30
13,5,Kelee Ringo,Georgia,CB,2022-08-08,11,PITTSBURGH STEELERS,Georgia,SEC,30
14,1,Paris Johnson Jr.,Ohio State,OT,2022-08-08,First Round,,Ohio,Big Ten,30
15,12,Isaiah Foskey,Notre Dame,EDGE,2022-08-08,First Round,,Indiana,FBS - Independent,30
16,7,Jordan Addison,USC,WR,2022-08-08,17,TENNESSEE TITANS,California,Pac 12,30
17,11,Noah Sewell,Oregon,LB,2022-08-08,29,KANSAS CITY CHIEFS,Oregon,Pac 12,30
18,15,Peter Skoronski,Northwestern,OT,2022-08-08,First Round,,Illinois,Big Ten,30
19,18,Quentin Johnston,TCU,WR,2022-08-08,20,ARIZONA CARDINALS,Texas,Big 12,30
20,18,Antonio Johnson,Texas A&M,S,2022-08-08,First Round,,Texas,SEC,30
21,13,Trenton Simpson,Clemson,LB,2022-08-08,34,SEATTLE SEAHAWKS,South Carolina,ACC,30
22,3,Nolan Smith,Georgia,EDGE,2022-08-08,23,MIAMI DOLPHINS,Georgia,SEC,30
23,15,Cam Smith,South Carolina,CB,2022-08-08,10,WASHINGTON COMMANDERS,South Carolina,SEC,30
24,24,Anthony Richardson,Florida,QB,2022-08-08,24,INDIANAPOLIS COLTS,Florida,SEC,30
25,25,Jordan Battle,Alabama,S,2022-08-08,28,GREEN BAY PACKERS,Alabama,SEC,30
26,22,Clark Phillips III,Utah,CB,2022-08-08,First Round,,Utah,Pac 12,25
27,22,Malachi Moore,Alabama,S,2022-08-08,First Round,,Alabama,SEC,25
28,21,Jahmyr Gibbs,Alabama,RB,2022-08-08,46,MIAMI DOLPHINS,Alabama,SEC,25
29,8,Tyler Van Dyke,Miami (FL),QB,2022-08-08,First Round,,Florida,ACC,25
30,22,Brandon Joseph,Notre Dame,S,2022-08-08,25,DALLAS COWBOYS,Indiana,FBS - Independent,25
31,10,Josh Downs,North Carolina,WR,2022-08-08,15,HOUSTON TEXANS,North Carolina,ACC,25
32,17,Jalen Catalon,Arkansas,S,2022-08-08,First Round,,Arkansas,SEC,25
33,9,B.J. Ojulari,LSU,EDGE,2022-08-08,First Round,,Louisiana,SEC,25
34,30,Jermaine Burton,Alabama,WR,2022-08-08,31,BUFFALO BILLS,Alabama,SEC,25
35,17,Joey Porter Jr.,Penn State,CB,2022-08-08,First Round,,Pennsylvania,Big Ten,25
36,31,Will McDonald IV,Iowa State,DL,2022-08-08,First Round,,Iowa,Big 12,20
37,30,Zach Evans,Ole Miss,RB,2022-08-08,First Round,,Mississippi,SEC,20
38,29,Zacch Pickens,South Carolina,DL,2022-08-08,First Round,,South Carolina,SEC,20
39,35,Dawand Jones,Ohio State,OT,2022-08-08,35,NEW YORK JETS,Ohio,Big Ten,20
40,40,Jaren Hall,BYU,QB,2022-08-08,First Round,,Utah,FBS - Independent,20
41,41,Cameron Ward,Washington State,QB,2022-08-08,First Round,,Washington,Pac 12,20
42,42,Tank Bigsby,Auburn,RB,2022-08-08,First Round,,Alabama,SEC,20
43,43,Jaheim Bell,South Carolina,TE,2022-08-08,61,KANSAS CITY CHIEFS,South Carolina,SEC,20
44,33,Robert Scott Jr.,Florida State,OT,2022-08-08,First Round,,Florida,ACC,20
45,21,Marvin Mims,Oklahoma,WR,2022-08-08,First Round,,Oklahoma,Big 12,20
46,34,Habakkuk Baldonado,Pitt,EDGE,2022-08-08,42,PITTSBURGH STEELERS,Pennsylvania,ACC,20
47,24,Henry To'oto'o,Alabama,LB,2022-08-08,First Round,,Alabama,SEC,20
48,24,Zion Tupuola-Fetui,Washington,EDGE,2022-08-08,First Round,,Washington,Pac 12,20
49,47,Avery Young,Rutgers,CB,2022-08-08,First Round,,New Jersey,Big Ten,20
50,49,Parker Washington,Penn State,WR,2022-08-08,First Round,,Pennsylvania,Big Ten,20
51,28,Gervon Dexter,Florida,DL,2022-08-08,50,PHILADELPHIA EAGLES,Florida,SEC,20
52,30,Devin Leary,NC State,QB,2022-08-08,62,TAMPA BAY BUCCANEERS,North Carolina,ACC,20
53,28,Andre Carter II,Army,EDGE,2022-08-08,13,MINNESOTA VIKINGS,Kansas,FBS - Independent,20
54,38,Garrett Williams,Syracuse,CB,2022-08-08,30,TAMPA BAY BUCCANEERS,New York,ACC,20
55,30,Anton Harrison,Oklahoma,OT,2022-08-08,First Round,,Oklahoma,Big 12,20
56,33,Broderick Jones,Georgia,OT,2022-08-08,First Round,,Georgia,SEC,20
57,23,Felix Anudike-Uzomah,Kansas State,EDGE,2022-08-08,21,SEATTLE SEAHAWKS,Kansas,Big 12,20
58,6,Zion Nelson,Miami (FL),OT,2022-08-08,First Round,,Florida,ACC,20
59,25,Andrew Vorhees,USC,IOL,2022-08-08,First Round,,California,Pac 12,20
