Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2022-12-15,3,CHICAGO BEARS,Alabama,SEC,35
2,1,Bryce Young,Alabama,QB,2022-12-15,1,HOUSTON TEXANS,Alabama,SEC,35
3,2,Jalen Carter,Georgia,DL,2022-12-15,2,SEATTLE SEAHAWKS,Georgia,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2022-12-15,4,DETROIT LIONS,Ohio,Big Ten,35
5,4,Myles Murphy,Clemson,EDGE,2022-12-15,5,PHILADELPHIA EAGLES,South Carolina,ACC,35
6,4,Kelee Ringo,Georgia,CB,2022-12-15,First Round,,Georgia,SEC,35
7,7,Tyree Wilson,Texas Tech,EDGE,2022-12-15,12,HOUSTON TEXANS,Texas,Big 12,35
8,7,Quentin Johnston,TCU,WR,2022-12-15,11,JACKSONVILLE JAGUARS,Texas,Big 12,35
9,6,Bryan Bresee,Clemson,DL,2022-12-15,10,ATLANTA FALCONS,South Carolina,ACC,35
10,8,Joey Porter Jr.,Penn State,CB,2022-12-15,13,PITTSBURGH STEELERS,Pennsylvania,Big Ten,35
11,6,Will Levis,Kentucky,QB,2022-12-15,7,INDIANAPOLIS COLTS,Kentucky,SEC,30
12,6,Jordan Addison,USC,WR,2022-12-15,14,GREEN BAY PACKERS,California,Pac 12,30
13,7,Peter Skoronski,Northwestern,OT,2022-12-15,6,ARIZONA CARDINALS,Illinois,Big Ten,30
14,14,Christian Gonzalez,Oregon,CB,2022-12-15,15,DETROIT LIONS,Oregon,Pac 12,30
15,1,Bijan Robinson,Texas,RB,2022-12-15,19,TAMPA BAY BUCCANEERS,Texas,Big 12,30
16,7,Paris Johnson Jr.,Ohio State,OT,2022-12-15,8,LAS VEGAS RAIDERS,Ohio,Big Ten,30
17,9,Michael Mayer,Notre Dame,TE,2022-12-15,9,CAROLINA PANTHERS,Indiana,FBS - Independent,30
18,12,Cam Smith,South Carolina,CB,2022-12-15,21,NEW ENGLAND PATRIOTS,South Carolina,SEC,30
19,5,Jaxon Smith-Njigba,Ohio State,WR,2022-12-15,23,NEW YORK GIANTS,Ohio,Big Ten,30
20,11,Isaiah Foskey,Notre Dame,EDGE,2022-12-15,17,SEATTLE SEAHAWKS,Indiana,FBS - Independent,30
21,19,Broderick Jones,Georgia,OT,2022-12-15,18,NEW YORK JETS,Georgia,SEC,30
22,15,Trenton Simpson,Clemson,LB,2022-12-15,First Round,,South Carolina,ACC,30
23,23,Jared Verse,Florida State,EDGE,2022-12-15,First Round,,Florida,ACC,30
24,23,Brian Branch,Alabama,S,2022-12-15,26,CINCINNATI BENGALS,Alabama,SEC,30
25,23,Clark Phillips III,Utah,CB,2022-12-15,25,BALTIMORE RAVENS,Utah,Pac 12,30
26,14,Anthony Richardson,Florida,QB,2022-12-15,22,WASHINGTON COMMANDERS,Florida,SEC,25
27,3,Jahmyr Gibbs,Alabama,RB,2022-12-15,30,BUFFALO BILLS,Alabama,SEC,25
28,8,Antonio Johnson,Texas A&M,S,2022-12-15,31,PHILADELPHIA EAGLES,Texas,SEC,25
29,12,Noah Sewell,Oregon,LB,2022-12-15,16,LOS ANGELES CHARGERS,Oregon,Pac 12,25
30,13,Nolan Smith,Georgia,EDGE,2022-12-15,24,DENVER BRONCOS,Georgia,SEC,25
31,30,Anton Harrison,Oklahoma,OT,2022-12-15,28,KANSAS CITY CHIEFS,Oklahoma,Big 12,25
32,26,O'Cyrus Torrence,Florida,IOL,2022-12-15,First Round,,Florida,SEC,25
33,33,Devon Witherspoon,Illinois,CB,2022-12-15,34,SEATTLE SEAHAWKS,Illinois,Big Ten,25
34,24,Felix Anudike-Uzomah,Kansas State,EDGE,2022-12-15,37,LOS ANGELES RAMS,Kansas,Big 12,25
35,23,Gervon Dexter,Florida,DL,2022-12-15,33,PITTSBURGH STEELERS,Florida,SEC,25
36,19,B.J. Ojulari,LSU,EDGE,2022-12-15,32,HOUSTON TEXANS,Louisiana,SEC,20
37,16,Josh Downs,North Carolina,WR,2022-12-15,29,MINNESOTA VIKINGS,North Carolina,ACC,20
38,27,Jalin Hyatt,Tennessee,WR,2022-12-15,20,TENNESSEE TITANS,Tennessee,SEC,20
39,33,Rashee Rice,SMU,WR,2022-12-15,41,JACKSONVILLE JAGUARS,Texas,FBS - AAC,20
40,23,Siaki Ika,Baylor,DL,2022-12-15,27,DALLAS COWBOYS,Texas,Big 12,20
41,28,Darnell Washington,Georgia,TE,2022-12-15,35,NEW ORLEANS SAINTS,Georgia,SEC,20
42,36,Emmanuel Forbes,Mississippi State,CB,2022-12-15,46,DETROIT LIONS,Mississippi,SEC,20
43,22,Hendon Hooker,Tennessee,QB,2022-12-15,45,LAS VEGAS RAIDERS,Tennessee,SEC,20
44,32,Drew Sanders,Arkansas,LB,2022-12-15,39,CAROLINA PANTHERS,Arkansas,SEC,20
45,36,Dawand Jones,Ohio State,OT,2022-12-15,43,PITTSBURGH STEELERS,Ohio,Big Ten,20
46,21,Andre Carter II,Army,EDGE,2022-12-15,38,INDIANAPOLIS COLTS,Kansas,FBS - Independent,20
47,24,Jaelyn Duncan,Maryland,OT,2022-12-15,44,GREEN BAY PACKERS,Maryland,Big Ten,20
48,40,John Michael Schmitz,Minnesota,IOL,2022-12-15,42,CLEVELAND BROWNS,Minnesota,Big Ten,20
49,49,Zay Flowers,Boston College,WR,2022-12-15,51,NEW ENGLAND PATRIOTS,Massachusetts,ACC,20
50,25,Derick Hall,Auburn,EDGE,2022-12-15,57,CINCINNATI BENGALS,Alabama,SEC,20
51,20,Henry To'oto'o,Alabama,LB,2022-12-15,48,NEW YORK JETS,Alabama,SEC,20
52,45,Mazi Smith,Michigan,DL,2022-12-15,50,TAMPA BAY BUCCANEERS,Michigan,Big Ten,20
53,53,Dalton Kincaid,Utah,TE,2022-12-15,64,HOUSTON TEXANS,Utah,Pac 12,20
54,16,Jordan Battle,Alabama,S,2022-12-15,59,DALLAS COWBOYS,Alabama,SEC,20
55,18,Zach Evans,Ole Miss,RB,2022-12-15,First Round,,Mississippi,SEC,20
56,36,Zach Harrison,Ohio State,EDGE,2022-12-15,61,KANSAS CITY CHIEFS,Ohio,Big Ten,20
57,22,Brandon Joseph,Notre Dame,S,2022-12-15,49,LOS ANGELES CHARGERS,Indiana,FBS - Independent,20
58,39,Andrew Vorhees,USC,IOL,2022-12-15,52,TENNESSEE TITANS,California,Pac 12,20
59,54,Tuli Tuipulotu,USC,DL,2022-12-15,55,MIAMI DOLPHINS,California,Pac 12,20
60,26,Cedric Tillman,Tennessee,WR,2022-12-15,First Round,,Tennessee,SEC,15
61,46,Cody Mauch,North Dakota State,OT,2022-12-15,First Round,,North Dakota,FCS,15
62,9,Eli Ricks,Alabama,CB,2022-12-15,53,NEW YORK GIANTS,Alabama,SEC,15
63,18,Tank Bigsby,Auburn,RB,2022-12-15,First Round,,Alabama,SEC,15
64,31,Devon Achane,Texas A&M,RB,2022-12-15,36,ARIZONA CARDINALS,Texas,SEC,15
65,61,Luke Musgrave,Oregon State,TE,2022-12-15,,,Oregon,Pac 12,15
66,30,J.L. Skinner,Boise State,S,2022-12-15,60,DETROIT LIONS,Idaho,FBS - Mountain West,15
67,33,Marvin Mims,Oklahoma,WR,2022-12-15,,,Oklahoma,Big 12,15
68,24,Garrett Williams,Syracuse,CB,2022-12-15,,,New York,ACC,15
69,43,Jaquelin Roy,LSU,DL,2022-12-15,56,CHICAGO BEARS,Louisiana,SEC,15
70,44,Darnell Wright,Tennessee,OT,2022-12-15,62,BUFFALO BILLS,Tennessee,SEC,15
71,45,Blake Freeland,BYU,OT,2022-12-15,,,Utah,FBS - Independent,10
72,34,Blake Corum,Michigan,RB,2022-12-15,,,Michigan,Big Ten,10
73,36,Matthew Bergeron,Syracuse,OT,2022-12-15,,,New York,ACC,10
74,69,D.J. Turner,Michigan,CB,2022-12-15,54,WASHINGTON COMMANDERS,Michigan,Big Ten,10
75,42,Zach Charbonnet,UCLA,RB,2022-12-15,,,California,Pac 12,10
76,66,Kyu Blu Kelly,Stanford,CB,2022-12-15,,,California,Pac 12,10
77,52,Sedrick Van Pran,Georgia,IOL,2022-12-15,,,Georgia,SEC,10
78,54,Chris Smith II,Georgia,S,2022-12-15,58,CAROLINA PANTHERS,Georgia,SEC,10
79,42,Jaylon Jones,Texas A&M,CB,2022-12-15,,,Texas,SEC,10
80,66,Tre'Vius Hodges-Tomlinson,TCU,CB,2022-12-15,63,PHILADELPHIA EAGLES,Texas,Big 12,10
81,44,Lukas Van Ness,Iowa,DL,2022-12-15,,,Iowa,Big Ten,10
82,49,Jarrett Patterson,Notre Dame,IOL,2022-12-15,40,ATLANTA FALCONS,Indiana,FBS - Independent,10
83,24,Sean Tucker,Syracuse,RB,2022-12-15,,,New York,ACC,10
84,30,Will McDonald IV,Iowa State,DL,2022-12-15,,,Iowa,Big 12,10
85,38,Zion Tupuola-Fetui,Washington,EDGE,2022-12-15,,,Washington,Pac 12,10
86,28,Tanner McKee,Stanford,QB,2022-12-15,,,California,Pac 12,10
87,87,Nick Broeker,Ole Miss,OT,2022-12-15,,,Mississippi,SEC,10
88,62,Sam LaPorta,Iowa,TE,2022-12-15,,,Iowa,Big Ten,10
89,46,Jack Campbell,Iowa,LB,2022-12-15,,,Iowa,Big Ten,10
90,67,Owen Pappoe,Auburn,LB,2022-12-15,,,Alabama,SEC,10
91,40,Zion Nelson,Miami (FL),OT,2022-12-15,,,Florida,ACC,10
92,62,Mekhi Garner,LSU,CB,2022-12-15,,,Louisiana,SEC,10
94,71,Rashad Torrence II,Florida,S,2022-12-15,,,Florida,SEC,10
95,19,Malachi Moore,Alabama,S,2022-12-15,,,Alabama,SEC,10
96,94,Jammie Robinson,Florida State,S,2022-12-15,,,Florida,ACC,10
97,95,Julius Brents,Kansas State,CB,2022-12-15,,,Kansas,Big 12,10
98,37,Tucker Kraft,South Dakota State,TE,2022-12-15,,,South Dakota,FCS,10
99,70,Emil Ekiyor Jr.,Alabama,IOL,2022-12-15,,,Alabama,SEC,10
100,42,Jaren Hall,BYU,QB,2022-12-15,,,Utah,FBS - Independent,10
101,72,Calijah Kancey,Pitt,DL,2022-12-15,,,Pennsylvania,ACC,8
102,59,Cooper Beebe,Kansas State,OT,2022-12-15,,,Kansas,Big 12,8
103,85,Chase Brown,Illinois,RB,2022-12-15,,,Illinois,Big Ten,8
104,73,Kenny McIntosh,Georgia,RB,2022-12-15,,,Georgia,SEC,8
105,100,Tykee Smith,Georgia,S,2022-12-15,,,Georgia,SEC,8
106,68,Tyler Davis,Clemson,DL,2022-12-15,,,South Carolina,ACC,8
107,79,Luke Wypler,Ohio State,IOL,2022-12-15,,,Ohio,Big Ten,8
108,87,DeMarvion Overshown,Texas,LB,2022-12-15,,,Texas,Big 12,8
