Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Jarrett Patterson,Notre Dame,IOL,2022-01-10,,,Indiana,FBS - Independent,35
2,1,Brandon Joseph,Notre Dame,S,2022-01-10,,,Indiana,FBS - Independent,35
3,1,Jalen Catalon,Arkansas,S,2022-01-10,,,Arkansas,SEC,35
4,3,Grayson McCall,Coastal Carolina,QB,2022-01-10,,,South Carolina,FCS,35
5,3,Zion Tupuola-Fetui,Washington,EDGE,2022-01-10,,,Washington,Pac 12,35
6,5,Riley Moss,Iowa,CB,2022-01-10,,,Iowa,Big Ten,35
7,2,Zay Flowers,Boston College,WR,2022-01-10,,,Massachusetts,ACC,35
8,4,Ventrell Miller,Florida,LB,2022-01-10,,,Florida,SEC,35
9,6,Zacch Pickens,South Carolina,DL,2022-01-10,,,South Carolina,SEC,35
10,5,Dontay Demus Jr.,Maryland,WR,2022-01-10,,,Maryland,Big Ten,35
11,4,Ricky Stromberg,Arkansas,IOL,2022-01-10,,,Arkansas,SEC,30
12,10,Tiawan Mullen,Indiana,CB,2022-01-10,,,Indiana,Big Ten,30
13,3,John Michael Schmitz,Minnesota,IOL,2022-01-10,,,Minnesota,Big Ten,30
14,14,Derick Hall,Auburn,EDGE,2022-01-10,,,Alabama,SEC,30
15,7,Sam Hartman,Wake Forest,QB,2022-01-10,,,North Carolina,ACC,30
16,9,Kyu Blu Kelly,Stanford,CB,2022-01-10,,,California,Pac 12,30
17,16,O'Cyrus Torrence,Louisiana-Lafayette,IOL,2022-01-10,,,Louisiana,FBS - Sun Belt,30
18,12,Xavier Hutchinson,Iowa State,WR,2022-01-10,,,Iowa,Big 12,30
19,18,Tanner Mordecai,SMU,QB,2022-01-10,,,Texas,FBS - AAC,30
20,13,Alex Forsyth,Oregon,IOL,2022-01-10,,,Oregon,Pac 12,30
21,2,Avery Young,Rutgers,CB,2022-01-10,,,New Jersey,Big Ten,30
22,16,Carter Warren,Pitt,OT,2022-01-10,,,Pennsylvania,ACC,30
23,4,Ainias Smith,Texas A&M,WR,2022-01-10,,,Texas,SEC,30
24,17,Trey Dean III,Florida,CB,2022-01-10,,,Florida,SEC,30
25,6,Jermayne Lole,Arizona State,DL,2022-01-10,,,Arizona,Pac 12,30
26,17,Robert Cooper,Florida State,DL,2022-01-10,,,Florida,ACC,25
27,21,Andrew Vorhees,USC,IOL,2022-01-10,,,California,Pac 12,25
28,3,DeMarvion Overshown,Texas,LB,2022-01-10,,,Texas,Big 12,25
29,19,Jalen Cropper,Fresno State,WR,2022-01-10,,,California,FBS - Mountain West,25
30,28,Will Anderson Jr.,Alabama,EDGE,2022-01-10,,,Alabama,SEC,25
31,23,Joey Porter Jr.,Penn State,CB,2022-01-10,,,Pennsylvania,Big Ten,25
32,30,Bryce Young,Alabama,QB,2022-01-10,,,Alabama,SEC,25
33,33,C.J. Stroud,Ohio State,QB,2022-01-10,,,Ohio,Big Ten,25
34,4,Noah Daniels,TCU,CB,2022-01-10,,,Texas,Big 12,25
35,34,Myles Murphy,Clemson,DL,2022-01-10,,,South Carolina,ACC,25
36,36,Bijan Robinson,Texas,RB,2022-01-10,,,Texas,Big 12,20
37,5,Garrett Williams,Syracuse,CB,2022-01-10,,,New York,ACC,20
38,3,Phil Jurkovec,Boston College,QB,2022-01-10,,,Massachusetts,ACC,20
39,29,Bryan Bresee,Clemson,DL,2022-01-10,,,South Carolina,ACC,20
40,21,Brant Kuithe,Utah,TE,2022-01-10,,,Utah,Pac 12,20
41,35,Will Levis,Kentucky,QB,2022-01-10,,,Kentucky,SEC,20
42,12,Will McDonald IV,Iowa State,EDGE,2022-01-10,,,Iowa,Big 12,20
43,20,Jayden Daniels,Arizona State,QB,2022-01-10,,,Arizona,Pac 12,20
44,39,Malachi Moore,Alabama,S,2022-01-10,,,Alabama,SEC,20
45,45,Michael Mayer,Notre Dame,TE,2022-01-10,,,Indiana,FBS - Independent,20
46,8,Jordan Strachan,South Carolina,EDGE,2022-01-10,,,South Carolina,SEC,20
47,2,Kedon Slovis,Pitt,QB,2022-01-10,,,Pennsylvania,ACC,20
48,13,Mohamed Ibrahim,Minnesota,RB,2022-01-10,,,Minnesota,Big Ten,20
49,26,Nathan Pickering,Mississippi State,DL,2022-01-10,,,Mississippi,SEC,20
50,37,B.J. Ojulari,LSU,EDGE,2022-01-10,,,Louisiana,SEC,20
51,29,Antonio Johnson,Texas A&M,CB,2022-01-10,,,Texas,SEC,20
