Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Isaiah Foskey,Notre Dame,EDGE,2022-01-11,,,Indiana,FBS - Independent,35
2,2,Jarrett Patterson,Notre Dame,IOL,2022-01-11,,,Indiana,FBS - Independent,35
3,1,Will Anderson Jr.,Alabama,EDGE,2022-01-11,,,Alabama,SEC,35
4,2,Bryce Young,Alabama,QB,2022-01-11,,,Alabama,SEC,35
5,3,C.J. Stroud,Ohio State,QB,2022-01-11,,,Ohio,Big Ten,35
6,4,Myles Murphy,Clemson,DL,2022-01-11,,,South Carolina,ACC,35
7,5,Bijan Robinson,Texas,RB,2022-01-11,,,Texas,Big 12,35
8,1,Brandon Joseph,Notre Dame,S,2022-01-11,,,Indiana,FBS - Independent,35
9,1,Jalen Catalon,Arkansas,S,2022-01-11,,,Arkansas,SEC,35
10,3,Bryan Bresee,Clemson,DL,2022-01-11,,,South Carolina,ACC,35
11,9,Malachi Moore,Alabama,S,2022-01-11,,,Alabama,SEC,30
12,10,Michael Mayer,Notre Dame,TE,2022-01-11,,,Indiana,FBS - Independent,30
13,11,B.J. Ojulari,LSU,EDGE,2022-01-11,,,Louisiana,SEC,30
14,12,Jahmyr Gibbs,Alabama,RB,2022-01-11,,,Alabama,SEC,30
15,5,Jalen Carter,Georgia,DL,2022-01-11,,,Georgia,SEC,30
16,3,Zion Tupuola-Fetui,Washington,EDGE,2022-01-11,,,Washington,Pac 12,30
17,15,Jaxon Smith-Njigba,Ohio State,WR,2022-01-11,,,Ohio,Big Ten,30
18,7,Joey Porter Jr.,Penn State,CB,2022-01-11,,,Pennsylvania,Big Ten,30
19,17,Jordan Addison,Pitt,WR,2022-01-11,,,Pennsylvania,ACC,30
20,10,Paris Johnson Jr.,Ohio State,OT,2022-01-11,,,Ohio,Big Ten,30
21,8,Kayshon Boutte,LSU,WR,2022-01-11,,,Louisiana,SEC,30
22,9,Noah Sewell,Oregon,LB,2022-01-11,,,Oregon,Pac 12,30
