Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2022-09-19,1,ATLANTA FALCONS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2022-09-19,2,CAROLINA PANTHERS,Ohio,Big Ten,35
3,1,Jalen Carter,Georgia,DL,2022-09-19,3,LAS VEGAS RAIDERS,Georgia,SEC,35
4,1,Bryce Young,Alabama,QB,2022-09-19,5,TENNESSEE TITANS,Alabama,SEC,35
5,5,Kelee Ringo,Georgia,CB,2022-09-19,8,PHILADELPHIA EAGLES,Georgia,SEC,35
6,1,Myles Murphy,Clemson,EDGE,2022-09-19,4,CINCINNATI BENGALS,South Carolina,ACC,35
7,5,Kayshon Boutte,LSU,WR,2022-09-19,15,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
8,4,Jaxon Smith-Njigba,Ohio State,WR,2022-09-19,7,HOUSTON TEXANS,Ohio,Big Ten,35
9,8,Jordan Addison,USC,WR,2022-09-19,18,CHICAGO BEARS,California,Pac 12,35
10,5,Bryan Bresee,Clemson,DL,2022-09-19,10,HOUSTON TEXANS,South Carolina,ACC,35
11,9,Peter Skoronski,Northwestern,OT,2022-09-19,9,PITTSBURGH STEELERS,Illinois,Big Ten,30
12,1,Bijan Robinson,Texas,RB,2022-09-19,First Round,,Texas,Big 12,30
13,10,Michael Mayer,Notre Dame,TE,2022-09-19,16,WASHINGTON COMMANDERS,Indiana,FBS - Independent,30
14,8,Will Levis,Kentucky,QB,2022-09-19,6,INDIANAPOLIS COLTS,Kentucky,SEC,30
15,10,Antonio Johnson,Texas A&M,S,2022-09-19,12,DETROIT LIONS,Texas,SEC,30
16,16,Quentin Johnston,TCU,WR,2022-09-19,22,GREEN BAY PACKERS,Texas,Big 12,30
17,12,Isaiah Foskey,Notre Dame,EDGE,2022-09-19,19,NEW YORK JETS,Indiana,FBS - Independent,30
18,11,Noah Sewell,Oregon,LB,2022-09-19,29,NEW YORK GIANTS,Oregon,Pac 12,30
19,16,Trenton Simpson,Clemson,LB,2022-09-19,First Round,,South Carolina,ACC,30
20,8,Paris Johnson Jr.,Ohio State,OT,2022-09-19,11,LOS ANGELES CHARGERS,Ohio,Big Ten,30
21,19,Joey Porter Jr.,Penn State,CB,2022-09-19,28,MINNESOTA VIKINGS,Pennsylvania,Big Ten,30
22,12,Cam Smith,South Carolina,CB,2022-09-19,17,DALLAS COWBOYS,South Carolina,SEC,30
23,17,Anthony Richardson,Florida,QB,2022-09-19,First Round,,Florida,SEC,30
24,9,Eli Ricks,Alabama,CB,2022-09-19,14,SEATTLE SEAHAWKS,Alabama,SEC,30
25,11,Nolan Smith,Georgia,EDGE,2022-09-19,First Round,,Georgia,SEC,30
