Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Jaxon Smith-Njigba,Ohio State,WR,2022-07-07,13,PHILADELPHIA EAGLES,Ohio,Big Ten,35
2,1,C.J. Stroud,Ohio State,QB,2022-07-07,2,HOUSTON TEXANS,Ohio,Big Ten,35
3,1,Will Anderson Jr.,Alabama,EDGE,2022-07-07,1,ATLANTA FALCONS,Alabama,SEC,35
4,1,Bryce Young,Alabama,QB,2022-07-07,3,DETROIT LIONS,Alabama,SEC,35
5,2,Jalen Carter,Georgia,DL,2022-07-07,6,JACKSONVILLE JAGUARS,Georgia,SEC,35
6,5,Bryan Bresee,Clemson,DL,2022-07-07,First Round,,South Carolina,ACC,35
7,6,Kayshon Boutte,LSU,WR,2022-07-07,8,CHICAGO BEARS,Louisiana,SEC,35
8,8,Myles Murphy,Clemson,EDGE,2022-07-07,First Round,,South Carolina,ACC,35
9,6,Kelee Ringo,Georgia,CB,2022-07-07,14,LAS VEGAS RAIDERS,Georgia,SEC,35
10,9,Eli Ricks,Alabama,CB,2022-07-07,9,NEW YORK GIANTS,Alabama,SEC,35
11,8,Will Levis,Kentucky,QB,2022-07-07,7,CAROLINA PANTHERS,Kentucky,SEC,30
12,8,Paris Johnson Jr.,Ohio State,OT,2022-07-07,5,NEW YORK JETS,Ohio,Big Ten,30
13,12,Michael Mayer,Notre Dame,TE,2022-07-07,10,WASHINGTON COMMANDERS,Indiana,FBS - Independent,30
14,11,Noah Sewell,Oregon,LB,2022-07-07,26,DALLAS COWBOYS,Oregon,Pac 12,30
15,6,Jordan Addison,USC,WR,2022-07-07,21,ARIZONA CARDINALS,California,Pac 12,30
16,4,Bijan Robinson,Texas,RB,2022-07-07,First Round,,Texas,Big 12,30
17,11,Nolan Smith,Georgia,EDGE,2022-07-07,22,SEATTLE SEAHAWKS,Georgia,SEC,30
18,10,Peter Skoronski,Northwestern,OT,2022-07-07,12,MINNESOTA VIKINGS,Illinois,Big Ten,30
