Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2023-01-11,1,CHICAGO BEARS,Alabama,SEC,35
2,1,Jalen Carter,Georgia,DL,2023-01-11,3,ARIZONA CARDINALS,Georgia,SEC,35
3,1,Bryce Young,Alabama,QB,2023-01-11,2,HOUSTON TEXANS,Alabama,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2023-01-11,4,INDIANAPOLIS COLTS,Ohio,Big Ten,35
5,4,Myles Murphy,Clemson,EDGE,2023-01-11,5,SEATTLE SEAHAWKS,South Carolina,ACC,35
6,6,Will Levis,Kentucky,QB,2023-01-11,7,LAS VEGAS RAIDERS,Kentucky,SEC,35
7,7,Tyree Wilson,Texas Tech,EDGE,2023-01-11,8,ATLANTA FALCONS,Texas,Big 12,35
8,5,Bryan Bresee,Clemson,DL,2023-01-11,6,DETROIT LIONS,South Carolina,ACC,35
9,5,Kelee Ringo,Georgia,CB,2023-01-11,19,TAMPA BAY BUCCANEERS,Georgia,SEC,35
10,5,Paris Johnson Jr.,Ohio State,OT,2023-01-11,13,NEW YORK JETS,Ohio,Big Ten,35
11,7,Quentin Johnston,TCU,WR,2023-01-11,12,HOUSTON TEXANS,Texas,Big 12,30
12,7,Jordan Addison,USC,WR,2023-01-11,14,NEW ENGLAND PATRIOTS,California,Pac 12,30
13,9,Christian Gonzalez,Oregon,CB,2023-01-11,16,WASHINGTON COMMANDERS,Oregon,Pac 12,30
14,8,Peter Skoronski,Northwestern,OT,2023-01-11,11,TENNESSEE TITANS,Illinois,Big Ten,30
15,8,Bijan Robinson,Texas,RB,2023-01-11,10,PHILADELPHIA EAGLES,Texas,Big 12,30
16,11,Cam Smith,South Carolina,CB,2023-01-11,21,JACKSONVILLE JAGUARS,South Carolina,SEC,30
17,7,Joey Porter Jr.,Penn State,CB,2023-01-11,17,PITTSBURGH STEELERS,Pennsylvania,Big Ten,30
18,11,Michael Mayer,Notre Dame,TE,2023-01-11,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
19,4,Jaxon Smith-Njigba,Ohio State,WR,2023-01-11,22,NEW YORK GIANTS,Ohio,Big Ten,30
20,20,Anthony Richardson,Florida,QB,2023-01-11,9,CAROLINA PANTHERS,Florida,SEC,30
21,19,Brian Branch,Alabama,S,2023-01-11,18,DETROIT LIONS,Alabama,SEC,30
22,14,Broderick Jones,Georgia,OT,2023-01-11,43,NEW YORK JETS,Georgia,SEC,30
23,16,Trenton Simpson,Clemson,LB,2023-01-11,20,SEATTLE SEAHAWKS,South Carolina,ACC,30
24,21,O'Cyrus Torrence,Florida,IOL,2023-01-11,28,DENVER BRONCOS,Florida,SEC,30
25,23,Clark Phillips III,Utah,CB,2023-01-11,50,TAMPA BAY BUCCANEERS,Utah,Pac 12,30
26,26,Devon Witherspoon,Illinois,CB,2023-01-11,27,MINNESOTA VIKINGS,Illinois,Big Ten,25
27,9,Antonio Johnson,Texas A&M,S,2023-01-11,29,BUFFALO BILLS,Texas,SEC,25
28,17,Nolan Smith,Georgia,EDGE,2023-01-11,First Round,,Georgia,SEC,25
29,29,Anton Harrison,Oklahoma,OT,2023-01-11,26,CINCINNATI BENGALS,Oklahoma,Big 12,25
30,14,Isaiah Foskey,Notre Dame,EDGE,2023-01-11,30,KANSAS CITY CHIEFS,Indiana,FBS - Independent,25
31,23,B.J. Ojulari,LSU,EDGE,2023-01-11,33,HOUSTON TEXANS,Louisiana,SEC,25
32,18,Jahmyr Gibbs,Alabama,RB,2023-01-11,31,PHILADELPHIA EAGLES,Alabama,SEC,25
33,28,Jalin Hyatt,Tennessee,WR,2023-01-11,25,DALLAS COWBOYS,Tennessee,SEC,25
34,26,Siaki Ika,Baylor,DL,2023-01-11,32,PITTSBURGH STEELERS,Texas,Big 12,25
35,28,Josh Downs,North Carolina,WR,2023-01-11,24,LOS ANGELES CHARGERS,North Carolina,ACC,25
36,25,Gervon Dexter,Florida,DL,2023-01-11,58,CINCINNATI BENGALS,Florida,SEC,20
37,17,Noah Sewell,Oregon,LB,2023-01-11,37,SEATTLE SEAHAWKS,Oregon,Pac 12,20
38,30,Dawand Jones,Ohio State,OT,2023-01-11,34,ARIZONA CARDINALS,Ohio,Big Ten,20
39,32,Emmanuel Forbes,Mississippi State,CB,2023-01-11,49,PITTSBURGH STEELERS,Mississippi,SEC,20
40,23,Felix Anudike-Uzomah,Kansas State,EDGE,2023-01-11,44,ATLANTA FALCONS,Kansas,Big 12,20
41,28,Darnell Washington,Georgia,TE,2023-01-11,40,NEW ORLEANS SAINTS,Georgia,SEC,20
42,21,Andre Carter II,Army,EDGE,2023-01-11,41,TENNESSEE TITANS,Kansas,FBS - Independent,20
43,34,Drew Sanders,Arkansas,LB,2023-01-11,First Round,,Arkansas,SEC,20
44,31,Tanner McKee,Stanford,QB,2023-01-11,First Round,,California,Pac 12,20
45,26,Derick Hall,Auburn,EDGE,2023-01-11,63,PHILADELPHIA EAGLES,Alabama,SEC,20
46,35,Rashee Rice,SMU,WR,2023-01-11,57,DALLAS COWBOYS,Texas,FBS - AAC,20
47,41,Zay Flowers,Boston College,WR,2023-01-11,First Round,,Massachusetts,ACC,20
48,48,Tuli Tuipulotu,USC,DL,2023-01-11,48,DETROIT LIONS,California,Pac 12,20
49,34,Henry To'oto'o,Alabama,LB,2023-01-11,First Round,,Alabama,SEC,20
50,7,Kayshon Boutte,LSU,WR,2023-01-11,23,BALTIMORE RAVENS,Louisiana,SEC,20
51,47,Dalton Kincaid,Utah,TE,2023-01-11,47,WASHINGTON COMMANDERS,Utah,Pac 12,20
52,52,Luke Musgrave,Oregon State,TE,2023-01-11,45,GREEN BAY PACKERS,Oregon,Pac 12,20
53,48,Mazi Smith,Michigan,DL,2023-01-11,56,LOS ANGELES CHARGERS,Michigan,Big Ten,20
54,25,Jaelyn Duncan,Maryland,OT,2023-01-11,36,LOS ANGELES RAMS,Maryland,Big Ten,20
55,20,Hendon Hooker,Tennessee,QB,2023-01-11,First Round,,Tennessee,SEC,20
56,33,Devon Achane,Texas A&M,RB,2023-01-11,38,LAS VEGAS RAIDERS,Texas,SEC,20
57,21,Eli Ricks,Alabama,CB,2023-01-11,53,SEATTLE SEAHAWKS,Alabama,SEC,20
58,58,Zach Charbonnet,UCLA,RB,2023-01-11,First Round,,California,Pac 12,20
59,39,John Michael Schmitz,Minnesota,IOL,2023-01-11,42,CLEVELAND BROWNS,Minnesota,Big Ten,20
60,33,Jordan Battle,Alabama,S,2023-01-11,First Round,,Alabama,SEC,15
61,43,Cody Mauch,North Dakota State,OT,2023-01-11,55,CHICAGO BEARS,North Dakota,FCS,15
62,29,Garrett Williams,Syracuse,CB,2023-01-11,51,JACKSONVILLE JAGUARS,New York,ACC,15
63,37,Jaylon Jones,Texas A&M,CB,2023-01-11,First Round,,Texas,SEC,15
64,64,Jarrett Patterson,Notre Dame,IOL,2023-01-11,First Round,,Indiana,FBS - Independent,15
65,44,Darnell Wright,Tennessee,OT,2023-01-11,,,Tennessee,SEC,15
66,26,Cedric Tillman,Tennessee,WR,2023-01-11,60,CAROLINA PANTHERS,Tennessee,SEC,15
67,41,Brandon Joseph,Notre Dame,S,2023-01-11,61,BUFFALO BILLS,Indiana,FBS - Independent,15
68,36,Zach Harrison,Ohio State,EDGE,2023-01-11,,,Ohio,Big Ten,15
