Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2023-03-07,2,HOUSTON TEXANS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2023-03-07,4,INDIANAPOLIS COLTS,Ohio,Big Ten,35
3,1,Will Anderson Jr.,Alabama,EDGE,2023-03-07,1,CHICAGO BEARS,Alabama,SEC,35
4,1,Jalen Carter,Georgia,DL,2023-03-07,5,SEATTLE SEAHAWKS,Georgia,SEC,35
5,2,Tyree Wilson,Texas Tech,EDGE,2023-03-07,3,ARIZONA CARDINALS,Texas,Big 12,35
6,5,Christian Gonzalez,Oregon,CB,2023-03-07,6,DETROIT LIONS,Oregon,Pac 12,35
7,6,Devon Witherspoon,Illinois,CB,2023-03-07,10,PHILADELPHIA EAGLES,Illinois,Big Ten,35
8,5,Will Levis,Kentucky,QB,2023-03-07,7,LAS VEGAS RAIDERS,Kentucky,SEC,35
9,9,Anthony Richardson,Florida,QB,2023-03-07,9,CAROLINA PANTHERS,Florida,SEC,35
10,4,Myles Murphy,Clemson,EDGE,2023-03-07,8,ATLANTA FALCONS,South Carolina,ACC,35
11,5,Paris Johnson Jr.,Ohio State,OT,2023-03-07,11,TENNESSEE TITANS,Ohio,Big Ten,30
12,4,Peter Skoronski,Northwestern,OT,2023-03-07,First Round,,Illinois,Big Ten,30
13,8,Joey Porter Jr.,Penn State,CB,2023-03-07,16,WASHINGTON COMMANDERS,Pennsylvania,Big Ten,30
14,7,Quentin Johnston,TCU,WR,2023-03-07,12,HOUSTON TEXANS,Texas,Big 12,30
15,3,Bijan Robinson,Texas,RB,2023-03-07,18,DETROIT LIONS,Texas,Big 12,30
16,14,Brian Branch,Alabama,S,2023-03-07,14,NEW ENGLAND PATRIOTS,Alabama,SEC,30
17,9,Jordan Addison,USC,WR,2023-03-07,First Round,,California,Pac 12,30
18,14,Broderick Jones,Georgia,OT,2023-03-07,13,NEW YORK JETS,Georgia,SEC,30
19,4,Jaxon Smith-Njigba,Ohio State,WR,2023-03-07,22,BALTIMORE RAVENS,Ohio,Big Ten,30
20,20,Lukas Van Ness,Iowa,EDGE,2023-03-07,29,NEW ORLEANS SAINTS,Iowa,Big Ten,30
21,2,Bryan Bresee,Clemson,DL,2023-03-07,First Round,,South Carolina,ACC,30
22,11,Michael Mayer,Notre Dame,TE,2023-03-07,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
23,5,Kelee Ringo,Georgia,CB,2023-03-07,24,JACKSONVILLE JAGUARS,Georgia,SEC,30
24,20,O'Cyrus Torrence,Florida,IOL,2023-03-07,20,SEATTLE SEAHAWKS,Florida,SEC,30
25,9,Nolan Smith,Georgia,EDGE,2023-03-07,19,TAMPA BAY BUCCANEERS,Georgia,SEC,30
26,25,Jalin Hyatt,Tennessee,WR,2023-03-07,21,LOS ANGELES CHARGERS,Tennessee,SEC,25
27,8,Cam Smith,South Carolina,CB,2023-03-07,26,DALLAS COWBOYS,South Carolina,SEC,25
28,28,Calijah Kancey,Pitt,DL,2023-03-07,30,PHILADELPHIA EAGLES,Pennsylvania,ACC,25
29,29,Deonte Banks,Maryland,CB,2023-03-07,34,ARIZONA CARDINALS,Maryland,Big Ten,25
30,27,Dalton Kincaid,Utah,TE,2023-03-07,28,CINCINNATI BENGALS,Utah,Pac 12,25
31,30,Drew Sanders,Arkansas,LB,2023-03-07,32,PITTSBURGH STEELERS,Arkansas,SEC,25
32,28,Zay Flowers,Boston College,WR,2023-03-07,25,NEW YORK GIANTS,Massachusetts,ACC,25
