Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2022-08-16,3,SEATTLE SEAHAWKS,Alabama,SEC,35
2,1,Will Anderson Jr.,Alabama,EDGE,2022-08-16,2,HOUSTON TEXANS,Alabama,SEC,35
3,1,C.J. Stroud,Ohio State,QB,2022-08-16,1,ATLANTA FALCONS,Ohio,Big Ten,35
4,1,Jalen Carter,Georgia,DL,2022-08-16,5,NEW YORK JETS,Georgia,SEC,35
5,1,Jaxon Smith-Njigba,Ohio State,WR,2022-08-16,4,CHICAGO BEARS,Ohio,Big Ten,35
6,1,Kayshon Boutte,LSU,WR,2022-08-16,7,JACKSONVILLE JAGUARS,Louisiana,SEC,35
7,5,Bryan Bresee,Clemson,DL,2022-08-16,9,NEW YORK GIANTS,South Carolina,ACC,35
8,8,Will Levis,Kentucky,QB,2022-08-16,6,DETROIT LIONS,Kentucky,SEC,35
9,6,Myles Murphy,Clemson,EDGE,2022-08-16,8,CAROLINA PANTHERS,South Carolina,ACC,35
10,1,Bijan Robinson,Texas,RB,2022-08-16,12,PHILADELPHIA EAGLES,Texas,Big 12,35
11,8,Eli Ricks,Alabama,CB,2022-08-16,11,PITTSBURGH STEELERS,Alabama,SEC,30
12,9,Michael Mayer,Notre Dame,TE,2022-08-16,17,TENNESSEE TITANS,Indiana,FBS - Independent,30
13,6,Kelee Ringo,Georgia,CB,2022-08-16,First Round,,Georgia,SEC,30
14,4,Paris Johnson Jr.,Ohio State,OT,2022-08-16,10,WASHINGTON COMMANDERS,Ohio,Big Ten,30
15,13,Isaiah Foskey,Notre Dame,EDGE,2022-08-16,29,KANSAS CITY CHIEFS,Indiana,FBS - Independent,30
16,3,Noah Sewell,Oregon,LB,2022-08-16,14,HOUSTON TEXANS,Oregon,Pac 12,30
17,13,Peter Skoronski,Northwestern,OT,2022-08-16,15,LAS VEGAS RAIDERS,Illinois,Big Ten,30
18,15,Cam Smith,South Carolina,CB,2022-08-16,20,ARIZONA CARDINALS,South Carolina,SEC,30
19,6,Jordan Addison,USC,WR,2022-08-16,First Round,,California,Pac 12,30
20,18,Quentin Johnston,TCU,WR,2022-08-16,19,BALTIMORE RAVENS,Texas,Big 12,30
21,2,Trenton Simpson,Clemson,LB,2022-08-16,First Round,,South Carolina,ACC,30
22,22,Anthony Richardson,Florida,QB,2022-08-16,30,TAMPA BAY BUCCANEERS,Florida,SEC,30
23,15,Antonio Johnson,Texas A&M,S,2022-08-16,28,GREEN BAY PACKERS,Texas,SEC,30
24,6,Nolan Smith,Georgia,EDGE,2022-08-16,21,SEATTLE SEAHAWKS,Georgia,SEC,30
25,24,Jordan Battle,Alabama,S,2022-08-16,First Round,,Alabama,SEC,30
26,5,B.J. Ojulari,LSU,EDGE,2022-08-16,First Round,,Louisiana,SEC,25
27,22,Brandon Joseph,Notre Dame,S,2022-08-16,First Round,,Indiana,FBS - Independent,25
28,19,Clark Phillips III,Utah,CB,2022-08-16,46,LAS VEGAS RAIDERS,Utah,Pac 12,25
29,10,Tyler Van Dyke,Miami (FL),QB,2022-08-16,13,MINNESOTA VIKINGS,Florida,ACC,25
30,17,Joey Porter Jr.,Penn State,CB,2022-08-16,18,PHILADELPHIA EAGLES,Pennsylvania,Big Ten,25
31,14,Josh Downs,North Carolina,WR,2022-08-16,16,NEW ENGLAND PATRIOTS,North Carolina,ACC,25
32,21,Jahmyr Gibbs,Alabama,RB,2022-08-16,23,MIAMI DOLPHINS,Alabama,SEC,25
33,23,Malachi Moore,Alabama,S,2022-08-16,33,HOUSTON TEXANS,Alabama,SEC,25
34,17,Jalen Catalon,Arkansas,S,2022-08-16,54,LOS ANGELES CHARGERS,Arkansas,SEC,25
35,29,Jermaine Burton,Alabama,WR,2022-08-16,39,CAROLINA PANTHERS,Alabama,SEC,25
36,29,Gervon Dexter,Florida,DL,2022-08-16,31,BUFFALO BILLS,Florida,SEC,20
37,29,Will McDonald IV,Iowa State,DL,2022-08-16,First Round,,Iowa,Big 12,20
38,25,Henry To'oto'o,Alabama,LB,2022-08-16,26,CINCINNATI BENGALS,Alabama,SEC,20
39,30,Zach Evans,Ole Miss,RB,2022-08-16,62,TAMPA BAY BUCCANEERS,Mississippi,SEC,20
