Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2023-04-16,1,CAROLINA PANTHERS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2023-04-16,2,HOUSTON TEXANS,Ohio,Big Ten,35
3,1,Will Anderson Jr.,Alabama,EDGE,2023-04-16,3,ARIZONA CARDINALS,Alabama,SEC,35
4,4,Anthony Richardson,Florida,QB,2023-04-16,4,INDIANAPOLIS COLTS,Florida,SEC,35
5,1,Jalen Carter,Georgia,DL,2023-04-16,5,SEATTLE SEAHAWKS,Georgia,SEC,35
6,4,Christian Gonzalez,Oregon,CB,2023-04-16,7,LAS VEGAS RAIDERS,Oregon,Pac 12,35
7,5,Tyree Wilson,Texas Tech,EDGE,2023-04-16,8,ATLANTA FALCONS,Texas,Big 12,35
8,5,Devon Witherspoon,Illinois,CB,2023-04-16,6,DETROIT LIONS,Illinois,Big Ten,35
9,5,Will Levis,Kentucky,QB,2023-04-16,11,TENNESSEE TITANS,Kentucky,SEC,35
10,4,Peter Skoronski,Northwestern,OT,2023-04-16,First Round,,Illinois,Big Ten,35
11,7,Paris Johnson Jr.,Ohio State,OT,2023-04-16,9,CHICAGO BEARS,Ohio,Big Ten,30
12,9,Jaxon Smith-Njigba,Ohio State,WR,2023-04-16,12,HOUSTON TEXANS,Ohio,Big Ten,30
13,7,Bijan Robinson,Texas,RB,2023-04-16,26,DALLAS COWBOYS,Texas,Big 12,30
14,6,Joey Porter Jr.,Penn State,CB,2023-04-16,16,WASHINGTON COMMANDERS,Pennsylvania,Big Ten,30
15,4,Myles Murphy,Clemson,EDGE,2023-04-16,19,TAMPA BAY BUCCANEERS,South Carolina,ACC,30
16,11,Lukas Van Ness,Iowa,EDGE,2023-04-16,10,PHILADELPHIA EAGLES,Iowa,Big Ten,30
17,16,Broderick Jones,Georgia,OT,2023-04-16,13,NEW YORK JETS,Georgia,SEC,30
18,17,Nolan Smith,Georgia,EDGE,2023-04-16,20,SEATTLE SEAHAWKS,Georgia,SEC,30
19,6,Quentin Johnston,TCU,WR,2023-04-16,21,LOS ANGELES CHARGERS,Texas,Big 12,30
20,12,Jordan Addison,USC,WR,2023-04-16,22,BALTIMORE RAVENS,California,Pac 12,30
