Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,C.J. Stroud,Ohio State,QB,2022-10-24,3,CAROLINA PANTHERS,Ohio,Big Ten,35
2,1,Will Anderson Jr.,Alabama,EDGE,2022-10-24,2,HOUSTON TEXANS,Alabama,SEC,35
3,1,Bryce Young,Alabama,QB,2022-10-24,1,DETROIT LIONS,Alabama,SEC,35
4,3,Jalen Carter,Georgia,DL,2022-10-24,9,LAS VEGAS RAIDERS,Georgia,SEC,35
5,4,Myles Murphy,Clemson,EDGE,2022-10-24,4,PHILADELPHIA EAGLES,South Carolina,ACC,35
6,4,Kelee Ringo,Georgia,CB,2022-10-24,6,SEATTLE SEAHAWKS,Georgia,SEC,35
7,6,Will Levis,Kentucky,QB,2022-10-24,5,HOUSTON TEXANS,Kentucky,SEC,35
8,5,Bryan Bresee,Clemson,DL,2022-10-24,16,INDIANAPOLIS COLTS,South Carolina,ACC,35
9,7,Jordan Addison,USC,WR,2022-10-24,8,JACKSONVILLE JAGUARS,California,Pac 12,35
10,1,Jaxon Smith-Njigba,Ohio State,WR,2022-10-24,15,GREEN BAY PACKERS,Ohio,Big Ten,35
11,7,Paris Johnson Jr.,Ohio State,OT,2022-10-24,7,PITTSBURGH STEELERS,Ohio,Big Ten,30
12,1,Bijan Robinson,Texas,RB,2022-10-24,12,MIAMI DOLPHINS,Texas,Big 12,30
13,9,Peter Skoronski,Northwestern,OT,2022-10-24,10,CHICAGO BEARS,Illinois,Big Ten,30
14,13,Joey Porter Jr.,Penn State,CB,2022-10-24,14,WASHINGTON COMMANDERS,Pennsylvania,Big Ten,30
15,9,Michael Mayer,Notre Dame,TE,2022-10-24,21,LOS ANGELES CHARGERS,Indiana,FBS - Independent,30
16,14,Cam Smith,South Carolina,CB,2022-10-24,27,MINNESOTA VIKINGS,South Carolina,SEC,30
17,16,Quentin Johnston,TCU,WR,2022-10-24,17,NEW ENGLAND PATRIOTS,Texas,Big 12,30
18,14,Trenton Simpson,Clemson,LB,2022-10-24,11,ATLANTA FALCONS,South Carolina,ACC,30
19,9,Antonio Johnson,Texas A&M,S,2022-10-24,First Round,,Texas,SEC,30
20,12,Isaiah Foskey,Notre Dame,EDGE,2022-10-24,First Round,,Indiana,FBS - Independent,30
21,5,Kayshon Boutte,LSU,WR,2022-10-24,22,BALTIMORE RAVENS,Louisiana,SEC,30
22,20,Tyree Wilson,Texas Tech,DL,2022-10-24,First Round,,Texas,Big 12,30
23,22,Broderick Jones,Georgia,OT,2022-10-24,First Round,,Georgia,SEC,30
24,11,Noah Sewell,Oregon,LB,2022-10-24,26,DALLAS COWBOYS,Oregon,Pac 12,30
25,24,Felix Anudike-Uzomah,Kansas State,EDGE,2022-10-24,23,SEATTLE SEAHAWKS,Kansas,Big 12,30
26,24,Clark Phillips III,Utah,CB,2022-10-24,First Round,,Utah,Pac 12,25
27,11,Jahmyr Gibbs,Alabama,RB,2022-10-24,30,BUFFALO BILLS,Alabama,SEC,25
