Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,C.J. Stroud,Ohio State,QB,2023-03-17,1,CAROLINA PANTHERS,Ohio,Big Ten,35
2,1,Bryce Young,Alabama,QB,2023-03-17,2,HOUSTON TEXANS,Alabama,SEC,35
3,1,Will Anderson Jr.,Alabama,EDGE,2023-03-17,3,ARIZONA CARDINALS,Alabama,SEC,35
4,1,Jalen Carter,Georgia,DL,2023-03-17,5,SEATTLE SEAHAWKS,Georgia,SEC,35
5,5,Christian Gonzalez,Oregon,CB,2023-03-17,6,DETROIT LIONS,Oregon,Pac 12,35
6,5,Anthony Richardson,Florida,QB,2023-03-17,4,INDIANAPOLIS COLTS,Florida,SEC,35
7,2,Tyree Wilson,Texas Tech,EDGE,2023-03-17,8,ATLANTA FALCONS,Texas,Big 12,35
8,5,Devon Witherspoon,Illinois,CB,2023-03-17,10,PHILADELPHIA EAGLES,Illinois,Big Ten,35
9,5,Will Levis,Kentucky,QB,2023-03-17,7,LAS VEGAS RAIDERS,Kentucky,SEC,35
10,7,Paris Johnson Jr.,Ohio State,OT,2023-03-17,11,TENNESSEE TITANS,Ohio,Big Ten,35
11,4,Joey Porter Jr.,Penn State,CB,2023-03-17,16,WASHINGTON COMMANDERS,Pennsylvania,Big Ten,30
12,4,Myles Murphy,Clemson,EDGE,2023-03-17,17,PITTSBURGH STEELERS,South Carolina,ACC,30
13,3,Bijan Robinson,Texas,RB,2023-03-17,18,DETROIT LIONS,Texas,Big 12,30
14,6,Peter Skoronski,Northwestern,OT,2023-03-17,9,CHICAGO BEARS,Illinois,Big Ten,30
15,4,Jaxon Smith-Njigba,Ohio State,WR,2023-03-17,First Round,,Ohio,Big Ten,30
16,6,Quentin Johnston,TCU,WR,2023-03-17,12,HOUSTON TEXANS,Texas,Big 12,30
17,17,Lukas Van Ness,Iowa,EDGE,2023-03-17,First Round,,Iowa,Big Ten,30
18,15,Brian Branch,Alabama,S,2023-03-17,14,NEW ENGLAND PATRIOTS,Alabama,SEC,30
19,11,Jordan Addison,USC,WR,2023-03-17,22,BALTIMORE RAVENS,California,Pac 12,30
20,15,Broderick Jones,Georgia,OT,2023-03-17,13,NEW YORK JETS,Georgia,SEC,30
21,11,Michael Mayer,Notre Dame,TE,2023-03-17,33,HOUSTON TEXANS,Indiana,FBS - Independent,30
22,18,Nolan Smith,Georgia,EDGE,2023-03-17,20,SEATTLE SEAHAWKS,Georgia,SEC,30
23,2,Bryan Bresee,Clemson,DL,2023-03-17,29,NEW ORLEANS SAINTS,South Carolina,ACC,30
24,24,Deonte Banks,Maryland,CB,2023-03-17,23,MINNESOTA VIKINGS,Maryland,Big Ten,30
25,24,Calijah Kancey,Pitt,DL,2023-03-17,First Round,,Pennsylvania,ACC,30
26,26,Dalton Kincaid,Utah,TE,2023-03-17,15,GREEN BAY PACKERS,Utah,Pac 12,25
27,27,Zay Flowers,Boston College,WR,2023-03-17,25,NEW YORK GIANTS,Massachusetts,ACC,25
28,21,O'Cyrus Torrence,Florida,IOL,2023-03-17,24,JACKSONVILLE JAGUARS,Florida,SEC,25
29,9,Cam Smith,South Carolina,CB,2023-03-17,First Round,,South Carolina,SEC,25
30,5,Kelee Ringo,Georgia,CB,2023-03-17,32,PITTSBURGH STEELERS,Georgia,SEC,25
31,26,Anton Harrison,Oklahoma,OT,2023-03-17,31,KANSAS CITY CHIEFS,Oklahoma,Big 12,25
32,24,Jalin Hyatt,Tennessee,WR,2023-03-17,39,CAROLINA PANTHERS,Tennessee,SEC,25
33,24,Darnell Washington,Georgia,TE,2023-03-17,28,CINCINNATI BENGALS,Georgia,SEC,25
34,22,Jahmyr Gibbs,Alabama,RB,2023-03-17,30,PHILADELPHIA EAGLES,Alabama,SEC,25
35,35,Darnell Wright,Tennessee,OT,2023-03-17,19,TAMPA BAY BUCCANEERS,Tennessee,SEC,25
36,35,Dawand Jones,Ohio State,OT,2023-03-17,First Round,,Ohio,Big Ten,20
37,31,Emmanuel Forbes,Mississippi State,CB,2023-03-17,34,ARIZONA CARDINALS,Mississippi,SEC,20
38,28,Drew Sanders,Arkansas,LB,2023-03-17,First Round,,Arkansas,SEC,20
39,38,Mazi Smith,Michigan,DL,2023-03-17,38,LAS VEGAS RAIDERS,Michigan,Big Ten,20
40,27,B.J. Ojulari,LSU,EDGE,2023-03-17,21,LOS ANGELES CHARGERS,Louisiana,SEC,20
41,41,Will McDonald IV,Iowa State,EDGE,2023-03-17,36,LOS ANGELES RAMS,Iowa,Big 12,20
42,19,Trenton Simpson,Clemson,LB,2023-03-17,27,BUFFALO BILLS,South Carolina,ACC,20
