Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2023-04-12,1,CAROLINA PANTHERS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2023-04-12,2,HOUSTON TEXANS,Ohio,Big Ten,35
3,1,Will Anderson Jr.,Alabama,EDGE,2023-04-12,3,ARIZONA CARDINALS,Alabama,SEC,35
4,4,Anthony Richardson,Florida,QB,2023-04-12,4,INDIANAPOLIS COLTS,Florida,SEC,35
5,1,Jalen Carter,Georgia,DL,2023-04-12,5,SEATTLE SEAHAWKS,Georgia,SEC,35
6,4,Christian Gonzalez,Oregon,CB,2023-04-12,8,ATLANTA FALCONS,Oregon,Pac 12,35
7,5,Tyree Wilson,Texas Tech,EDGE,2023-04-12,6,DETROIT LIONS,Texas,Big 12,35
8,5,Devon Witherspoon,Illinois,CB,2023-04-12,7,LAS VEGAS RAIDERS,Illinois,Big Ten,35
9,5,Will Levis,Kentucky,QB,2023-04-12,19,TAMPA BAY BUCCANEERS,Kentucky,SEC,35
10,4,Peter Skoronski,Northwestern,OT,2023-04-12,9,CHICAGO BEARS,Illinois,Big Ten,35
11,10,Jaxon Smith-Njigba,Ohio State,WR,2023-04-12,12,HOUSTON TEXANS,Ohio,Big Ten,30
12,7,Bijan Robinson,Texas,RB,2023-04-12,21,LOS ANGELES CHARGERS,Texas,Big 12,30
13,7,Paris Johnson Jr.,Ohio State,OT,2023-04-12,11,TENNESSEE TITANS,Ohio,Big Ten,30
14,7,Joey Porter Jr.,Penn State,CB,2023-04-12,16,WASHINGTON COMMANDERS,Pennsylvania,Big Ten,30
15,12,Lukas Van Ness,Iowa,EDGE,2023-04-12,10,PHILADELPHIA EAGLES,Iowa,Big Ten,30
16,4,Myles Murphy,Clemson,EDGE,2023-04-12,20,SEATTLE SEAHAWKS,South Carolina,ACC,30
17,6,Quentin Johnston,TCU,WR,2023-04-12,22,BALTIMORE RAVENS,Texas,Big 12,30
18,17,Nolan Smith,Georgia,EDGE,2023-04-12,15,GREEN BAY PACKERS,Georgia,SEC,30
19,16,Broderick Jones,Georgia,OT,2023-04-12,13,NEW YORK JETS,Georgia,SEC,30
