Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2022-12-20,2,CHICAGO BEARS,Alabama,SEC,35
2,1,Bryce Young,Alabama,QB,2022-12-20,1,HOUSTON TEXANS,Alabama,SEC,35
3,3,Jalen Carter,Georgia,DL,2022-12-20,3,SEATTLE SEAHAWKS,Georgia,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2022-12-20,4,DETROIT LIONS,Ohio,Big Ten,35
5,1,Myles Murphy,Clemson,EDGE,2022-12-20,7,ATLANTA FALCONS,South Carolina,ACC,35
6,4,Kelee Ringo,Georgia,CB,2022-12-20,First Round,,Georgia,SEC,35
7,7,Tyree Wilson,Texas Tech,EDGE,2022-12-20,First Round,,Texas,Big 12,35
8,7,Quentin Johnston,TCU,WR,2022-12-20,11,JACKSONVILLE JAGUARS,Texas,Big 12,35
9,7,Will Levis,Kentucky,QB,2022-12-20,6,INDIANAPOLIS COLTS,Kentucky,SEC,35
10,6,Bryan Bresee,Clemson,DL,2022-12-20,12,HOUSTON TEXANS,South Carolina,ACC,35
11,7,Joey Porter Jr.,Penn State,CB,2022-12-20,9,PHILADELPHIA EAGLES,Pennsylvania,Big Ten,30
12,8,Peter Skoronski,Northwestern,OT,2022-12-20,5,ARIZONA CARDINALS,Illinois,Big Ten,30
13,6,Jordan Addison,USC,WR,2022-12-20,16,NEW ENGLAND PATRIOTS,California,Pac 12,30
14,14,Christian Gonzalez,Oregon,CB,2022-12-20,First Round,,Oregon,Pac 12,30
15,1,Bijan Robinson,Texas,RB,2022-12-20,19,TAMPA BAY BUCCANEERS,Texas,Big 12,30
16,9,Michael Mayer,Notre Dame,TE,2022-12-20,14,GREEN BAY PACKERS,Indiana,FBS - Independent,30
17,7,Paris Johnson Jr.,Ohio State,OT,2022-12-20,10,LAS VEGAS RAIDERS,Ohio,Big Ten,30
18,7,Cam Smith,South Carolina,CB,2022-12-20,21,WASHINGTON COMMANDERS,South Carolina,SEC,30
19,4,Jaxon Smith-Njigba,Ohio State,WR,2022-12-20,20,TENNESSEE TITANS,Ohio,Big Ten,30
20,19,Broderick Jones,Georgia,OT,2022-12-20,13,PITTSBURGH STEELERS,Georgia,SEC,30
21,21,Brian Branch,Alabama,S,2022-12-20,24,BALTIMORE RAVENS,Alabama,SEC,30
22,22,Jared Verse,Florida State,EDGE,2022-12-20,15,SEATTLE SEAHAWKS,Florida,ACC,30
23,16,Anthony Richardson,Florida,QB,2022-12-20,8,CAROLINA PANTHERS,Florida,SEC,30
24,11,Isaiah Foskey,Notre Dame,EDGE,2022-12-20,First Round,,Indiana,FBS - Independent,30
25,15,Trenton Simpson,Clemson,LB,2022-12-20,23,NEW YORK GIANTS,South Carolina,ACC,30
26,23,Clark Phillips III,Utah,CB,2022-12-20,29,MINNESOTA VIKINGS,Utah,Pac 12,25
27,3,Jahmyr Gibbs,Alabama,RB,2022-12-20,30,BUFFALO BILLS,Alabama,SEC,25
28,8,Antonio Johnson,Texas A&M,S,2022-12-20,27,CINCINNATI BENGALS,Texas,SEC,25
29,13,Nolan Smith,Georgia,EDGE,2022-12-20,31,PHILADELPHIA EAGLES,Georgia,SEC,25
30,26,O'Cyrus Torrence,Florida,IOL,2022-12-20,First Round,,Florida,SEC,25
31,12,Noah Sewell,Oregon,LB,2022-12-20,36,SEATTLE SEAHAWKS,Oregon,Pac 12,25
32,31,Anton Harrison,Oklahoma,OT,2022-12-20,25,DENVER BRONCOS,Oklahoma,Big 12,25
33,33,Devon Witherspoon,Illinois,CB,2022-12-20,26,DALLAS COWBOYS,Illinois,Big Ten,25
34,29,Jalin Hyatt,Tennessee,WR,2022-12-20,28,KANSAS CITY CHIEFS,Tennessee,SEC,25
35,16,Josh Downs,North Carolina,WR,2022-12-20,42,CLEVELAND BROWNS,North Carolina,ACC,25
36,24,Felix Anudike-Uzomah,Kansas State,EDGE,2022-12-20,First Round,,Kansas,Big 12,20
37,20,B.J. Ojulari,LSU,EDGE,2022-12-20,18,DETROIT LIONS,Louisiana,SEC,20
38,23,Gervon Dexter,Florida,DL,2022-12-20,33,PITTSBURGH STEELERS,Florida,SEC,20
39,23,Siaki Ika,Baylor,DL,2022-12-20,22,LOS ANGELES CHARGERS,Texas,Big 12,20
40,38,Rashee Rice,SMU,WR,2022-12-20,32,HOUSTON TEXANS,Texas,FBS - AAC,20
41,23,Darnell Washington,Georgia,TE,2022-12-20,39,NEW ORLEANS SAINTS,Georgia,SEC,20
42,35,Emmanuel Forbes,Mississippi State,CB,2022-12-20,46,NEW ENGLAND PATRIOTS,Mississippi,SEC,20
43,22,Hendon Hooker,Tennessee,QB,2022-12-20,45,LAS VEGAS RAIDERS,Tennessee,SEC,20
44,21,Andre Carter II,Army,EDGE,2022-12-20,38,CAROLINA PANTHERS,Kansas,FBS - Independent,20
45,39,Drew Sanders,Arkansas,LB,2022-12-20,47,NEW YORK JETS,Arkansas,SEC,20
46,24,Jaelyn Duncan,Maryland,OT,2022-12-20,43,PITTSBURGH STEELERS,Maryland,Big Ten,20
47,20,Henry To'oto'o,Alabama,LB,2022-12-20,48,DETROIT LIONS,Alabama,SEC,20
48,40,John Michael Schmitz,Minnesota,IOL,2022-12-20,58,CINCINNATI BENGALS,Minnesota,Big Ten,20
49,48,Zay Flowers,Boston College,WR,2022-12-20,55,NEW YORK GIANTS,Massachusetts,ACC,20
50,25,Derick Hall,Auburn,EDGE,2022-12-20,50,TAMPA BAY BUCCANEERS,Alabama,SEC,20
51,51,Dalton Kincaid,Utah,TE,2022-12-20,52,WASHINGTON COMMANDERS,Utah,Pac 12,20
52,33,Dawand Jones,Ohio State,OT,2022-12-20,35,ARIZONA CARDINALS,Ohio,Big Ten,20
53,18,Zach Evans,Ole Miss,RB,2022-12-20,53,MIAMI DOLPHINS,Mississippi,SEC,20
54,36,Zach Harrison,Ohio State,EDGE,2022-12-20,61,KANSAS CITY CHIEFS,Ohio,Big Ten,20
55,16,Jordan Battle,Alabama,S,2022-12-20,62,BUFFALO BILLS,Alabama,SEC,20
56,26,Cedric Tillman,Tennessee,WR,2022-12-20,56,CHICAGO BEARS,Tennessee,SEC,20
57,22,Brandon Joseph,Notre Dame,S,2022-12-20,64,HOUSTON TEXANS,Indiana,FBS - Independent,20
58,47,Mazi Smith,Michigan,DL,2022-12-20,41,JACKSONVILLE JAGUARS,Michigan,Big Ten,20
59,41,Zach Charbonnet,UCLA,RB,2022-12-20,First Round,,California,Pac 12,20
60,48,Cody Mauch,North Dakota State,OT,2022-12-20,First Round,,North Dakota,FCS,15
61,12,Eli Ricks,Alabama,CB,2022-12-20,First Round,,Alabama,SEC,15
62,62,Luke Musgrave,Oregon State,TE,2022-12-20,First Round,,Oregon,Pac 12,15
63,38,Andrew Vorhees,USC,IOL,2022-12-20,44,GREEN BAY PACKERS,California,Pac 12,15
64,31,Devon Achane,Texas A&M,RB,2022-12-20,First Round,,Texas,SEC,15
65,24,Garrett Williams,Syracuse,CB,2022-12-20,,,New York,ACC,15
66,54,Tuli Tuipulotu,USC,DL,2022-12-20,40,ATLANTA FALCONS,California,Pac 12,15
67,30,J.L. Skinner,Boise State,S,2022-12-20,59,CAROLINA PANTHERS,Idaho,FBS - Mountain West,15
68,45,Darnell Wright,Tennessee,OT,2022-12-20,,,Tennessee,SEC,15
69,37,Jaylon Jones,Texas A&M,CB,2022-12-20,60,DETROIT LIONS,Texas,SEC,15
70,33,Blake Corum,Michigan,RB,2022-12-20,,,Michigan,Big Ten,15
71,44,Matthew Bergeron,Syracuse,OT,2022-12-20,17,NEW YORK JETS,New York,ACC,10
72,32,Marvin Mims,Oklahoma,WR,2022-12-20,,,Oklahoma,Big 12,10
73,29,Will McDonald IV,Iowa State,DL,2022-12-20,,,Iowa,Big 12,10
74,24,Sean Tucker,Syracuse,RB,2022-12-20,,,New York,ACC,10
75,74,D.J. Turner,Michigan,CB,2022-12-20,51,TENNESSEE TITANS,Michigan,Big Ten,10
76,48,Jarrett Patterson,Notre Dame,IOL,2022-12-20,,,Indiana,FBS - Independent,10
77,43,Jaquelin Roy,LSU,DL,2022-12-20,,,Louisiana,SEC,10
78,70,Jammie Robinson,Florida State,S,2022-12-20,,,Florida,ACC,10
79,44,Blake Freeland,BYU,OT,2022-12-20,,,Utah,FBS - Independent,10
80,70,Kyu Blu Kelly,Stanford,CB,2022-12-20,,,California,Pac 12,10
81,28,Tanner McKee,Stanford,QB,2022-12-20,,,California,Pac 12,10
82,52,Sedrick Van Pran,Georgia,IOL,2022-12-20,,,Georgia,SEC,10
83,54,Chris Smith II,Georgia,S,2022-12-20,54,LOS ANGELES CHARGERS,Georgia,SEC,10
84,45,Jack Campbell,Iowa,LB,2022-12-20,,,Iowa,Big Ten,10
85,75,DeMarvion Overshown,Texas,LB,2022-12-20,,,Texas,Big 12,10
86,66,Tre'Vius Hodges-Tomlinson,TCU,CB,2022-12-20,,,Texas,Big 12,10
87,18,Tank Bigsby,Auburn,RB,2022-12-20,,,Alabama,SEC,10
88,56,Jaren Hall,BYU,QB,2022-12-20,,,Utah,FBS - Independent,10
89,45,Lukas Van Ness,Iowa,DL,2022-12-20,,,Iowa,Big Ten,10
90,39,Zion Nelson,Miami (FL),OT,2022-12-20,,,Florida,ACC,10
91,40,Zacch Pickens,South Carolina,DL,2022-12-20,,,South Carolina,SEC,10
92,39,Malachi Moore,Alabama,S,2022-12-20,,,Alabama,SEC,10
93,59,Cooper Beebe,Kansas State,OT,2022-12-20,,,Kansas,Big 12,10
94,62,Sam LaPorta,Iowa,TE,2022-12-20,,,Iowa,Big Ten,10
95,83,Julius Brents,Kansas State,CB,2022-12-20,,,Kansas,Big 12,10
96,62,Mekhi Garner,LSU,CB,2022-12-20,,,Louisiana,SEC,10
