Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2023-03-12,2,HOUSTON TEXANS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2023-03-12,1,CAROLINA PANTHERS,Ohio,Big Ten,35
3,1,Will Anderson Jr.,Alabama,EDGE,2023-03-12,3,ARIZONA CARDINALS,Alabama,SEC,35
4,1,Jalen Carter,Georgia,DL,2023-03-12,5,SEATTLE SEAHAWKS,Georgia,SEC,35
5,2,Tyree Wilson,Texas Tech,EDGE,2023-03-12,8,ATLANTA FALCONS,Texas,Big 12,35
6,6,Anthony Richardson,Florida,QB,2023-03-12,4,INDIANAPOLIS COLTS,Florida,SEC,35
7,6,Christian Gonzalez,Oregon,CB,2023-03-12,6,DETROIT LIONS,Oregon,Pac 12,35
8,5,Will Levis,Kentucky,QB,2023-03-12,7,LAS VEGAS RAIDERS,Kentucky,SEC,35
9,5,Devon Witherspoon,Illinois,CB,2023-03-12,10,PHILADELPHIA EAGLES,Illinois,Big Ten,35
10,7,Paris Johnson Jr.,Ohio State,OT,2023-03-12,9,CHICAGO BEARS,Ohio,Big Ten,35
11,4,Joey Porter Jr.,Penn State,CB,2023-03-12,14,NEW ENGLAND PATRIOTS,Pennsylvania,Big Ten,30
12,4,Myles Murphy,Clemson,EDGE,2023-03-12,First Round,,South Carolina,ACC,30
13,3,Bijan Robinson,Texas,RB,2023-03-12,18,DETROIT LIONS,Texas,Big 12,30
14,6,Peter Skoronski,Northwestern,OT,2023-03-12,11,TENNESSEE TITANS,Illinois,Big Ten,30
15,6,Quentin Johnston,TCU,WR,2023-03-12,12,HOUSTON TEXANS,Texas,Big 12,30
16,4,Jaxon Smith-Njigba,Ohio State,WR,2023-03-12,23,BALTIMORE RAVENS,Ohio,Big Ten,30
17,17,Lukas Van Ness,Iowa,EDGE,2023-03-12,First Round,,Iowa,Big Ten,30
18,12,Jordan Addison,USC,WR,2023-03-12,26,NEW YORK GIANTS,California,Pac 12,30
19,15,Brian Branch,Alabama,S,2023-03-12,19,TAMPA BAY BUCCANEERS,Alabama,SEC,30
20,16,Broderick Jones,Georgia,OT,2023-03-12,13,NEW YORK JETS,Georgia,SEC,30
21,11,Michael Mayer,Notre Dame,TE,2023-03-12,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
22,9,Nolan Smith,Georgia,EDGE,2023-03-12,First Round,,Georgia,SEC,30
23,2,Bryan Bresee,Clemson,DL,2023-03-12,First Round,,South Carolina,ACC,30
24,24,Deonte Banks,Maryland,CB,2023-03-12,17,PITTSBURGH STEELERS,Maryland,Big Ten,30
25,25,Calijah Kancey,Pitt,DL,2023-03-12,30,NEW ORLEANS SAINTS,Pennsylvania,ACC,30
26,26,Dalton Kincaid,Utah,TE,2023-03-12,27,DALLAS COWBOYS,Utah,Pac 12,25
27,21,O'Cyrus Torrence,Florida,IOL,2023-03-12,20,SEATTLE SEAHAWKS,Florida,SEC,25
28,5,Kelee Ringo,Georgia,CB,2023-03-12,24,MINNESOTA VIKINGS,Georgia,SEC,25
29,9,Cam Smith,South Carolina,CB,2023-03-12,41,NEW ORLEANS SAINTS,South Carolina,SEC,25
30,27,Zay Flowers,Boston College,WR,2023-03-12,47,NEW ENGLAND PATRIOTS,Massachusetts,ACC,25
31,24,Jalin Hyatt,Tennessee,WR,2023-03-12,22,LOS ANGELES CHARGERS,Tennessee,SEC,25
32,26,Anton Harrison,Oklahoma,OT,2023-03-12,29,CINCINNATI BENGALS,Oklahoma,Big 12,25
33,24,Darnell Washington,Georgia,TE,2023-03-12,25,JACKSONVILLE JAGUARS,Georgia,SEC,25
34,22,Jahmyr Gibbs,Alabama,RB,2023-03-12,31,PHILADELPHIA EAGLES,Alabama,SEC,25
35,35,Darnell Wright,Tennessee,OT,2023-03-12,16,WASHINGTON COMMANDERS,Tennessee,SEC,25
36,35,Dawand Jones,Ohio State,OT,2023-03-12,33,PITTSBURGH STEELERS,Ohio,Big Ten,20
37,31,Emmanuel Forbes,Mississippi State,CB,2023-03-12,First Round,,Mississippi,SEC,20
38,28,Drew Sanders,Arkansas,LB,2023-03-12,28,BUFFALO BILLS,Arkansas,SEC,20
39,17,Trenton Simpson,Clemson,LB,2023-03-12,34,HOUSTON TEXANS,South Carolina,ACC,20
40,39,Mazi Smith,Michigan,DL,2023-03-12,49,DETROIT LIONS,Michigan,Big Ten,20
41,20,Antonio Johnson,Texas A&M,S,2023-03-12,44,NEW YORK JETS,Texas,SEC,20
42,37,Keion White,Georgia Tech,EDGE,2023-03-12,First Round,,Georgia,ACC,20
43,43,Will McDonald IV,Iowa State,EDGE,2023-03-12,32,KANSAS CITY CHIEFS,Iowa,Big 12,20
44,35,Luke Musgrave,Oregon State,TE,2023-03-12,46,GREEN BAY PACKERS,Oregon,Pac 12,20
45,27,B.J. Ojulari,LSU,EDGE,2023-03-12,43,CLEVELAND BROWNS,Louisiana,SEC,20
46,27,Josh Downs,North Carolina,WR,2023-03-12,40,CAROLINA PANTHERS,North Carolina,ACC,20
47,39,Jack Campbell,Iowa,LB,2023-03-12,58,NEW YORK GIANTS,Iowa,Big Ten,20
48,32,Felix Anudike-Uzomah,Kansas State,EDGE,2023-03-12,42,TENNESSEE TITANS,Kansas,Big 12,20
49,22,Clark Phillips III,Utah,CB,2023-03-12,45,ATLANTA FALCONS,Utah,Pac 12,20
50,17,Isaiah Foskey,Notre Dame,EDGE,2023-03-12,First Round,,Indiana,FBS - Independent,20
51,36,Tuli Tuipulotu,USC,DL,2023-03-12,First Round,,California,Pac 12,20
52,49,Zach Charbonnet,UCLA,RB,2023-03-12,First Round,,California,Pac 12,20
53,46,Cody Mauch,North Dakota State,IOL,2023-03-12,39,LAS VEGAS RAIDERS,North Dakota,FCS,20
54,41,John Michael Schmitz,Minnesota,IOL,2023-03-12,48,WASHINGTON COMMANDERS,Minnesota,Big Ten,20
55,52,Adetomiwa Adebawore,Northwestern,EDGE,2023-03-12,54,CHICAGO BEARS,Illinois,Big Ten,20
56,25,Siaki Ika,Baylor,DL,2023-03-12,50,PITTSBURGH STEELERS,Texas,Big 12,20
57,56,Steve Avila,TCU,IOL,2023-03-12,35,ARIZONA CARDINALS,Texas,Big 12,20
58,39,Derick Hall,Auburn,EDGE,2023-03-12,37,LOS ANGELES RAMS,Alabama,SEC,20
59,45,Tyrique Stevenson,Miami (FL),CB,2023-03-12,53,SEATTLE SEAHAWKS,Florida,ACC,20
60,59,Sam LaPorta,Iowa,TE,2023-03-12,61,CINCINNATI BENGALS,Iowa,Big Ten,15
61,43,Devon Achane,Texas A&M,RB,2023-03-12,63,PHILADELPHIA EAGLES,Texas,SEC,15
62,22,Hendon Hooker,Tennessee,QB,2023-03-12,First Round,,Tennessee,SEC,15
63,62,Daiyan Henley,Washington State,LB,2023-03-12,First Round,,Washington,Pac 12,15
64,53,D.J. Turner,Michigan,CB,2023-03-12,38,SEATTLE SEAHAWKS,Michigan,Big Ten,15
65,42,Keeanu Benton,Wisconsin,DL,2023-03-12,,,Wisconsin,Big Ten,15
66,46,Matthew Bergeron,Syracuse,OT,2023-03-12,,,New York,ACC,15
67,61,Julius Brents,Kansas State,CB,2023-03-12,51,TAMPA BAY BUCCANEERS,Kansas,Big 12,15
68,46,Tucker Kraft,South Dakota State,TE,2023-03-12,,,South Dakota,FCS,15
69,36,Gervon Dexter,Florida,DL,2023-03-12,,,Florida,SEC,15
70,49,Chris Smith II,Georgia,S,2023-03-12,,,Georgia,SEC,15
71,50,Zach Harrison,Ohio State,EDGE,2023-03-12,,,Ohio,Big Ten,10
72,71,Sydney Brown,Illinois,S,2023-03-12,56,DETROIT LIONS,Illinois,Big Ten,10
73,48,Cedric Tillman,Tennessee,WR,2023-03-12,65,CHICAGO BEARS,Tennessee,SEC,10
74,48,Joe Tippmann,Wisconsin,IOL,2023-03-12,,,Wisconsin,Big Ten,10
75,45,Jordan Battle,Alabama,S,2023-03-12,60,BUFFALO BILLS,Alabama,SEC,10
76,32,Rashee Rice,SMU,WR,2023-03-12,,,Texas,FBS - AAC,10
77,44,Eli Ricks,Alabama,CB,2023-03-12,,,Alabama,SEC,10
78,18,Andre Carter II,Army,EDGE,2023-03-12,,,Kansas,FBS - Independent,10
79,36,Henry To'oto'o,Alabama,LB,2023-03-12,,,Alabama,SEC,10
80,68,Jammie Robinson,Florida State,S,2023-03-12,,,Florida,ACC,10
81,59,Luke Wypler,Ohio State,IOL,2023-03-12,,,Ohio,Big Ten,10
82,35,Jaelyn Duncan,Maryland,OT,2023-03-12,,,Maryland,Big Ten,10
83,28,Noah Sewell,Oregon,LB,2023-03-12,55,LOS ANGELES CHARGERS,Oregon,Pac 12,10
84,19,Kayshon Boutte,LSU,WR,2023-03-12,,,Louisiana,SEC,10
85,54,Kyu Blu Kelly,Stanford,CB,2023-03-12,,,California,Pac 12,10
86,51,Marvin Mims,Oklahoma,WR,2023-03-12,,,Oklahoma,Big 12,10
