Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2022-06-07,3,DETROIT LIONS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2022-06-07,First Round,,Ohio,Big Ten,35
3,2,Will Anderson Jr.,Alabama,EDGE,2022-06-07,First Round,,Alabama,SEC,35
4,4,Jalen Carter,Georgia,DL,2022-06-07,5,NEW YORK JETS,Georgia,SEC,35
5,4,Jaxon Smith-Njigba,Ohio State,WR,2022-06-07,6,JACKSONVILLE JAGUARS,Ohio,Big Ten,35
6,6,Kelee Ringo,Georgia,CB,2022-06-07,First Round,,Georgia,SEC,35
7,5,Bryan Bresee,Clemson,DL,2022-06-07,15,MIAMI DOLPHINS,South Carolina,ACC,35
8,7,Bijan Robinson,Texas,RB,2022-06-07,14,LAS VEGAS RAIDERS,Texas,Big 12,35
9,8,Kayshon Boutte,LSU,WR,2022-06-07,8,CHICAGO BEARS,Louisiana,SEC,35
10,8,Jordan Addison,USC,WR,2022-06-07,20,BALTIMORE RAVENS,California,Pac 12,35
11,9,Paris Johnson Jr.,Ohio State,OT,2022-06-07,First Round,,Ohio,Big Ten,30
12,11,Noah Sewell,Oregon,LB,2022-06-07,22,SEATTLE SEAHAWKS,Oregon,Pac 12,30
13,11,Nolan Smith,Georgia,EDGE,2022-06-07,First Round,,Georgia,SEC,30
14,14,Isaiah Foskey,Notre Dame,EDGE,2022-06-07,11,PITTSBURGH STEELERS,Indiana,FBS - Independent,30
15,14,Will Levis,Kentucky,QB,2022-06-07,7,CAROLINA PANTHERS,Kentucky,SEC,30
16,8,Myles Murphy,Clemson,EDGE,2022-06-07,2,HOUSTON TEXANS,South Carolina,ACC,30
17,12,Michael Mayer,Notre Dame,TE,2022-06-07,9,NEW YORK GIANTS,Indiana,FBS - Independent,30
18,16,Cam Smith,South Carolina,CB,2022-06-07,10,WASHINGTON COMMANDERS,South Carolina,SEC,30
19,7,Eli Ricks,Alabama,CB,2022-06-07,13,PHILADELPHIA EAGLES,Alabama,SEC,30
20,10,Peter Skoronski,Northwestern,OT,2022-06-07,17,TENNESSEE TITANS,Illinois,Big Ten,30
21,6,Tyler Van Dyke,Miami (FL),QB,2022-06-07,4,SEATTLE SEAHAWKS,Florida,ACC,30
22,1,B.J. Ojulari,LSU,EDGE,2022-06-07,First Round,,Louisiana,SEC,30
23,20,Joey Porter Jr.,Penn State,CB,2022-06-07,First Round,,Pennsylvania,Big Ten,30
24,13,Trenton Simpson,Clemson,LB,2022-06-07,First Round,,South Carolina,ACC,30
25,20,Jahmyr Gibbs,Alabama,RB,2022-06-07,24,MIAMI DOLPHINS,Alabama,SEC,30
26,21,Brandon Joseph,Notre Dame,S,2022-06-07,29,GREEN BAY PACKERS,Indiana,FBS - Independent,25
27,27,Arik Gilbert,Georgia,TE,2022-06-07,27,CINCINNATI BENGALS,Georgia,SEC,25
28,23,Zion Tupuola-Fetui,Washington,EDGE,2022-06-07,First Round,,Washington,Pac 12,25
29,28,Henry To'oto'o,Alabama,LB,2022-06-07,28,DETROIT LIONS,Alabama,SEC,25
30,23,Marvin Mims,Oklahoma,WR,2022-06-07,First Round,,Oklahoma,Big 12,25
31,17,Josh Downs,North Carolina,WR,2022-06-07,18,HOUSTON TEXANS,North Carolina,ACC,25
32,20,Jalen Catalon,Arkansas,S,2022-06-07,32,BUFFALO BILLS,Arkansas,SEC,25
33,19,Clark Phillips III,Utah,CB,2022-06-07,First Round,,Utah,Pac 12,25
34,2,Zion Nelson,Miami (FL),OT,2022-06-07,First Round,,Florida,ACC,25
35,35,Antonio Johnson,Texas A&M,S,2022-06-07,26,DALLAS COWBOYS,Texas,SEC,25
36,35,Gervon Dexter,Florida,DL,2022-06-07,First Round,,Florida,SEC,20
37,36,Jaquelin Roy,LSU,DL,2022-06-07,First Round,,Louisiana,SEC,20
38,34,Habakkuk Baldonado,Pitt,EDGE,2022-06-07,First Round,,Pennsylvania,ACC,20
39,33,Tony Grimes,North Carolina,CB,2022-06-07,First Round,,North Carolina,ACC,20
40,37,Zach Harrison,Ohio State,EDGE,2022-06-07,First Round,,Ohio,Big Ten,20
41,41,Anton Harrison,Oklahoma,OT,2022-06-07,23,LOS ANGELES CHARGERS,Oklahoma,Big 12,20
42,26,Tre'Vius Hodges-Tomlinson,TCU,CB,2022-06-07,First Round,,Texas,Big 12,20
