Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Jalen Carter,Georgia,DL,2023-01-05,2,CHICAGO BEARS,Georgia,SEC,35
2,1,Bryce Young,Alabama,QB,2023-01-05,1,HOUSTON TEXANS,Alabama,SEC,35
3,1,Will Anderson Jr.,Alabama,EDGE,2023-01-05,3,SEATTLE SEAHAWKS,Alabama,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2023-01-05,5,INDIANAPOLIS COLTS,Ohio,Big Ten,35
5,5,Myles Murphy,Clemson,EDGE,2023-01-05,4,ARIZONA CARDINALS,South Carolina,ACC,35
6,6,Will Levis,Kentucky,QB,2023-01-05,9,CAROLINA PANTHERS,Kentucky,SEC,35
7,7,Tyree Wilson,Texas Tech,EDGE,2023-01-05,7,ATLANTA FALCONS,Texas,Big 12,35
8,5,Kelee Ringo,Georgia,CB,2023-01-05,10,PHILADELPHIA EAGLES,Georgia,SEC,35
9,9,Christian Gonzalez,Oregon,CB,2023-01-05,14,WASHINGTON COMMANDERS,Oregon,Pac 12,35
10,6,Bryan Bresee,Clemson,DL,2023-01-05,6,DETROIT LIONS,South Carolina,ACC,35
11,9,Bijan Robinson,Texas,RB,2023-01-05,20,TAMPA BAY BUCCANEERS,Texas,Big 12,30
12,6,Jordan Addison,USC,WR,2023-01-05,12,HOUSTON TEXANS,California,Pac 12,30
13,12,Cam Smith,South Carolina,CB,2023-01-05,21,NEW ENGLAND PATRIOTS,South Carolina,SEC,30
14,7,Paris Johnson Jr.,Ohio State,OT,2023-01-05,First Round,,Ohio,Big Ten,30
15,7,Quentin Johnston,TCU,WR,2023-01-05,11,TENNESSEE TITANS,Texas,Big 12,30
16,4,Jaxon Smith-Njigba,Ohio State,WR,2023-01-05,22,NEW YORK GIANTS,Ohio,Big Ten,30
17,16,Jared Verse,Florida State,EDGE,2023-01-05,18,SEATTLE SEAHAWKS,Florida,ACC,30
18,11,Michael Mayer,Notre Dame,TE,2023-01-05,16,GREEN BAY PACKERS,Indiana,FBS - Independent,30
