Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2022-10-31,2,HOUSTON TEXANS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2022-10-31,First Round,,Ohio,Big Ten,35
3,1,Bryce Young,Alabama,QB,2022-10-31,1,DETROIT LIONS,Alabama,SEC,35
4,3,Jalen Carter,Georgia,DL,2022-10-31,5,JACKSONVILLE JAGUARS,Georgia,SEC,35
5,4,Myles Murphy,Clemson,EDGE,2022-10-31,8,TAMPA BAY BUCCANEERS,South Carolina,ACC,35
6,6,Will Levis,Kentucky,QB,2022-10-31,3,CAROLINA PANTHERS,Kentucky,SEC,35
7,4,Kelee Ringo,Georgia,CB,2022-10-31,6,LAS VEGAS RAIDERS,Georgia,SEC,35
8,5,Bryan Bresee,Clemson,DL,2022-10-31,7,HOUSTON TEXANS,South Carolina,ACC,35
9,8,Jordan Addison,USC,WR,2022-10-31,13,GREEN BAY PACKERS,California,Pac 12,35
10,1,Jaxon Smith-Njigba,Ohio State,WR,2022-10-31,First Round,,Ohio,Big Ten,35
11,1,Bijan Robinson,Texas,RB,2022-10-31,19,ATLANTA FALCONS,Texas,Big 12,30
12,9,Peter Skoronski,Northwestern,OT,2022-10-31,15,INDIANAPOLIS COLTS,Illinois,Big Ten,30
13,7,Paris Johnson Jr.,Ohio State,OT,2022-10-31,First Round,,Ohio,Big Ten,30
14,13,Joey Porter Jr.,Penn State,CB,2022-10-31,11,ARIZONA CARDINALS,Pennsylvania,Big Ten,30
15,9,Michael Mayer,Notre Dame,TE,2022-10-31,20,MIAMI DOLPHINS,Indiana,FBS - Independent,30
16,14,Cam Smith,South Carolina,CB,2022-10-31,18,CINCINNATI BENGALS,South Carolina,SEC,30
17,16,Quentin Johnston,TCU,WR,2022-10-31,12,CHICAGO BEARS,Texas,Big 12,30
18,15,Trenton Simpson,Clemson,LB,2022-10-31,17,WASHINGTON COMMANDERS,South Carolina,ACC,30
19,5,Kayshon Boutte,LSU,WR,2022-10-31,27,NEW YORK GIANTS,Louisiana,SEC,30
20,18,Tyree Wilson,Texas Tech,DL,2022-10-31,16,NEW ENGLAND PATRIOTS,Texas,Big 12,30
21,9,Antonio Johnson,Texas A&M,S,2022-10-31,First Round,,Texas,SEC,30
22,12,Isaiah Foskey,Notre Dame,EDGE,2022-10-31,25,KANSAS CITY CHIEFS,Indiana,FBS - Independent,30
23,23,Clark Phillips III,Utah,CB,2022-10-31,First Round,,Utah,Pac 12,30
24,14,Nolan Smith,Georgia,EDGE,2022-10-31,First Round,,Georgia,SEC,30
25,11,Jahmyr Gibbs,Alabama,RB,2022-10-31,31,PHILADELPHIA EAGLES,Alabama,SEC,30
26,23,Broderick Jones,Georgia,OT,2022-10-31,First Round,,Georgia,SEC,25
27,11,Noah Sewell,Oregon,LB,2022-10-31,33,HOUSTON TEXANS,Oregon,Pac 12,25
28,24,Felix Anudike-Uzomah,Kansas State,EDGE,2022-10-31,32,DETROIT LIONS,Kansas,Big 12,25
29,23,B.J. Ojulari,LSU,EDGE,2022-10-31,29,MINNESOTA VIKINGS,Louisiana,SEC,25
30,26,Jaelyn Duncan,Maryland,OT,2022-10-31,23,NEW YORK JETS,Maryland,Big Ten,25
31,26,Andre Carter II,Army,EDGE,2022-10-31,37,CLEVELAND BROWNS,Kansas,FBS - Independent,25
32,23,Josh Downs,North Carolina,WR,2022-10-31,First Round,,North Carolina,ACC,25
33,27,Gervon Dexter,Florida,DL,2022-10-31,9,PHILADELPHIA EAGLES,Florida,SEC,25
34,24,Henry To'oto'o,Alabama,LB,2022-10-31,14,DETROIT LIONS,Alabama,SEC,25
35,29,Siaki Ika,Baylor,DL,2022-10-31,48,NEW ENGLAND PATRIOTS,Texas,Big 12,25
36,35,Anton Harrison,Oklahoma,OT,2022-10-31,38,LAS VEGAS RAIDERS,Oklahoma,Big 12,20
37,34,Jared Verse,Florida State,EDGE,2022-10-31,41,ARIZONA CARDINALS,Florida,ACC,20
38,21,Hendon Hooker,Tennessee,QB,2022-10-31,22,SEATTLE SEAHAWKS,Tennessee,SEC,20
39,19,Anthony Richardson,Florida,QB,2022-10-31,46,INDIANAPOLIS COLTS,Florida,SEC,20
40,30,Garrett Williams,Syracuse,CB,2022-10-31,First Round,,New York,ACC,20
41,31,Olumuyiwa Fashanu,Penn State,OT,2022-10-31,4,PITTSBURGH STEELERS,Pennsylvania,Big Ten,20
42,25,Christian Gonzalez,Oregon,CB,2022-10-31,24,BALTIMORE RAVENS,Oregon,Pac 12,20
43,37,O'Cyrus Torrence,Florida,IOL,2022-10-31,28,TENNESSEE TITANS,Florida,SEC,20
44,19,Jordan Battle,Alabama,S,2022-10-31,44,TAMPA BAY BUCCANEERS,Alabama,SEC,20
