Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2022-02-19,,,Alabama,SEC,35
2,2,Bryce Young,Alabama,QB,2022-02-19,,,Alabama,SEC,35
3,3,C.J. Stroud,Ohio State,QB,2022-02-19,,,Ohio,Big Ten,35
4,4,Jaxon Smith-Njigba,Ohio State,WR,2022-02-19,,,Ohio,Big Ten,35
5,5,Bijan Robinson,Texas,RB,2022-02-19,,,Texas,Big 12,35
6,6,Bryan Bresee,Clemson,DL,2022-02-19,,,South Carolina,ACC,35
7,7,Myles Murphy,Clemson,DL,2022-02-19,,,South Carolina,ACC,35
8,8,B.J. Ojulari,LSU,EDGE,2022-02-19,,,Louisiana,SEC,35
9,9,Michael Mayer,Notre Dame,TE,2022-02-19,,,Indiana,FBS - Independent,35
10,8,Jalen Carter,Georgia,DL,2022-02-19,,,Georgia,SEC,35
11,11,Kelee Ringo,Georgia,CB,2022-02-19,,,Georgia,SEC,30
12,12,Jahmyr Gibbs,Alabama,RB,2022-02-19,,,Alabama,SEC,30
13,13,Malachi Moore,Alabama,S,2022-02-19,,,Alabama,SEC,30
14,14,Paris Johnson Jr.,Ohio State,OT,2022-02-19,,,Ohio,Big Ten,30
15,15,Trenton Simpson,Clemson,LB,2022-02-19,,,South Carolina,ACC,30
16,1,Brandon Joseph,Notre Dame,S,2022-02-19,,,Indiana,FBS - Independent,30
17,6,Isaiah Foskey,Notre Dame,DL,2022-02-19,,,Indiana,FBS - Independent,30
18,18,Eli Ricks,Alabama,CB,2022-02-19,,,Alabama,SEC,30
19,19,Kayshon Boutte,LSU,WR,2022-02-19,,,Louisiana,SEC,30
20,4,Nolan Smith,Georgia,EDGE,2022-02-19,,,Georgia,SEC,30
21,1,Spencer Rattler,South Carolina,QB,2022-02-19,,,South Carolina,SEC,30
22,22,Byron Young,Alabama,DL,2022-02-19,,,Alabama,SEC,30
23,23,Jordan Addison,Pitt,WR,2022-02-19,,,Pennsylvania,ACC,30
24,24,Zach Evans,Ole Miss,RB,2022-02-19,,,Mississippi,SEC,30
25,16,Marvin Mims,Oklahoma,WR,2022-02-19,,,Oklahoma,Big 12,30
26,18,Noah Sewell,Oregon,LB,2022-02-19,,,Oregon,Pac 12,25
27,15,Phil Jurkovec,Boston College,QB,2022-02-19,,,Massachusetts,ACC,25
28,28,Tank Bigsby,Auburn,RB,2022-02-19,,,Alabama,SEC,25
29,9,Joey Porter Jr.,Penn State,CB,2022-02-19,,,Pennsylvania,Big Ten,25
30,3,Henry To'oto'o,Alabama,EDGE,2022-02-19,,,Alabama,SEC,25
31,26,Derick Hall,Auburn,EDGE,2022-02-19,,,Alabama,SEC,25
32,17,Zion Tupuola-Fetui,Washington,EDGE,2022-02-19,,,Washington,Pac 12,25
33,22,Garrett Williams,Syracuse,CB,2022-02-19,,,New York,ACC,25
34,34,Justin Eboigbe,Alabama,DL,2022-02-19,,,Alabama,SEC,25
35,3,Jahleel Billingsley,Texas,TE,2022-02-19,,,Texas,Big 12,25
36,36,Sedrick Van Pran,Georgia,IOL,2022-02-19,,,Georgia,SEC,20
37,32,Sam LaPorta,Iowa,TE,2022-02-19,,,Iowa,Big Ten,20
38,8,Ainias Smith,Texas A&M,WR,2022-02-19,,,Texas,SEC,20
39,39,Dawand Jones,Ohio State,OT,2022-02-19,,,Ohio,Big Ten,20
40,1,Jordan Battle,Alabama,S,2022-02-19,,,Alabama,SEC,20
41,41,Antonio Johnson,Texas A&M,CB,2022-02-19,,,Texas,SEC,20
42,42,Rakim Jarrett,Maryland,WR,2022-02-19,,,Maryland,Big Ten,20
43,11,Jarrett Patterson,Notre Dame,IOL,2022-02-19,,,Indiana,FBS - Independent,20
44,17,Demani Richardson,Texas A&M,S,2022-02-19,,,Texas,SEC,20
45,45,Robert Scott Jr.,Florida State,OT,2022-02-19,,,Florida,ACC,20
46,46,Will McDonald IV,Coastal Carolina,IOL,2022-02-19,,,South Carolina,FCS,20
47,2,Jalen Catalon,Arkansas,S,2022-02-19,,,Arkansas,SEC,20
48,32,Hendon Hooker,Tennessee,QB,2022-02-19,,,Tennessee,SEC,20
49,10,John Michael Schmitz,Minnesota,IOL,2022-02-19,,,Minnesota,Big Ten,20
50,4,Jack Campbell,Iowa,LB,2022-02-19,,,Iowa,Big Ten,20
51,51,DeMarcco Hellams,Alabama,S,2022-02-19,,,Alabama,SEC,20
52,14,Ricky Stromberg,Arkansas,IOL,2022-02-19,,,Arkansas,SEC,20
53,53,Devon Achane,Texas A&M,RB,2022-02-19,,,Texas,SEC,20
54,54,Kyu Blu Kelly,Stanford,CB,2022-02-19,,,California,Pac 12,20
55,47,Dalton Kincaid,Utah,TE,2022-02-19,,,Utah,Pac 12,20
56,56,Rashad Torrence II,Florida,S,2022-02-19,,,Florida,SEC,20
57,13,Ochaun Mathis,Texas,DL,2022-02-19,,,Texas,Big 12,20
58,58,Peter Skoronski,Northwestern,OT,2022-02-19,,,Illinois,Big Ten,20
59,59,Blake Freeland,BYU,OT,2022-02-19,,,Utah,FBS - Independent,20
60,1,Zach Harrison,Ohio State,DL,2022-02-19,,,Ohio,Big Ten,15
61,40,Jaelyn Duncan,Maryland,OT,2022-02-19,,,Maryland,Big Ten,15
62,62,Parker Washington,Penn State,WR,2022-02-19,,,Pennsylvania,Big Ten,15
63,63,Carter Warren,Pitt,IOL,2022-02-19,,,Pennsylvania,ACC,15
64,35,Justin Flowe,Oregon,LB,2022-02-19,,,Oregon,Pac 12,15
65,14,Tre'Vius Hodges-Tomlinson,TCU,CB,2022-02-19,,,Texas,Big 12,15
66,4,Zach Charbonnet,UCLA,RB,2022-02-19,,,California,Pac 12,15
67,42,Payton Wilson,NC State,EDGE,2022-02-19,,,North Carolina,ACC,15
68,68,Quentin Johnston,TCU,WR,2022-02-19,,,Texas,Big 12,15
69,69,Xavier Hutchinson,Iowa State,WR,2022-02-19,,,Iowa,Big 12,15
70,70,Broderick Jones,Georgia,OT,2022-02-19,,,Georgia,SEC,15
71,19,Tiawan Mullen,Indiana,CB,2022-02-19,,,Indiana,Big Ten,10
72,72,Robert Beal Jr.,Georgia,EDGE,2022-02-19,,,Georgia,SEC,10
73,73,Walker Parks,Clemson,OT,2022-02-19,,,South Carolina,ACC,10
74,74,Nathan Pickering,Mississippi State,DL,2022-02-19,,,Mississippi,SEC,10
75,75,Lukas Van Ness,Iowa,DL,2022-02-19,,,Iowa,Big Ten,10
76,10,DeMarvion Overshown,Texas,EDGE,2022-02-19,,,Texas,Big 12,10
77,47,BeeJay Williamson,Louisiana Tech,S,2022-02-19,,,Louisiana,FBS - CUSA,10
78,78,Jaren Hall,BYU,QB,2022-02-19,,,Utah,FBS - Independent,10
79,38,Zacch Pickens,South Carolina,DL,2022-02-19,,,South Carolina,SEC,10
80,6,Zay Flowers,Boston College,WR,2022-02-19,,,Massachusetts,ACC,10
81,6,Brenton Cox Jr.,Florida,EDGE,2022-02-19,,,Florida,SEC,10
82,82,Deuce Vaughn,Kansas State,RB,2022-02-19,,,Kansas,Big 12,10
83,19,Josh Whyle,Cincinnati,TE,2022-02-19,,,Ohio,FBS - AAC,10
84,10,Jonathan Mingo,Ole Miss,WR,2022-02-19,,,Mississippi,SEC,10
85,24,D.J. Dale,Alabama,DL,2022-02-19,,,Alabama,SEC,10
86,48,Will Levis,Kentucky,QB,2022-02-19,,,Kentucky,SEC,10
87,87,P.J. Mustipher,Penn State,DL,2022-02-19,,,Pennsylvania,Big Ten,10
88,53,Brennan Armstrong,Virginia,QB,2022-02-19,,,Virginia,ACC,10
89,49,Robert Cooper,Eastern Washington,DL,2022-02-19,,,Washington,FCS,10
90,10,Noah Daniels,TCU,CB,2022-02-19,,,Texas,Big 12,10
91,39,Trey Dean III,Florida,S,2022-02-19,,,Florida,SEC,10
92,76,Will Mallory,Miami (FL),TE,2022-02-19,,,Florida,ACC,10
93,55,Deslin Alexandre,Pitt,DL,2022-02-19,,,Pennsylvania,ACC,10
94,94,Tyrique Stevenson,Miami (FL),CB,2022-02-19,,,Florida,ACC,10
95,29,Mohamed Ibrahim,Minnesota,RB,2022-02-19,,,Minnesota,Big Ten,10
