Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2023-03-05,2,HOUSTON TEXANS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2023-03-05,4,INDIANAPOLIS COLTS,Ohio,Big Ten,35
3,1,Jalen Carter,Georgia,DL,2023-03-05,3,ARIZONA CARDINALS,Georgia,SEC,35
4,1,Will Anderson Jr.,Alabama,EDGE,2023-03-05,1,CHICAGO BEARS,Alabama,SEC,35
5,2,Tyree Wilson,Texas Tech,EDGE,2023-03-05,5,SEATTLE SEAHAWKS,Texas,Big 12,35
6,6,Devon Witherspoon,Illinois,CB,2023-03-05,10,PHILADELPHIA EAGLES,Illinois,Big Ten,35
7,5,Christian Gonzalez,Oregon,CB,2023-03-05,6,DETROIT LIONS,Oregon,Pac 12,35
8,5,Will Levis,Kentucky,QB,2023-03-05,7,LAS VEGAS RAIDERS,Kentucky,SEC,35
9,4,Myles Murphy,Clemson,EDGE,2023-03-05,8,ATLANTA FALCONS,South Carolina,ACC,35
10,10,Anthony Richardson,Florida,QB,2023-03-05,9,CAROLINA PANTHERS,Florida,SEC,35
11,5,Paris Johnson Jr.,Ohio State,OT,2023-03-05,11,TENNESSEE TITANS,Ohio,Big Ten,30
12,7,Quentin Johnston,TCU,WR,2023-03-05,12,HOUSTON TEXANS,Texas,Big 12,30
13,8,Joey Porter Jr.,Penn State,CB,2023-03-05,16,WASHINGTON COMMANDERS,Pennsylvania,Big Ten,30
14,4,Peter Skoronski,Northwestern,OT,2023-03-05,13,NEW YORK JETS,Illinois,Big Ten,30
15,3,Bijan Robinson,Texas,RB,2023-03-05,26,DALLAS COWBOYS,Texas,Big 12,30
16,9,Jordan Addison,USC,WR,2023-03-05,First Round,,California,Pac 12,30
17,14,Brian Branch,Alabama,S,2023-03-05,14,NEW ENGLAND PATRIOTS,Alabama,SEC,30
18,14,Broderick Jones,Georgia,OT,2023-03-05,First Round,,Georgia,SEC,30
19,4,Jaxon Smith-Njigba,Ohio State,WR,2023-03-05,21,LOS ANGELES CHARGERS,Ohio,Big Ten,30
20,2,Bryan Bresee,Clemson,DL,2023-03-05,40,NEW ORLEANS SAINTS,South Carolina,ACC,30
21,11,Michael Mayer,Notre Dame,TE,2023-03-05,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
22,21,Lukas Van Ness,Iowa,EDGE,2023-03-05,First Round,,Iowa,Big Ten,30
23,8,Cam Smith,South Carolina,CB,2023-03-05,First Round,,South Carolina,SEC,30
24,5,Kelee Ringo,Georgia,CB,2023-03-05,19,TAMPA BAY BUCCANEERS,Georgia,SEC,30
25,25,Jalin Hyatt,Tennessee,WR,2023-03-05,25,NEW YORK GIANTS,Tennessee,SEC,30
26,20,O'Cyrus Torrence,Florida,IOL,2023-03-05,20,SEATTLE SEAHAWKS,Florida,SEC,25
27,9,Nolan Smith,Georgia,EDGE,2023-03-05,31,KANSAS CITY CHIEFS,Georgia,SEC,25
28,28,Deonte Banks,Maryland,CB,2023-03-05,18,DETROIT LIONS,Maryland,Big Ten,25
29,27,Dalton Kincaid,Utah,TE,2023-03-05,24,JACKSONVILLE JAGUARS,Utah,Pac 12,25
30,28,Zay Flowers,Boston College,WR,2023-03-05,22,BALTIMORE RAVENS,Massachusetts,ACC,25
31,31,Calijah Kancey,Pitt,DL,2023-03-05,30,PHILADELPHIA EAGLES,Pennsylvania,ACC,25
32,30,Drew Sanders,Arkansas,LB,2023-03-05,36,LOS ANGELES RAMS,Arkansas,SEC,25
33,31,Emmanuel Forbes,Mississippi State,CB,2023-03-05,23,MINNESOTA VIKINGS,Mississippi,SEC,25
34,16,Trenton Simpson,Clemson,LB,2023-03-05,43,NEW YORK JETS,South Carolina,ACC,25
35,29,Anton Harrison,Oklahoma,OT,2023-03-05,28,CINCINNATI BENGALS,Oklahoma,Big 12,25
36,19,Antonio Johnson,Texas A&M,S,2023-03-05,27,BUFFALO BILLS,Texas,SEC,20
37,20,Jahmyr Gibbs,Alabama,RB,2023-03-05,51,MIAMI DOLPHINS,Alabama,SEC,20
38,25,Clark Phillips III,Utah,CB,2023-03-05,44,ATLANTA FALCONS,Utah,Pac 12,20
39,38,Keion White,Georgia Tech,EDGE,2023-03-05,29,NEW ORLEANS SAINTS,Georgia,ACC,20
40,27,Dawand Jones,Ohio State,OT,2023-03-05,32,PITTSBURGH STEELERS,Ohio,Big Ten,20
41,37,Luke Musgrave,Oregon State,TE,2023-03-05,39,CAROLINA PANTHERS,Oregon,Pac 12,20
42,21,Josh Downs,North Carolina,WR,2023-03-05,35,INDIANAPOLIS COLTS,North Carolina,ACC,20
43,20,B.J. Ojulari,LSU,EDGE,2023-03-05,33,HOUSTON TEXANS,Louisiana,SEC,20
44,39,Darnell Wright,Tennessee,OT,2023-03-05,17,PITTSBURGH STEELERS,Tennessee,SEC,20
45,12,Isaiah Foskey,Notre Dame,EDGE,2023-03-05,60,CINCINNATI BENGALS,Indiana,FBS - Independent,20
46,28,Siaki Ika,Baylor,DL,2023-03-05,46,NEW ENGLAND PATRIOTS,Texas,Big 12,20
47,42,John Michael Schmitz,Minnesota,IOL,2023-03-05,37,SEATTLE SEAHAWKS,Minnesota,Big Ten,20
48,43,Mazi Smith,Michigan,DL,2023-03-05,38,LAS VEGAS RAIDERS,Michigan,Big Ten,20
49,49,Will McDonald IV,Iowa State,EDGE,2023-03-05,34,ARIZONA CARDINALS,Iowa,Big 12,20
50,32,Felix Anudike-Uzomah,Kansas State,EDGE,2023-03-05,63,KANSAS CITY CHIEFS,Kansas,Big 12,20
51,26,Derick Hall,Auburn,EDGE,2023-03-05,First Round,,Alabama,SEC,20
52,24,Darnell Washington,Georgia,TE,2023-03-05,41,TENNESSEE TITANS,Georgia,SEC,20
53,20,Kayshon Boutte,LSU,WR,2023-03-05,42,CLEVELAND BROWNS,Louisiana,SEC,20
54,48,Cody Mauch,North Dakota State,IOL,2023-03-05,54,LOS ANGELES CHARGERS,North Dakota,FCS,20
