Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2022-06-14,25,INDIANAPOLIS COLTS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2022-06-14,First Round,,Ohio,Big Ten,35
3,2,Will Anderson Jr.,Alabama,EDGE,2022-06-14,First Round,,Alabama,SEC,35
4,4,Jalen Carter,Georgia,DL,2022-06-14,3,DETROIT LIONS,Georgia,SEC,35
5,5,Bijan Robinson,Texas,RB,2022-06-14,15,MIAMI DOLPHINS,Texas,Big 12,35
6,4,Jaxon Smith-Njigba,Ohio State,WR,2022-06-14,18,HOUSTON TEXANS,Ohio,Big Ten,35
7,6,Kelee Ringo,Georgia,CB,2022-06-14,9,NEW YORK GIANTS,Georgia,SEC,35
8,5,Bryan Bresee,Clemson,DL,2022-06-14,14,LAS VEGAS RAIDERS,South Carolina,ACC,35
9,8,Kayshon Boutte,LSU,WR,2022-06-14,12,MINNESOTA VIKINGS,Louisiana,SEC,35
10,8,Jordan Addison,USC,WR,2022-06-14,30,KANSAS CITY CHIEFS,California,Pac 12,35
11,9,Paris Johnson Jr.,Ohio State,OT,2022-06-14,First Round,,Ohio,Big Ten,30
12,11,Noah Sewell,Oregon,LB,2022-06-14,20,BALTIMORE RAVENS,Oregon,Pac 12,30
13,11,Nolan Smith,Georgia,EDGE,2022-06-14,First Round,,Georgia,SEC,30
14,14,Will Levis,Kentucky,QB,2022-06-14,7,CAROLINA PANTHERS,Kentucky,SEC,30
15,12,Michael Mayer,Notre Dame,TE,2022-06-14,17,TENNESSEE TITANS,Indiana,FBS - Independent,30
16,14,Isaiah Foskey,Notre Dame,EDGE,2022-06-14,8,CHICAGO BEARS,Indiana,FBS - Independent,30
17,8,Myles Murphy,Clemson,EDGE,2022-06-14,5,NEW YORK JETS,South Carolina,ACC,30
18,7,Eli Ricks,Alabama,CB,2022-06-14,23,LOS ANGELES CHARGERS,Alabama,SEC,30
19,17,Cam Smith,South Carolina,CB,2022-06-14,11,PITTSBURGH STEELERS,South Carolina,SEC,30
20,1,B.J. Ojulari,LSU,EDGE,2022-06-14,First Round,,Louisiana,SEC,30
21,6,Tyler Van Dyke,Miami (FL),QB,2022-06-14,4,SEATTLE SEAHAWKS,Florida,ACC,30
22,10,Peter Skoronski,Northwestern,OT,2022-06-14,10,WASHINGTON COMMANDERS,Illinois,Big Ten,30
23,18,Joey Porter Jr.,Penn State,CB,2022-06-14,First Round,,Pennsylvania,Big Ten,30
24,13,Trenton Simpson,Clemson,LB,2022-06-14,First Round,,South Carolina,ACC,30
25,20,Brandon Joseph,Notre Dame,S,2022-06-14,29,GREEN BAY PACKERS,Indiana,FBS - Independent,30
26,22,Jahmyr Gibbs,Alabama,RB,2022-06-14,First Round,,Alabama,SEC,25
27,17,Josh Downs,North Carolina,WR,2022-06-14,32,BUFFALO BILLS,North Carolina,ACC,25
28,26,Henry To'oto'o,Alabama,LB,2022-06-14,First Round,,Alabama,SEC,25
29,26,Zion Tupuola-Fetui,Washington,EDGE,2022-06-14,First Round,,Washington,Pac 12,25
30,23,Marvin Mims,Oklahoma,WR,2022-06-14,First Round,,Oklahoma,Big 12,25
31,2,Zion Nelson,Miami (FL),OT,2022-06-14,First Round,,Florida,ACC,25
32,32,Antonio Johnson,Texas A&M,S,2022-06-14,19,PHILADELPHIA EAGLES,Texas,SEC,25
33,20,Jalen Catalon,Arkansas,S,2022-06-14,First Round,,Arkansas,SEC,25
34,20,Clark Phillips III,Utah,CB,2022-06-14,First Round,,Utah,Pac 12,25
35,33,Arik Gilbert,Georgia,TE,2022-06-14,First Round,,Georgia,SEC,25
36,34,Gervon Dexter,Florida,DL,2022-06-14,First Round,,Florida,SEC,20
37,37,Jaquelin Roy,LSU,DL,2022-06-14,First Round,,Louisiana,SEC,20
38,33,Habakkuk Baldonado,Pitt,EDGE,2022-06-14,First Round,,Pennsylvania,ACC,20
39,33,Tony Grimes,North Carolina,CB,2022-06-14,31,TAMPA BAY BUCCANEERS,North Carolina,ACC,20
40,21,Malachi Moore,Alabama,S,2022-06-14,First Round,,Alabama,SEC,20
41,37,Zach Harrison,Ohio State,EDGE,2022-06-14,First Round,,Ohio,Big Ten,20
