Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Isaiah Foskey,Notre Dame,EDGE,2022-01-14,,,Indiana,FBS - Independent,35
2,2,Zion Nelson,Miami (FL),OT,2022-01-14,,,Florida,ACC,35
3,1,Will Anderson Jr.,Alabama,EDGE,2022-01-14,,,Alabama,SEC,35
4,2,Bryce Young,Alabama,QB,2022-01-14,,,Alabama,SEC,35
5,3,C.J. Stroud,Ohio State,QB,2022-01-14,,,Ohio,Big Ten,35
6,4,Myles Murphy,Clemson,DL,2022-01-14,,,South Carolina,ACC,35
7,5,Bijan Robinson,Texas,RB,2022-01-14,,,Texas,Big 12,35
8,4,Jarrett Patterson,Notre Dame,IOL,2022-01-14,,,Indiana,FBS - Independent,35
9,1,Brandon Joseph,Notre Dame,S,2022-01-14,,,Indiana,FBS - Independent,35
10,1,Jalen Catalon,Arkansas,S,2022-01-14,,,Arkansas,SEC,35
11,1,Jahleel Billingsley,Alabama,TE,2022-01-14,,,Alabama,SEC,30
12,4,Bryan Bresee,Clemson,DL,2022-01-14,,,South Carolina,ACC,30
13,9,Malachi Moore,Alabama,S,2022-01-14,,,Alabama,SEC,30
14,14,Sam LaPorta,Iowa,TE,2022-01-14,,,Iowa,Big Ten,30
15,11,Michael Mayer,Notre Dame,TE,2022-01-14,,,Indiana,FBS - Independent,30
16,12,B.J. Ojulari,LSU,EDGE,2022-01-14,,,Louisiana,SEC,30
17,13,Jahmyr Gibbs,Alabama,RB,2022-01-14,,,Alabama,SEC,30
18,6,Jalen Carter,Georgia,DL,2022-01-14,,,Georgia,SEC,30
19,5,Zion Tupuola-Fetui,Washington,EDGE,2022-01-14,,,Washington,Pac 12,30
20,16,Jaxon Smith-Njigba,Ohio State,WR,2022-01-14,,,Ohio,Big Ten,30
21,8,Joey Porter Jr.,Penn State,CB,2022-01-14,,,Pennsylvania,Big Ten,30
22,18,Jordan Addison,Pitt,WR,2022-01-14,,,Pennsylvania,ACC,30
23,11,Paris Johnson Jr.,Ohio State,OT,2022-01-14,,,Ohio,Big Ten,30
24,9,Kayshon Boutte,LSU,WR,2022-01-14,,,Louisiana,SEC,30
25,10,Noah Sewell,Oregon,LB,2022-01-14,,,Oregon,Pac 12,30
26,22,Anthony Richardson,Florida,QB,2022-01-14,,,Florida,SEC,25
27,13,Eli Ricks,Alabama,CB,2022-01-14,,,Alabama,SEC,25
28,4,Avery Young,Rutgers,CB,2022-01-14,,,New Jersey,Big Ten,25
29,23,Trenton Simpson,Clemson,LB,2022-01-14,,,South Carolina,ACC,25
30,26,Habakkuk Baldonado,Pitt,DL,2022-01-14,,,Pennsylvania,ACC,25
31,14,Peter Skoronski,Northwestern,OT,2022-01-14,,,Illinois,Big Ten,25
32,20,Robert Scott Jr.,Florida State,OT,2022-01-14,,,Florida,ACC,25
