Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2023-01-25,1,CHICAGO BEARS,Alabama,SEC,35
2,1,Bryce Young,Alabama,QB,2023-01-25,2,HOUSTON TEXANS,Alabama,SEC,35
3,1,Jalen Carter,Georgia,DL,2023-01-25,3,ARIZONA CARDINALS,Georgia,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2023-01-25,4,INDIANAPOLIS COLTS,Ohio,Big Ten,35
5,4,Myles Murphy,Clemson,EDGE,2023-01-25,8,ATLANTA FALCONS,South Carolina,ACC,35
6,6,Will Levis,Kentucky,QB,2023-01-25,First Round,,Kentucky,SEC,35
7,7,Tyree Wilson,Texas Tech,EDGE,2023-01-25,5,SEATTLE SEAHAWKS,Texas,Big 12,35
8,4,Bryan Bresee,Clemson,DL,2023-01-25,6,DETROIT LIONS,South Carolina,ACC,35
9,8,Quentin Johnston,TCU,WR,2023-01-25,11,TENNESSEE TITANS,Texas,Big 12,35
10,5,Paris Johnson Jr.,Ohio State,OT,2023-01-25,7,LAS VEGAS RAIDERS,Ohio,Big Ten,35
11,9,Christian Gonzalez,Oregon,CB,2023-01-25,16,WASHINGTON COMMANDERS,Oregon,Pac 12,30
12,10,Joey Porter Jr.,Penn State,CB,2023-01-25,10,PHILADELPHIA EAGLES,Pennsylvania,Big Ten,30
13,7,Bijan Robinson,Texas,RB,2023-01-25,19,TAMPA BAY BUCCANEERS,Texas,Big 12,30
14,6,Peter Skoronski,Northwestern,OT,2023-01-25,14,NEW ENGLAND PATRIOTS,Illinois,Big Ten,30
15,7,Jordan Addison,USC,WR,2023-01-25,12,HOUSTON TEXANS,California,Pac 12,30
16,11,Michael Mayer,Notre Dame,TE,2023-01-25,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
17,5,Kelee Ringo,Georgia,CB,2023-01-25,17,PITTSBURGH STEELERS,Georgia,SEC,30
18,10,Cam Smith,South Carolina,CB,2023-01-25,24,JACKSONVILLE JAGUARS,South Carolina,SEC,30
19,19,Brian Branch,Alabama,S,2023-01-25,13,NEW YORK JETS,Alabama,SEC,30
20,4,Jaxon Smith-Njigba,Ohio State,WR,2023-01-25,21,LOS ANGELES CHARGERS,Ohio,Big Ten,30
21,21,Anthony Richardson,Florida,QB,2023-01-25,9,CAROLINA PANTHERS,Florida,SEC,30
22,13,Broderick Jones,Georgia,OT,2023-01-25,First Round,,Georgia,SEC,30
23,14,Trenton Simpson,Clemson,LB,2023-01-25,25,NEW YORK GIANTS,South Carolina,ACC,30
24,24,Devon Witherspoon,Illinois,CB,2023-01-25,18,DETROIT LIONS,Illinois,Big Ten,30
25,20,O'Cyrus Torrence,Florida,IOL,2023-01-25,27,BUFFALO BILLS,Florida,SEC,30
26,23,Clark Phillips III,Utah,CB,2023-01-25,56,JACKSONVILLE JAGUARS,Utah,Pac 12,25
27,16,Nolan Smith,Georgia,EDGE,2023-01-25,34,ARIZONA CARDINALS,Georgia,SEC,25
28,13,Isaiah Foskey,Notre Dame,EDGE,2023-01-25,30,KANSAS CITY CHIEFS,Indiana,FBS - Independent,25
29,9,Antonio Johnson,Texas A&M,S,2023-01-25,43,NEW YORK JETS,Texas,SEC,25
30,17,Jahmyr Gibbs,Alabama,RB,2023-01-25,31,PHILADELPHIA EAGLES,Alabama,SEC,25
31,30,Anton Harrison,Oklahoma,OT,2023-01-25,29,DENVER BRONCOS,Oklahoma,Big 12,25
32,20,B.J. Ojulari,LSU,EDGE,2023-01-25,35,INDIANAPOLIS COLTS,Louisiana,SEC,25
33,28,Josh Downs,North Carolina,WR,2023-01-25,41,TENNESSEE TITANS,North Carolina,ACC,25
34,34,Drew Sanders,Arkansas,LB,2023-01-25,26,DALLAS COWBOYS,Arkansas,SEC,25
35,30,Jalin Hyatt,Tennessee,WR,2023-01-25,First Round,,Tennessee,SEC,25
36,28,Siaki Ika,Baylor,DL,2023-01-25,First Round,,Texas,Big 12,20
37,36,Zay Flowers,Boston College,WR,2023-01-25,22,BALTIMORE RAVENS,Massachusetts,ACC,20
38,24,Felix Anudike-Uzomah,Kansas State,EDGE,2023-01-25,33,HOUSTON TEXANS,Kansas,Big 12,20
39,39,Lukas Van Ness,Iowa,EDGE,2023-01-25,20,SEATTLE SEAHAWKS,Iowa,Big Ten,20
40,28,Darnell Washington,Georgia,TE,2023-01-25,28,CINCINNATI BENGALS,Georgia,SEC,20
41,28,Dawand Jones,Ohio State,OT,2023-01-25,38,LAS VEGAS RAIDERS,Ohio,Big Ten,20
42,19,Noah Sewell,Oregon,LB,2023-01-25,48,DETROIT LIONS,Oregon,Pac 12,20
43,7,Kayshon Boutte,LSU,WR,2023-01-25,First Round,,Louisiana,SEC,20
44,21,Andre Carter II,Army,EDGE,2023-01-25,50,TAMPA BAY BUCCANEERS,Kansas,FBS - Independent,20
45,43,Dalton Kincaid,Utah,TE,2023-01-25,First Round,,Utah,Pac 12,20
46,39,John Michael Schmitz,Minnesota,IOL,2023-01-25,First Round,,Minnesota,Big Ten,20
47,26,Derick Hall,Auburn,EDGE,2023-01-25,First Round,,Alabama,SEC,20
48,25,Gervon Dexter,Florida,DL,2023-01-25,40,NEW ORLEANS SAINTS,Florida,SEC,20
49,48,Tuli Tuipulotu,USC,DL,2023-01-25,37,SEATTLE SEAHAWKS,California,Pac 12,20
50,32,Emmanuel Forbes,Mississippi State,CB,2023-01-25,23,MINNESOTA VIKINGS,Mississippi,SEC,20
51,48,Mazi Smith,Michigan,DL,2023-01-25,42,CLEVELAND BROWNS,Michigan,Big Ten,20
52,30,Rashee Rice,SMU,WR,2023-01-25,46,NEW ENGLAND PATRIOTS,Texas,FBS - AAC,20
53,40,Cody Mauch,North Dakota State,OT,2023-01-25,32,PITTSBURGH STEELERS,North Dakota,FCS,20
54,34,Henry To'oto'o,Alabama,LB,2023-01-25,57,NEW YORK GIANTS,Alabama,SEC,20
55,54,Luke Musgrave,Oregon State,TE,2023-01-25,55,DETROIT LIONS,Oregon,Pac 12,20
56,31,Jordan Battle,Alabama,S,2023-01-25,First Round,,Alabama,SEC,20
57,41,Darnell Wright,Tennessee,OT,2023-01-25,62,KANSAS CITY CHIEFS,Tennessee,SEC,20
58,44,Andrew Vorhees,USC,IOL,2023-01-25,First Round,,California,Pac 12,20
59,24,Jaelyn Duncan,Maryland,OT,2023-01-25,First Round,,Maryland,Big Ten,20
60,36,Zach Harrison,Ohio State,EDGE,2023-01-25,First Round,,Ohio,Big Ten,15
61,46,Will McDonald IV,Iowa State,DL,2023-01-25,36,LOS ANGELES RAMS,Iowa,Big 12,15
62,38,Brandon Joseph,Notre Dame,S,2023-01-25,First Round,,Indiana,FBS - Independent,15
63,45,J.L. Skinner,Boise State,S,2023-01-25,45,GREEN BAY PACKERS,Idaho,FBS - Mountain West,15
64,57,Zach Charbonnet,UCLA,RB,2023-01-25,51,MIAMI DOLPHINS,California,Pac 12,15
65,57,Matthew Bergeron,Syracuse,OT,2023-01-25,,,New York,ACC,15
66,49,Chris Smith II,Georgia,S,2023-01-25,,,Georgia,SEC,15
67,20,Hendon Hooker,Tennessee,QB,2023-01-25,,,Tennessee,SEC,15
68,27,Tanner McKee,Stanford,QB,2023-01-25,,,California,Pac 12,15
69,29,Cedric Tillman,Tennessee,WR,2023-01-25,54,LOS ANGELES CHARGERS,Tennessee,SEC,15
70,30,Garrett Williams,Syracuse,CB,2023-01-25,,,New York,ACC,15
71,37,Jaylon Jones,Texas A&M,CB,2023-01-25,,,Texas,SEC,10
72,47,Jack Campbell,Iowa,LB,2023-01-25,49,PITTSBURGH STEELERS,Iowa,Big Ten,10
73,56,Calijah Kancey,Pitt,DL,2023-01-25,,,Pennsylvania,ACC,10
74,40,Tucker Kraft,South Dakota State,TE,2023-01-25,60,CINCINNATI BENGALS,South Dakota,FCS,10
75,32,Devon Achane,Texas A&M,RB,2023-01-25,,,Texas,SEC,10
76,71,D.J. Turner,Michigan,CB,2023-01-25,,,Michigan,Big Ten,10
77,23,Eli Ricks,Alabama,CB,2023-01-25,44,ATLANTA FALCONS,Alabama,SEC,10
78,56,Jaren Hall,BYU,QB,2023-01-25,,,Utah,FBS - Independent,10
79,57,Daiyan Henley,Washington State,LB,2023-01-25,52,SEATTLE SEAHAWKS,Washington,Pac 12,10
80,68,Marvin Mims,Oklahoma,WR,2023-01-25,,,Oklahoma,Big 12,10
81,34,Zach Evans,Ole Miss,RB,2023-01-25,,,Mississippi,SEC,10
82,70,Sam LaPorta,Iowa,TE,2023-01-25,47,WASHINGTON COMMANDERS,Iowa,Big Ten,10
83,69,Blake Freeland,BYU,OT,2023-01-25,,,Utah,FBS - Independent,10
84,62,Jaquelin Roy,LSU,DL,2023-01-25,,,Louisiana,SEC,10
85,60,Kyu Blu Kelly,Stanford,CB,2023-01-25,,,California,Pac 12,10
86,78,Jarrett Patterson,Notre Dame,IOL,2023-01-25,,,Indiana,FBS - Independent,10
87,52,Tre'Vius Hodges-Tomlinson,TCU,CB,2023-01-25,,,Texas,Big 12,10
88,74,Xavier Hutchinson,Iowa State,WR,2023-01-25,,,Iowa,Big 12,10
