Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Kayvon Thibodeaux,Oregon,EDGE,2021-07-21,4,NEW YORK JETS,Oregon,Pac 12,35
2,2,Derek Stingley Jr.,LSU,CB,2021-07-21,6,PHILADELPHIA EAGLES,Louisiana,SEC,35
3,2,Sam Howell,North Carolina,QB,2021-07-21,2,DETROIT LIONS,North Carolina,ACC,35
4,2,Spencer Rattler,Oklahoma,QB,2021-07-21,1,HOUSTON TEXANS,Oklahoma,Big 12,35
5,4,Evan Neal,Alabama,OT,2021-07-21,3,CINCINNATI BENGALS,Alabama,SEC,35
6,4,Kyle Hamilton,Notre Dame,S,2021-07-21,5,JACKSONVILLE JAGUARS,Indiana,FBS - Independent,35
7,7,DeMarvin Leal,Texas A&M,DL,2021-07-21,8,LAS VEGAS RAIDERS,Texas,SEC,35
8,1,Drake Jackson,USC,EDGE,2021-07-21,7,ATLANTA FALCONS,California,Pac 12,35
9,1,Chris Olave,Ohio State,WR,2021-07-21,19,NEW ORLEANS SAINTS,Ohio,Big Ten,35
10,10,Kaiir Elam,Florida,CB,2021-07-21,12,ARIZONA CARDINALS,Florida,SEC,35
11,6,Christian Harris,Alabama,LB,2021-07-21,9,NEW YORK GIANTS,Alabama,SEC,30
12,5,Kedon Slovis,USC,QB,2021-07-21,Possible 1st round pick,No Consensus Available,California,Pac 12,30
13,12,George Karlaftis,Purdue,DL,2021-07-21,14,MINNESOTA VIKINGS,Indiana,Big Ten,30
14,5,Garrett Wilson,Ohio State,WR,2021-07-21,18,NEW ENGLAND PATRIOTS,Ohio,Big Ten,30
15,6,Zach Harrison,Ohio State,EDGE,2021-07-21,20,PHILADELPHIA EAGLES,Ohio,Big Ten,30
16,13,Jalen Wydermyer,Texas A&M,TE,2021-07-21,17,LOS ANGELES CHARGERS,Texas,SEC,30
17,14,Zion Nelson,Miami (FL),OT,2021-07-21,10,CAROLINA PANTHERS,Florida,ACC,30
18,14,Charles Cross,Mississippi State,OT,2021-07-21,21,DALLAS COWBOYS,Mississippi,SEC,30
19,19,John Metchie III,Alabama,WR,2021-07-21,26,GREEN BAY PACKERS,Alabama,SEC,30
20,17,Rasheed Walker,Penn State,OT,2021-07-21,28,BALTIMORE RAVENS,Pennsylvania,Big Ten,30
21,12,George Pickens,Georgia,WR,2021-07-21,30,DETROIT LIONS,Georgia,SEC,30
22,20,Kenyon Green,Texas A&M,IOL,2021-07-21,11,NEW YORK GIANTS,Texas,SEC,30
23,11,Sevyn Banks,Ohio State,CB,2021-07-21,22,NEW YORK JETS,Ohio,Big Ten,30
24,5,Justyn Ross,Clemson,WR,2021-07-21,Possible 1st round pick,No Consensus Available,South Carolina,ACC,30
25,12,Isaiah Spiller,Texas A&M,RB,2021-07-21,27,MIAMI DOLPHINS,Texas,SEC,30
26,26,Malik Willis,Liberty,QB,2021-07-21,Possible 1st round pick,No Consensus Available,Virginia,FCS,25
27,26,Aidan Hutchinson,Michigan,EDGE,2021-07-21,25,CLEVELAND BROWNS,Michigan,Big Ten,25
28,12,Breece Hall,Iowa State,RB,2021-07-21,29,BUFFALO BILLS,Iowa,Big 12,25
29,9,Tyler Linderbaum,Iowa,IOL,2021-07-21,Possible 1st round pick,No Consensus Available,Iowa,Big Ten,25
30,30,Ahmad Gardner,Cincinnati,CB,2021-07-21,Possible 1st round pick,No Consensus Available,Ohio,FBS - AAC,25
31,31,Treylon Burks,Arkansas,WR,2021-07-21,23,TENNESSEE TITANS,Arkansas,SEC,25
32,20,Desmond Ridder,Cincinnati,QB,2021-07-21,13,WASHINGTON FOOTBALL TEAM,Ohio,FBS - AAC,25
33,33,Jordan Battle,Alabama,S,2021-07-21,,,Alabama,SEC,25
34,4,Josh Jobe,Alabama,CB,2021-07-21,32,KANSAS CITY CHIEFS,Alabama,SEC,25
35,34,Andrew Booth Jr.,Clemson,CB,2021-07-21,,,South Carolina,ACC,25
36,7,Bubba Bolden,Miami (FL),S,2021-07-21,,,Florida,ACC,20
37,31,Perrion Winfrey,Oklahoma,DL,2021-07-21,31,TAMPA BAY BUCCANEERS,Oklahoma,Big 12,20
38,38,Carson Strong,Nevada,QB,2021-07-21,,,Nevada,FBS - Mountain West,20
39,24,Ventrell Miller,Florida,LB,2021-07-21,,,Florida,SEC,20
40,24,Nik Bonitto,Oklahoma,EDGE,2021-07-21,16,DENVER BRONCOS,Oklahoma,Big 12,20
41,5,Cade Mays,Tennessee,IOL,2021-07-21,,,Tennessee,SEC,20
42,17,Kingsley Enagbare,South Carolina,EDGE,2021-07-21,,,South Carolina,SEC,20
43,10,J.T. Daniels,Georgia,QB,2021-07-21,15,PITTSBURGH STEELERS,Georgia,SEC,20
44,6,Jordan Davis,Georgia,DL,2021-07-21,,,Georgia,SEC,20
45,2,Brenton Cox Jr.,Florida,EDGE,2021-07-21,,,Florida,SEC,20
46,46,Ikem Ekwonu,NC State,IOL,2021-07-21,,,North Carolina,ACC,20
47,2,Derion Kendrick,Georgia,CB,2021-07-21,,,Georgia,SEC,20
48,48,Brandon Joseph,Northwestern,S,2021-07-21,,,Illinois,Big Ten,20
49,12,Myjai Sanders,Cincinnati,EDGE,2021-07-21,,,Ohio,FBS - AAC,20
50,46,Owen Pappoe,Auburn,LB,2021-07-21,,,Alabama,SEC,20
51,31,Thayer Munford,Ohio State,OT,2021-07-21,,,Ohio,Big Ten,20
52,52,Drake London,USC,WR,2021-07-21,,,California,Pac 12,20
53,26,Kyren Williams,Notre Dame,RB,2021-07-21,,,Indiana,FBS - Independent,20
54,48,David Bell,Purdue,WR,2021-07-21,,,Indiana,Big Ten,20
55,54,Darian Kinnard,Kentucky,OT,2021-07-21,,,Kentucky,SEC,20
56,35,Nick Broeker,Ole Miss,OT,2021-07-21,,,Mississippi,SEC,20
57,42,Tyler Davis,Clemson,DL,2021-07-21,,,South Carolina,ACC,20
58,18,Abraham Lucas,Washington State,OT,2021-07-21,,,Washington,Pac 12,20
59,43,Jeremy Ruckert,Ohio State,TE,2021-07-21,,,Ohio,Big Ten,20
