Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Kayvon Thibodeaux,Oregon,EDGE,2021-09-15,1,NEW ENGLAND PATRIOTS,Oregon,Pac 12,35
2,2,Derek Stingley Jr.,LSU,CB,2021-09-15,Possible 1st round pick,No Consensus Available,Louisiana,SEC,35
3,1,Spencer Rattler,Oklahoma,QB,2021-09-15,3,NEW YORK GIANTS,Oklahoma,Big 12,35
4,4,Evan Neal,Alabama,OT,2021-09-15,2,GREEN BAY PACKERS,Alabama,SEC,35
5,3,Kyle Hamilton,Notre Dame,S,2021-09-15,7,JACKSONVILLE JAGUARS,Indiana,FBS - Independent,35
6,6,DeMarvin Leal,Texas A&M,DL,2021-09-15,5,BUFFALO BILLS,Texas,SEC,35
7,2,Sam Howell,North Carolina,QB,2021-09-15,4,DETROIT LIONS,North Carolina,ACC,35
8,8,Kenyon Green,Texas A&M,IOL,2021-09-15,10,BALTIMORE RAVENS,Texas,SEC,35
9,8,Kaiir Elam,Florida,CB,2021-09-15,9,NEW YORK JETS,Florida,SEC,35
10,1,Drake Jackson,USC,EDGE,2021-09-15,6,ATLANTA FALCONS,California,Pac 12,35
11,9,Chris Olave,Ohio State,WR,2021-09-15,12,TENNESSEE TITANS,Ohio,Big Ten,30
12,11,Andrew Booth Jr.,Clemson,CB,2021-09-15,20,PHILADELPHIA EAGLES,South Carolina,ACC,30
13,6,Christian Harris,Alabama,LB,2021-09-15,8,PHILADELPHIA EAGLES,Alabama,SEC,30
14,10,George Karlaftis,Purdue,EDGE,2021-09-15,14,DALLAS COWBOYS,Indiana,Big Ten,30
15,11,Garrett Wilson,Ohio State,WR,2021-09-15,18,NEW ORLEANS SAINTS,Ohio,Big Ten,30
16,16,Tyler Linderbaum,Iowa,IOL,2021-09-15,23,CAROLINA PANTHERS,Iowa,Big Ten,30
17,17,Aidan Hutchinson,Michigan,EDGE,2021-09-15,27,KANSAS CITY CHIEFS,Michigan,Big Ten,30
18,10,Malik Willis,Liberty,QB,2021-09-15,21,PITTSBURGH STEELERS,Virginia,FCS,30
19,17,Treylon Burks,Arkansas,WR,2021-09-15,25,DETROIT LIONS,Arkansas,SEC,30
20,14,Jalen Wydermyer,Texas A&M,TE,2021-09-15,17,CINCINNATI BENGALS,Texas,SEC,30
21,17,Carson Strong,Nevada,QB,2021-09-15,22,HOUSTON TEXANS,Nevada,FBS - Mountain West,30
22,6,Zach Harrison,Ohio State,EDGE,2021-09-15,19,MINNESOTA VIKINGS,Ohio,Big Ten,30
23,20,Myjai Sanders,Cincinnati,EDGE,2021-09-15,Possible 1st round pick,No Consensus Available,Ohio,FBS - AAC,30
24,23,Jaxson Kirkland,Washington,OT,2021-09-15,Possible 1st round pick,No Consensus Available,Washington,Pac 12,30
25,20,Ahmad Gardner,Cincinnati,CB,2021-09-15,Possible 1st round pick,No Consensus Available,Ohio,FBS - AAC,30
26,23,Jordan Battle,Alabama,S,2021-09-15,Possible 1st round pick,No Consensus Available,Alabama,SEC,25
27,11,Zion Nelson,Miami (FL),OT,2021-09-15,15,NEW YORK GIANTS,Florida,ACC,25
28,13,Isaiah Spiller,Texas A&M,RB,2021-09-15,29,NEW YORK JETS,Texas,SEC,25
29,25,Trent McDuffie,Washington,CB,2021-09-15,Possible 1st round pick,No Consensus Available,Washington,Pac 12,25
30,25,Kingsley Enagbare,South Carolina,EDGE,2021-09-15,Possible 1st round pick,No Consensus Available,South Carolina,SEC,25
31,8,Justyn Ross,Clemson,WR,2021-09-15,30,LAS VEGAS RAIDERS,South Carolina,ACC,25
32,14,Charles Cross,Mississippi State,OT,2021-09-15,16,TAMPA BAY BUCCANEERS,Mississippi,SEC,25
33,32,Matt Corral,Ole Miss,QB,2021-09-15,,,Mississippi,SEC,25
34,19,John Metchie III,Alabama,WR,2021-09-15,,,Alabama,SEC,25
35,32,Darian Kinnard,Kentucky,OT,2021-09-15,,,Kentucky,SEC,25
36,32,Ikem Ekwonu,NC State,IOL,2021-09-15,28,DENVER BRONCOS,North Carolina,ACC,20
37,22,Brandon Joseph,Northwestern,S,2021-09-15,32,LOS ANGELES CHARGERS,Illinois,Big Ten,20
38,7,Kedon Slovis,USC,QB,2021-09-15,13,WASHINGTON FOOTBALL TEAM,California,Pac 12,20
39,35,Adam Anderson,Georgia,EDGE,2021-09-15,,,Georgia,SEC,20
40,21,Josh Jobe,Alabama,CB,2021-09-15,,,Alabama,SEC,20
41,21,Breece Hall,Iowa State,RB,2021-09-15,31,MIAMI DOLPHINS,Iowa,Big 12,20
42,25,Perrion Winfrey,Oklahoma,DL,2021-09-15,,,Oklahoma,Big 12,20
