Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Kayvon Thibodeaux,Oregon,EDGE,2021-11-08,1,DETROIT LIONS,Oregon,Pac 12,35
2,2,Evan Neal,Alabama,OT,2021-11-08,4,NEW YORK JETS,Alabama,SEC,35
3,3,Kyle Hamilton,Notre Dame,S,2021-11-08,3,PHILADELPHIA EAGLES,Indiana,FBS - Independent,35
4,2,Derek Stingley Jr.,LSU,CB,2021-11-08,2,HOUSTON TEXANS,Louisiana,SEC,35
5,4,Aidan Hutchinson,Michigan,EDGE,2021-11-08,5,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
6,6,Matt Corral,Ole Miss,QB,2021-11-08,6,WASHINGTON FOOTBALL TEAM,Mississippi,SEC,35
7,5,DeMarvin Leal,Texas A&M,DL,2021-11-08,7,PHILADELPHIA EAGLES,Texas,SEC,35
8,6,Tyler Linderbaum,Iowa,IOL,2021-11-08,11,NEW YORK GIANTS,Iowa,Big Ten,35
9,9,George Karlaftis,Purdue,EDGE,2021-11-08,8,NEW YORK GIANTS,Indiana,Big Ten,35
10,6,Kenyon Green,Texas A&M,IOL,2021-11-08,9,MIAMI DOLPHINS,Texas,SEC,35
11,2,Chris Olave,Ohio State,WR,2021-11-08,14,PHILADELPHIA EAGLES,Ohio,Big Ten,30
12,7,Andrew Booth Jr.,Clemson,CB,2021-11-08,12,MINNESOTA VIKINGS,South Carolina,ACC,30
13,6,Kaiir Elam,Florida,CB,2021-11-08,16,CINCINNATI BENGALS,Florida,SEC,30
14,14,Ahmad Gardner,Cincinnati,CB,2021-11-08,10,NEW YORK JETS,Ohio,FBS - AAC,30
15,3,Jordan Davis,Georgia,DL,2021-11-08,18,KANSAS CITY CHIEFS,Georgia,SEC,30
16,8,Malik Willis,Liberty,QB,2021-11-08,Possible 1st round pick,No Consensus Available,Virginia,FCS,30
17,7,Drake Jackson,USC,EDGE,2021-11-08,19,ATLANTA FALCONS,California,Pac 12,30
18,18,Treylon Burks,Arkansas,WR,2021-11-08,17,CLEVELAND BROWNS,Arkansas,SEC,30
19,19,Drake London,USC,WR,2021-11-08,Possible 1st round pick,No Consensus Available,California,Pac 12,30
20,9,Garrett Wilson,Ohio State,WR,2021-11-08,22,NEW ORLEANS SAINTS,Ohio,Big Ten,30
21,14,Kingsley Enagbare,South Carolina,EDGE,2021-11-08,26,LOS ANGELES CHARGERS,South Carolina,SEC,30
22,20,Trent McDuffie,Washington,CB,2021-11-08,24,DALLAS COWBOYS,Washington,Pac 12,30
23,22,Adam Anderson,Georgia,EDGE,2021-11-08,15,DENVER BRONCOS,Georgia,SEC,30
24,14,Charles Cross,Mississippi State,OT,2021-11-08,Possible 1st round pick,No Consensus Available,Mississippi,SEC,30
25,24,Darian Kinnard,Kentucky,OT,2021-11-08,30,GREEN BAY PACKERS,Kentucky,SEC,30
26,25,Devin Lloyd,Utah,LB,2021-11-08,27,TAMPA BAY BUCCANEERS,Utah,Pac 12,25
27,17,Ikem Ekwonu,NC State,IOL,2021-11-08,23,LAS VEGAS RAIDERS,North Carolina,ACC,25
28,26,Trevor Penning,Northern Iowa,OT,2021-11-08,29,BALTIMORE RAVENS,Iowa,FCS,25
29,1,Sam Howell,North Carolina,QB,2021-11-08,13,CAROLINA PANTHERS,North Carolina,ACC,25
30,30,Kenny Pickett,Pitt,QB,2021-11-08,21,PITTSBURGH STEELERS,Pennsylvania,ACC,25
31,31,Daxton Hill,Michigan,S,2021-11-08,Possible 1st round pick,No Consensus Available,Michigan,Big Ten,25
32,31,Roger McCreary,Auburn,CB,2021-11-08,32,ARIZONA CARDINALS,Alabama,SEC,25
33,8,Carson Strong,Nevada,QB,2021-11-08,28,DETROIT LIONS,Nevada,FBS - Mountain West,25
34,9,Christian Harris,Alabama,LB,2021-11-08,,,Alabama,SEC,25
35,28,Nakobe Dean,Georgia,LB,2021-11-08,31,TENNESSEE TITANS,Georgia,SEC,25
