Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Kayvon Thibodeaux,Oregon,EDGE,2022-01-17,1,JACKSONVILLE JAGUARS,Oregon,Pac 12,35
2,1,Aidan Hutchinson,Michigan,EDGE,2022-01-17,2,DETROIT LIONS,Michigan,Big Ten,35
3,2,Evan Neal,Alabama,OT,2022-01-17,3,HOUSTON TEXANS,Alabama,SEC,35
4,1,Derek Stingley Jr.,LSU,CB,2022-01-17,4,NEW YORK JETS,Louisiana,SEC,35
5,2,Kyle Hamilton,Notre Dame,S,2022-01-17,8,ATLANTA FALCONS,Indiana,FBS - Independent,35
6,5,George Karlaftis,Purdue,EDGE,2022-01-17,5,NEW YORK GIANTS,Indiana,Big Ten,35
7,7,Ikem Ekwonu,NC State,OT,2022-01-17,10,NEW YORK JETS,North Carolina,ACC,35
8,8,Kenny Pickett,Pitt,QB,2022-01-17,6,CAROLINA PANTHERS,Pennsylvania,ACC,35
9,8,Charles Cross,Mississippi State,OT,2022-01-17,14,BALTIMORE RAVENS,Mississippi,SEC,35
10,7,Tyler Linderbaum,Iowa,IOL,2022-01-17,16,PHILADELPHIA EAGLES,Iowa,Big Ten,35
11,9,Matt Corral,Ole Miss,QB,2022-01-17,9,DENVER BRONCOS,Mississippi,SEC,30
12,9,Garrett Wilson,Ohio State,WR,2022-01-17,13,CLEVELAND BROWNS,Ohio,Big Ten,30
13,13,David Ojabo,Michigan,EDGE,2022-01-17,7,NEW YORK GIANTS,Michigan,Big Ten,30
14,13,Ahmad Gardner,Cincinnati,CB,2022-01-17,12,MINNESOTA VIKINGS,Ohio,FBS - AAC,30
15,10,Jameson Williams,Alabama,WR,2022-01-17,18,NEW ORLEANS SAINTS,Alabama,SEC,30
16,7,Andrew Booth Jr.,Clemson,CB,2022-01-17,19,PHILADELPHIA EAGLES,South Carolina,ACC,30
17,13,Devin Lloyd,Utah,LB,2022-01-17,15,PHILADELPHIA EAGLES,Utah,Pac 12,30
18,4,DeMarvin Leal,Texas A&M,DL,2022-01-17,26,MIAMI DOLPHINS,Texas,SEC,30
19,3,Chris Olave,Ohio State,WR,2022-01-17,22,LAS VEGAS RAIDERS,Ohio,Big Ten,30
20,5,Jordan Davis,Georgia,DL,2022-01-17,17,LOS ANGELES CHARGERS,Georgia,SEC,30
21,19,Nakobe Dean,Georgia,LB,2022-01-17,Possible 1st round pick,No Consensus Available,Georgia,SEC,30
22,6,Kenyon Green,Texas A&M,IOL,2022-01-17,25,CINCINNATI BENGALS,Texas,SEC,30
23,15,Treylon Burks,Arkansas,WR,2022-01-17,27,BUFFALO BILLS,Arkansas,SEC,30
24,16,Drake London,USC,WR,2022-01-17,28,DETROIT LIONS,California,Pac 12,30
25,5,Kaiir Elam,Florida,CB,2022-01-17,21,NEW ENGLAND PATRIOTS,Florida,SEC,30
26,20,Trevor Penning,Northern Iowa,OT,2022-01-17,20,PITTSBURGH STEELERS,Iowa,FCS,25
27,24,Jahan Dotson,Penn State,WR,2022-01-17,29,KANSAS CITY CHIEFS,Pennsylvania,Big Ten,25
28,19,Trent McDuffie,Washington,CB,2022-01-17,23,ARIZONA CARDINALS,Washington,Pac 12,25
29,3,Sam Howell,North Carolina,QB,2022-01-17,Possible 1st round pick,No Consensus Available,North Carolina,ACC,25
30,27,Roger McCreary,Auburn,CB,2022-01-17,24,DALLAS COWBOYS,Alabama,SEC,25
31,24,Jaquan Brisker,Penn State,S,2022-01-17,Possible 1st round pick,No Consensus Available,Pennsylvania,Big Ten,25
32,1,Drake Jackson,USC,EDGE,2022-01-17,30,TAMPA BAY BUCCANEERS,California,Pac 12,25
33,5,Malik Willis,Liberty,QB,2022-01-17,11,WASHINGTON FOOTBALL TEAM,Virginia,FCS,25
34,28,Travon Walker,Georgia,DL,2022-01-17,,,Georgia,SEC,25
35,21,Daxton Hill,Michigan,S,2022-01-17,,,Michigan,Big Ten,25
36,17,Darian Kinnard,Kentucky,OT,2022-01-17,31,TENNESSEE TITANS,Kentucky,SEC,20
37,37,David Bell,Purdue,WR,2022-01-17,32,GREEN BAY PACKERS,Indiana,Big Ten,20
38,37,Zion Johnson,Boston College,IOL,2022-01-17,,,Massachusetts,ACC,20
39,19,Desmond Ridder,Cincinnati,QB,2022-01-17,,,Ohio,FBS - AAC,20
40,40,Trey McBride,Colorado State,TE,2022-01-17,,,Colorado,FBS - Mountain West,20
41,21,Nik Bonitto,Oklahoma,EDGE,2022-01-17,,,Oklahoma,Big 12,20
42,7,Carson Strong,Nevada,QB,2022-01-17,,,Nevada,FBS - Mountain West,20
43,18,Kingsley Enagbare,South Carolina,EDGE,2022-01-17,,,South Carolina,SEC,20
44,38,Kenneth Walker III,Michigan State,RB,2022-01-17,,,Michigan,Big Ten,20
45,45,Bernhard Raimann,Central Michigan,OT,2022-01-17,,,Michigan,FBS - MAC,20
46,7,Christian Harris,Alabama,LB,2022-01-17,,,Alabama,SEC,20
47,1,Derion Kendrick,Georgia,CB,2022-01-17,,,Georgia,SEC,20
48,39,Jermaine Johnson,Florida State,EDGE,2022-01-17,,,Florida,ACC,20
49,17,Myjai Sanders,Cincinnati,EDGE,2022-01-17,,,Ohio,FBS - AAC,20
50,45,Daniel Faalele,Minnesota,OT,2022-01-17,,,Minnesota,Big Ten,20
51,46,Lewis Cine,Georgia,S,2022-01-17,,,Georgia,SEC,20
52,26,Nicholas Petit-Frere,Ohio State,OT,2022-01-17,,,Ohio,Big Ten,20
53,22,Breece Hall,Iowa State,RB,2022-01-17,,,Iowa,Big 12,20
54,18,George Pickens,Georgia,WR,2022-01-17,,,Georgia,SEC,20
55,55,Cameron Thomas,San Diego State,EDGE,2022-01-17,,,California,FBS - Mountain West,20
56,9,Jalen Wydermyer,Texas A&M,TE,2022-01-17,,,Texas,SEC,20
57,24,Isaiah Spiller,Texas A&M,RB,2022-01-17,,,Texas,SEC,20
58,44,Martin Emerson,Mississippi State,CB,2022-01-17,,,Mississippi,SEC,20
59,58,Logan Hall,Houston,DL,2022-01-17,,,Texas,FBS - AAC,20
60,15,Jaxson Kirkland,Washington,OT,2022-01-17,,,Washington,Pac 12,15
61,25,Brandon Smith,Penn State,LB,2022-01-17,,,Pennsylvania,Big Ten,15
62,13,Sean Rhyan,UCLA,OT,2022-01-17,,,California,Pac 12,15
