Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2022-02-09,2,DETROIT LIONS,Michigan,Big Ten,35
2,2,Evan Neal,Alabama,OT,2022-02-09,1,JACKSONVILLE JAGUARS,Alabama,SEC,35
3,1,Kayvon Thibodeaux,Oregon,EDGE,2022-02-09,3,HOUSTON TEXANS,Oregon,Pac 12,35
4,4,Ikem Ekwonu,NC State,OT,2022-02-09,5,NEW YORK GIANTS,North Carolina,ACC,35
5,2,Kyle Hamilton,Notre Dame,S,2022-02-09,4,NEW YORK JETS,Indiana,FBS - Independent,35
6,1,Derek Stingley Jr.,LSU,CB,2022-02-09,8,ATLANTA FALCONS,Louisiana,SEC,35
7,7,Charles Cross,Mississippi State,OT,2022-02-09,6,CAROLINA PANTHERS,Mississippi,SEC,35
8,6,George Karlaftis,Purdue,EDGE,2022-02-09,Possible 1st round pick,No Consensus Available,Indiana,Big Ten,35
9,9,Ahmad Gardner,Cincinnati,CB,2022-02-09,10,NEW YORK JETS,Ohio,FBS - AAC,35
10,9,David Ojabo,Michigan,EDGE,2022-02-09,7,NEW YORK GIANTS,Michigan,Big Ten,35
11,9,Garrett Wilson,Ohio State,WR,2022-02-09,13,CLEVELAND BROWNS,Ohio,Big Ten,30
12,8,Kenny Pickett,Pitt,QB,2022-02-09,9,DENVER BRONCOS,Pennsylvania,ACC,30
13,8,Tyler Linderbaum,Iowa,IOL,2022-02-09,19,PHILADELPHIA EAGLES,Iowa,Big Ten,30
14,8,Matt Corral,Ole Miss,QB,2022-02-09,18,NEW ORLEANS SAINTS,Mississippi,SEC,30
15,15,Nakobe Dean,Georgia,LB,2022-02-09,16,PHILADELPHIA EAGLES,Georgia,SEC,30
16,4,Jordan Davis,Georgia,DL,2022-02-09,17,LOS ANGELES CHARGERS,Georgia,SEC,30
17,16,Drake London,USC,WR,2022-02-09,15,PHILADELPHIA EAGLES,California,Pac 12,30
18,15,Treylon Burks,Arkansas,WR,2022-02-09,Possible 1st round pick,No Consensus Available,Arkansas,SEC,30
19,12,Jameson Williams,Alabama,WR,2022-02-09,26,TENNESSEE TITANS,Alabama,SEC,30
20,6,Malik Willis,Liberty,QB,2022-02-09,11,WASHINGTON COMMANDERS,Virginia,FCS,30
21,6,Andrew Booth Jr.,Clemson,CB,2022-02-09,12,MINNESOTA VIKINGS,South Carolina,ACC,30
22,8,Chris Olave,Ohio State,WR,2022-02-09,22,LAS VEGAS RAIDERS,Ohio,Big Ten,30
23,11,Devin Lloyd,Utah,LB,2022-02-09,21,NEW ENGLAND PATRIOTS,Utah,Pac 12,30
24,6,Kenyon Green,Texas A&M,IOL,2022-02-09,24,DALLAS COWBOYS,Texas,SEC,30
25,19,Trevor Penning,Northern Iowa,OT,2022-02-09,14,BALTIMORE RAVENS,Iowa,FCS,30
26,5,DeMarvin Leal,Texas A&M,DL,2022-02-09,27,TAMPA BAY BUCCANEERS,Texas,SEC,25
