Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2022-04-22,1,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
2,1,Kayvon Thibodeaux,Oregon,EDGE,2022-04-22,4,NEW YORK JETS,Oregon,Pac 12,35
3,1,Evan Neal,Alabama,OT,2022-04-22,3,HOUSTON TEXANS,Alabama,SEC,35
4,2,Ikem Ekwonu,NC State,OT,2022-04-22,5,NEW YORK GIANTS,North Carolina,ACC,35
5,5,Travon Walker,Georgia,EDGE,2022-04-22,2,DETROIT LIONS,Georgia,SEC,35
6,5,Ahmad Gardner,Cincinnati,CB,2022-04-22,7,NEW YORK GIANTS,Ohio,FBS - AAC,35
7,2,Kyle Hamilton,Notre Dame,S,2022-04-22,11,WASHINGTON COMMANDERS,Indiana,FBS - Independent,35
8,7,Charles Cross,Mississippi State,OT,2022-04-22,9,SEATTLE SEAHAWKS,Mississippi,SEC,35
9,2,Derek Stingley Jr.,LSU,CB,2022-04-22,12,MINNESOTA VIKINGS,Louisiana,SEC,35
10,8,Garrett Wilson,Ohio State,WR,2022-04-22,8,ATLANTA FALCONS,Ohio,Big Ten,35
11,6,Malik Willis,Liberty,QB,2022-04-22,First Round,,Virginia,FCS,30
12,10,Jermaine Johnson,Florida State,EDGE,2022-04-22,14,BALTIMORE RAVENS,Florida,ACC,30
13,12,Drake London,USC,WR,2022-04-22,10,NEW YORK JETS,California,Pac 12,30
14,12,Jordan Davis,Georgia,DL,2022-04-22,13,HOUSTON TEXANS,Georgia,SEC,30
15,14,Jameson Williams,Alabama,WR,2022-04-22,15,PHILADELPHIA EAGLES,Alabama,SEC,30
16,7,Chris Olave,Ohio State,WR,2022-04-22,19,NEW ORLEANS SAINTS,Ohio,Big Ten,30
17,8,Kenny Pickett,Pitt,QB,2022-04-22,6,CAROLINA PANTHERS,Pennsylvania,ACC,30
18,10,Devin Lloyd,Utah,LB,2022-04-22,18,PHILADELPHIA EAGLES,Utah,Pac 12,30
19,19,Trent McDuffie,Washington,CB,2022-04-22,21,NEW ENGLAND PATRIOTS,Washington,Pac 12,30
20,6,George Karlaftis,Purdue,EDGE,2022-04-22,23,ARIZONA CARDINALS,Indiana,Big Ten,30
21,16,Trevor Penning,Northern Iowa,OT,2022-04-22,16,NEW ORLEANS SAINTS,Iowa,FCS,30
22,8,Treylon Burks,Arkansas,WR,2022-04-22,22,GREEN BAY PACKERS,Arkansas,SEC,30
23,8,Andrew Booth Jr.,Clemson,CB,2022-04-22,25,BUFFALO BILLS,South Carolina,ACC,30
24,8,Tyler Linderbaum,Iowa,IOL,2022-04-22,31,CINCINNATI BENGALS,Iowa,Big Ten,30
25,25,Devonte Wyatt,Georgia,DL,2022-04-22,27,TAMPA BAY BUCCANEERS,Georgia,SEC,30
26,23,Zion Johnson,Boston College,IOL,2022-04-22,17,LOS ANGELES CHARGERS,Massachusetts,ACC,25
27,16,Nakobe Dean,Georgia,LB,2022-04-22,26,TENNESSEE TITANS,Georgia,SEC,25
28,6,Kenyon Green,Texas A&M,IOL,2022-04-22,24,DALLAS COWBOYS,Texas,SEC,25
29,10,Kaiir Elam,Florida,CB,2022-04-22,First Round,,Florida,SEC,25
30,19,Daxton Hill,Michigan,S,2022-04-22,29,KANSAS CITY CHIEFS,Michigan,Big Ten,25
31,17,Jahan Dotson,Penn State,WR,2022-04-22,28,GREEN BAY PACKERS,Pennsylvania,Big Ten,25
32,7,David Ojabo,Michigan,EDGE,2022-04-22,First Round,,Michigan,Big Ten,25
33,6,Matt Corral,Ole Miss,QB,2022-04-22,32,DETROIT LIONS,Mississippi,SEC,25
34,26,Lewis Cine,Georgia,S,2022-04-22,,,Georgia,SEC,25
35,30,Breece Hall,Iowa State,RB,2022-04-22,,,Iowa,Big 12,25
36,33,Boye Mafe,Minnesota,EDGE,2022-04-22,30,KANSAS CITY CHIEFS,Minnesota,Big Ten,20
37,33,Desmond Ridder,Cincinnati,QB,2022-04-22,20,PITTSBURGH STEELERS,Ohio,FBS - AAC,20
38,26,Roger McCreary,Auburn,CB,2022-04-22,,,Alabama,SEC,20
39,39,Logan Hall,Houston,DL,2022-04-22,,,Texas,FBS - AAC,20
40,32,Bernhard Raimann,Central Michigan,OT,2022-04-22,,,Michigan,FBS - MAC,20
41,33,Kenneth Walker III,Michigan State,RB,2022-04-22,,,Michigan,Big Ten,20
42,32,George Pickens,Georgia,WR,2022-04-22,,,Georgia,SEC,20
43,39,Jalen Pitre,Baylor,S,2022-04-22,,,Texas,Big 12,20
44,33,Arnold Ebiketie,Penn State,EDGE,2022-04-22,,,Pennsylvania,Big Ten,20
45,38,Tyler Smith,Tulsa,OT,2022-04-22,,,Oklahoma,FBS - AAC,20
46,35,Kyler Gordon,Washington,CB,2022-04-22,,,Washington,Pac 12,20
47,38,Travis Jones,UConn,DL,2022-04-22,,,Connecticut,FBS - AAC,20
48,40,Christian Watson,North Dakota State,WR,2022-04-22,,,North Dakota,FCS,20
49,27,Christian Harris,Alabama,LB,2022-04-22,,,Alabama,SEC,20
50,24,Jaquan Brisker,Penn State,S,2022-04-22,,,Pennsylvania,Big Ten,20
51,42,Skyy Moore,Western Michigan,WR,2022-04-22,,,Michigan,FBS - MAC,20
52,44,Trey McBride,Colorado State,TE,2022-04-22,,,Colorado,FBS - Mountain West,20
53,40,Perrion Winfrey,Oklahoma,DL,2022-04-22,,,Oklahoma,Big 12,20
54,47,Quay Walker,Georgia,LB,2022-04-22,,,Georgia,SEC,20
55,5,Sam Howell,North Carolina,QB,2022-04-22,,,North Carolina,ACC,20
56,4,DeMarvin Leal,Texas A&M,DL,2022-04-22,,,Texas,SEC,20
57,38,Daniel Faalele,Minnesota,OT,2022-04-22,,,Minnesota,Big Ten,20
58,34,Nik Bonitto,Oklahoma,EDGE,2022-04-22,,,Oklahoma,Big 12,20
59,9,Drake Jackson,USC,EDGE,2022-04-22,,,California,Pac 12,20
60,49,Chad Muma,Wyoming,LB,2022-04-22,,,Wyoming,FBS - Mountain West,15
61,45,John Metchie III,Alabama,WR,2022-04-22,,,Alabama,SEC,15
62,48,Leo Chenal,Wisconsin,LB,2022-04-22,,,Wisconsin,Big Ten,15
63,51,Cameron Thomas,San Diego State,EDGE,2022-04-22,,,California,FBS - Mountain West,15
64,24,Darian Kinnard,Kentucky,OT,2022-04-22,,,Kentucky,SEC,15
65,32,Isaiah Spiller,Texas A&M,RB,2022-04-22,,,Texas,SEC,15
66,22,Kingsley Enagbare,South Carolina,EDGE,2022-04-22,,,South Carolina,SEC,15
67,29,Nicholas Petit-Frere,Ohio State,OT,2022-04-22,,,Ohio,Big Ten,15
68,54,Phidarian Mathis,Alabama,DL,2022-04-22,,,Alabama,SEC,15
69,54,Troy Andersen,Montana State,LB,2022-04-22,,,Montana,FCS,15
70,68,Greg Dulcich,UCLA,TE,2022-04-22,,,California,Pac 12,15
71,28,Myjai Sanders,Cincinnati,EDGE,2022-04-22,,,Ohio,FBS - AAC,10
72,21,Abraham Lucas,Washington State,OT,2022-04-22,,,Washington,Pac 12,10
73,57,Jamaree Salyer,Georgia,IOL,2022-04-22,,,Georgia,SEC,10
74,43,Jalen Tolbert,South Alabama,WR,2022-04-22,,,Alabama,FBS - Sun Belt,10
75,52,Tariq Woolen,UTSA,CB,2022-04-22,,,Texas,FBS - CUSA,10
76,38,David Bell,Purdue,WR,2022-04-22,,,Indiana,Big Ten,10
77,64,Dylan Parham,Memphis,IOL,2022-04-22,,,Tennessee,FBS - AAC,10
78,66,Wan'Dale Robinson,Kentucky,WR,2022-04-22,,,Kentucky,SEC,10
79,69,Alec Pierce,Cincinnati,WR,2022-04-22,,,Ohio,FBS - AAC,10
80,38,Calvin Austin III,Memphis,WR,2022-04-22,,,Tennessee,FBS - AAC,10
81,20,Sean Rhyan,UCLA,IOL,2022-04-22,,,California,Pac 12,10
82,68,Channing Tindall,Georgia,LB,2022-04-22,,,Georgia,SEC,10
83,65,Coby Bryant,Cincinnati,CB,2022-04-22,,,Ohio,FBS - AAC,10
84,67,Josh Paschal,Kentucky,EDGE,2022-04-22,,,Kentucky,SEC,10
85,53,Jeremy Ruckert,Ohio State,TE,2022-04-22,,,Ohio,Big Ten,10
86,81,Cole Strange,Chattanooga,IOL,2022-04-22,,,Tennessee,FCS,10
87,74,Marcus Jones,Houston,CB,2022-04-22,,,Texas,FBS - AAC,10
88,76,Cam Taylor-Britt,Nebraska,CB,2022-04-22,,,Nebraska,Big Ten,10
89,13,Carson Strong,Nevada,QB,2022-04-22,,,Nevada,FBS - Mountain West,10
90,64,James Cook,Georgia,RB,2022-04-22,,,Georgia,SEC,10
91,72,Sam Williams,Ole Miss,EDGE,2022-04-22,,,Mississippi,SEC,10
92,90,Jelani Woods,Virginia,TE,2022-04-22,,,Virginia,ACC,10
93,56,Khalil Shakir,Boise State,WR,2022-04-22,,,Idaho,FBS - Mountain West,10
94,77,Nick Cross,Maryland,S,2022-04-22,,,Maryland,Big Ten,10
95,44,Martin Emerson,Mississippi State,CB,2022-04-22,,,Mississippi,SEC,10
96,56,Isaiah Likely,Coastal Carolina,TE,2022-04-22,,,South Carolina,FCS,10
97,57,Cade Otton,Washington,TE,2022-04-22,,,Washington,Pac 12,10
98,50,Brian Asamoah II,Oklahoma,LB,2022-04-22,,,Oklahoma,Big 12,10
99,76,Bryan Cook,Cincinnati,S,2022-04-22,,,Ohio,FBS - AAC,10
100,78,Kerby Joseph,Illinois,S,2022-04-22,,,Illinois,Big Ten,10
101,37,Rasheed Walker,Penn State,OT,2022-04-22,,,Pennsylvania,Big Ten,8
102,102,Cameron Jurgens,Nebraska,IOL,2022-04-22,,,Nebraska,Big Ten,8
103,88,Darrian Beavers,Cincinnati,LB,2022-04-22,,,Ohio,FBS - AAC,8
104,60,Damone Clark,LSU,LB,2022-04-22,,,Louisiana,SEC,8
105,74,Ed Ingram,LSU,IOL,2022-04-22,,,Louisiana,SEC,8
