Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Kayvon Thibodeaux,Oregon,EDGE,2021-10-20,1,DETROIT LIONS,Oregon,Pac 12,35
2,2,Evan Neal,Alabama,OT,2021-10-20,3,JACKSONVILLE JAGUARS,Alabama,SEC,35
3,3,Kyle Hamilton,Notre Dame,S,2021-10-20,2,PHILADELPHIA EAGLES,Indiana,FBS - Independent,35
4,2,Derek Stingley Jr.,LSU,CB,2021-10-20,4,HOUSTON TEXANS,Louisiana,SEC,35
5,5,DeMarvin Leal,Texas A&M,DL,2021-10-20,5,NEW YORK GIANTS,Texas,SEC,35
6,6,Aidan Hutchinson,Michigan,EDGE,2021-10-20,6,NEW YORK JETS,Michigan,Big Ten,35
7,5,Kenyon Green,Texas A&M,IOL,2021-10-20,10,NEW YORK JETS,Texas,SEC,35
8,6,Andrew Booth Jr.,Clemson,CB,2021-10-20,8,PHILADELPHIA EAGLES,South Carolina,ACC,35
9,6,Kaiir Elam,Florida,CB,2021-10-20,18,KANSAS CITY CHIEFS,Florida,SEC,35
10,10,Malik Willis,Liberty,QB,2021-10-20,Possible 1st round pick,No Consensus Available,Virginia,FCS,35
11,11,Matt Corral,Ole Miss,QB,2021-10-20,11,WASHINGTON FOOTBALL TEAM,Mississippi,SEC,30
12,12,Tyler Linderbaum,Iowa,IOL,2021-10-20,13,MIAMI DOLPHINS,Iowa,Big Ten,30
13,9,Chris Olave,Ohio State,WR,2021-10-20,17,CLEVELAND BROWNS,Ohio,Big Ten,30
14,12,Garrett Wilson,Ohio State,WR,2021-10-20,19,MINNESOTA VIKINGS,Ohio,Big Ten,30
15,10,George Karlaftis,Purdue,EDGE,2021-10-20,12,ATLANTA FALCONS,Indiana,Big Ten,30
16,16,Carson Strong,Nevada,QB,2021-10-20,Possible 1st round pick,No Consensus Available,Nevada,FBS - Mountain West,30
17,17,Ahmad Gardner,Cincinnati,CB,2021-10-20,31,BALTIMORE RAVENS,Ohio,FBS - AAC,30
18,18,Jordan Davis,Georgia,DL,2021-10-20,7,NEW ENGLAND PATRIOTS,Georgia,SEC,30
19,1,Drake Jackson,USC,EDGE,2021-10-20,16,NEW YORK GIANTS,California,Pac 12,30
20,19,Treylon Burks,Arkansas,WR,2021-10-20,26,LOS ANGELES CHARGERS,Arkansas,SEC,30
21,2,Sam Howell,North Carolina,QB,2021-10-20,14,DENVER BRONCOS,North Carolina,ACC,30
22,6,Christian Harris,Alabama,LB,2021-10-20,9,PHILADELPHIA EAGLES,Alabama,SEC,30
23,23,Adam Anderson,Georgia,EDGE,2021-10-20,24,DALLAS COWBOYS,Georgia,SEC,30
24,24,Ikem Ekwonu,NC State,IOL,2021-10-20,Possible 1st round pick,No Consensus Available,North Carolina,ACC,30
25,24,Drake London,USC,WR,2021-10-20,21,NEW ORLEANS SAINTS,California,Pac 12,30
26,23,Trent McDuffie,Washington,CB,2021-10-20,27,TAMPA BAY BUCCANEERS,Washington,Pac 12,25
