Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2022-03-24,1,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
2,1,Evan Neal,Alabama,OT,2022-03-24,3,HOUSTON TEXANS,Alabama,SEC,35
3,1,Kayvon Thibodeaux,Oregon,EDGE,2022-03-24,2,DETROIT LIONS,Oregon,Pac 12,35
4,3,Ikem Ekwonu,NC State,OT,2022-03-24,4,NEW YORK JETS,North Carolina,ACC,35
5,2,Kyle Hamilton,Notre Dame,S,2022-03-24,5,NEW YORK GIANTS,Indiana,FBS - Independent,35
6,6,Ahmad Gardner,Cincinnati,CB,2022-03-24,10,NEW YORK JETS,Ohio,FBS - AAC,35
7,7,Charles Cross,Mississippi State,OT,2022-03-24,9,SEATTLE SEAHAWKS,Mississippi,SEC,35
8,8,Travon Walker,Georgia,EDGE,2022-03-24,7,NEW YORK GIANTS,Georgia,SEC,35
9,8,Garrett Wilson,Ohio State,WR,2022-03-24,8,ATLANTA FALCONS,Ohio,Big Ten,35
10,2,Derek Stingley Jr.,LSU,CB,2022-03-24,12,MINNESOTA VIKINGS,Louisiana,SEC,35
11,5,Malik Willis,Liberty,QB,2022-03-24,20,PITTSBURGH STEELERS,Virginia,FCS,30
12,12,Jermaine Johnson,Florida State,EDGE,2022-03-24,First Round,,Florida,ACC,30
13,12,Jordan Davis,Georgia,DL,2022-03-24,14,BALTIMORE RAVENS,Georgia,SEC,30
14,12,Drake London,USC,WR,2022-03-24,11,WASHINGTON COMMANDERS,California,Pac 12,30
15,6,George Karlaftis,Purdue,EDGE,2022-03-24,16,PHILADELPHIA EAGLES,Indiana,Big Ten,30
16,16,Trevor Penning,Northern Iowa,OT,2022-03-24,17,LOS ANGELES CHARGERS,Iowa,FCS,30
17,8,Tyler Linderbaum,Iowa,IOL,2022-03-24,24,DALLAS COWBOYS,Iowa,Big Ten,30
18,10,Devin Lloyd,Utah,LB,2022-03-24,13,HOUSTON TEXANS,Utah,Pac 12,30
19,9,Chris Olave,Ohio State,WR,2022-03-24,18,NEW ORLEANS SAINTS,Ohio,Big Ten,30
20,9,Kenny Pickett,Pitt,QB,2022-03-24,6,CAROLINA PANTHERS,Pennsylvania,ACC,30
21,12,Jameson Williams,Alabama,WR,2022-03-24,22,GREEN BAY PACKERS,Alabama,SEC,30
22,9,David Ojabo,Michigan,EDGE,2022-03-24,29,KANSAS CITY CHIEFS,Michigan,Big Ten,30
23,10,Treylon Burks,Arkansas,WR,2022-03-24,15,PHILADELPHIA EAGLES,Arkansas,SEC,30
24,6,Andrew Booth Jr.,Clemson,CB,2022-03-24,23,ARIZONA CARDINALS,South Carolina,ACC,30
