Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2022-03-22,1,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
2,1,Evan Neal,Alabama,OT,2022-03-22,4,NEW YORK JETS,Alabama,SEC,35
3,3,Ikem Ekwonu,NC State,OT,2022-03-22,5,NEW YORK GIANTS,North Carolina,ACC,35
4,1,Kayvon Thibodeaux,Oregon,EDGE,2022-03-22,2,DETROIT LIONS,Oregon,Pac 12,35
5,2,Kyle Hamilton,Notre Dame,S,2022-03-22,3,HOUSTON TEXANS,Indiana,FBS - Independent,35
6,6,Ahmad Gardner,Cincinnati,CB,2022-03-22,10,NEW YORK JETS,Ohio,FBS - AAC,35
7,7,Charles Cross,Mississippi State,OT,2022-03-22,6,CAROLINA PANTHERS,Mississippi,SEC,35
8,2,Derek Stingley Jr.,LSU,CB,2022-03-22,12,MINNESOTA VIKINGS,Louisiana,SEC,35
9,9,Travon Walker,Georgia,EDGE,2022-03-22,7,NEW YORK GIANTS,Georgia,SEC,35
10,8,Garrett Wilson,Ohio State,WR,2022-03-22,8,ATLANTA FALCONS,Ohio,Big Ten,35
11,6,Malik Willis,Liberty,QB,2022-03-22,9,SEATTLE SEAHAWKS,Virginia,FCS,30
12,12,Jermaine Johnson,Florida State,EDGE,2022-03-22,First Round,,Florida,ACC,30
13,1,Jordan Davis,Georgia,DL,2022-03-22,14,BALTIMORE RAVENS,Georgia,SEC,30
14,9,Kenny Pickett,Pitt,QB,2022-03-22,18,NEW ORLEANS SAINTS,Pennsylvania,ACC,30
15,6,George Karlaftis,Purdue,EDGE,2022-03-22,16,PHILADELPHIA EAGLES,Indiana,Big Ten,30
16,16,Trevor Penning,Northern Iowa,OT,2022-03-22,17,LOS ANGELES CHARGERS,Iowa,FCS,30
17,9,David Ojabo,Michigan,EDGE,2022-03-22,24,DALLAS COWBOYS,Michigan,Big Ten,30
18,8,Tyler Linderbaum,Iowa,IOL,2022-03-22,29,MIAMI DOLPHINS,Iowa,Big Ten,30
19,11,Drake London,USC,WR,2022-03-22,11,WASHINGTON COMMANDERS,California,Pac 12,30
20,10,Chris Olave,Ohio State,WR,2022-03-22,21,NEW ENGLAND PATRIOTS,Ohio,Big Ten,30
21,10,Devin Lloyd,Utah,LB,2022-03-22,13,HOUSTON TEXANS,Utah,Pac 12,30
22,12,Jameson Williams,Alabama,WR,2022-03-22,22,GREEN BAY PACKERS,Alabama,SEC,30
23,10,Treylon Burks,Arkansas,WR,2022-03-22,15,PHILADELPHIA EAGLES,Arkansas,SEC,30
24,19,Trent McDuffie,Washington,CB,2022-03-22,25,BUFFALO BILLS,Washington,Pac 12,30
25,6,Andrew Booth Jr.,Clemson,CB,2022-03-22,23,ARIZONA CARDINALS,South Carolina,ACC,30
26,15,Nakobe Dean,Georgia,LB,2022-03-22,First Round,,Georgia,SEC,25
27,5,Kenyon Green,Texas A&M,IOL,2022-03-22,31,CINCINNATI BENGALS,Texas,SEC,25
28,27,Zion Johnson,Boston College,IOL,2022-03-22,27,TAMPA BAY BUCCANEERS,Massachusetts,ACC,25
29,29,Devonte Wyatt,Georgia,DL,2022-03-22,19,PHILADELPHIA EAGLES,Georgia,SEC,25
30,8,Matt Corral,Ole Miss,QB,2022-03-22,32,DETROIT LIONS,Mississippi,SEC,25
31,20,Daxton Hill,Michigan,S,2022-03-22,First Round,,Michigan,Big Ten,25
32,6,Kaiir Elam,Florida,CB,2022-03-22,30,KANSAS CITY CHIEFS,Florida,SEC,25
33,32,Bernhard Raimann,Central Michigan,OT,2022-03-22,26,TENNESSEE TITANS,Michigan,FBS - MAC,25
34,18,Jahan Dotson,Penn State,WR,2022-03-22,,,Pennsylvania,Big Ten,25
35,22,Desmond Ridder,Cincinnati,QB,2022-03-22,20,PITTSBURGH STEELERS,Ohio,FBS - AAC,25
36,29,Roger McCreary,Auburn,CB,2022-03-22,,,Alabama,SEC,20
37,36,George Pickens,Georgia,WR,2022-03-22,,,Georgia,SEC,20
38,35,Lewis Cine,Georgia,S,2022-03-22,,,Georgia,SEC,20
39,39,Daniel Faalele,Minnesota,OT,2022-03-22,,,Minnesota,Big Ten,20
40,36,Kyler Gordon,Washington,CB,2022-03-22,,,Washington,Pac 12,20
41,25,Jaquan Brisker,Penn State,S,2022-03-22,,,Pennsylvania,Big Ten,20
42,38,Logan Hall,Houston,DL,2022-03-22,,,Texas,FBS - AAC,20
43,36,Boye Mafe,Minnesota,EDGE,2022-03-22,28,GREEN BAY PACKERS,Minnesota,Big Ten,20
44,8,Sam Howell,North Carolina,QB,2022-03-22,,,North Carolina,ACC,20
45,5,DeMarvin Leal,Texas A&M,DL,2022-03-22,,,Texas,SEC,20
46,34,Breece Hall,Iowa State,RB,2022-03-22,,,Iowa,Big 12,20
47,47,Travis Jones,UConn,DL,2022-03-22,,,Connecticut,FBS - AAC,20
48,19,Christian Harris,Alabama,LB,2022-03-22,,,Alabama,SEC,20
49,37,Kenneth Walker III,Michigan State,RB,2022-03-22,,,Michigan,Big Ten,20
50,1,Drake Jackson,USC,EDGE,2022-03-22,,,California,Pac 12,20
51,42,Trey McBride,Colorado State,TE,2022-03-22,,,Colorado,FBS - Mountain West,20
52,30,Isaiah Spiller,Texas A&M,RB,2022-03-22,,,Texas,SEC,20
53,53,Christian Watson,North Dakota State,WR,2022-03-22,,,North Dakota,FCS,20
54,33,Perrion Winfrey,Oklahoma,DL,2022-03-22,,,Oklahoma,Big 12,20
55,55,Quay Walker,Georgia,LB,2022-03-22,,,Georgia,SEC,20
56,56,Tyler Smith,Tulsa,OT,2022-03-22,,,Oklahoma,FBS - AAC,20
57,42,Jalen Pitre,Baylor,S,2022-03-22,,,Texas,Big 12,20
58,44,Arnold Ebiketie,Penn State,EDGE,2022-03-22,,,Pennsylvania,Big Ten,20
59,44,Chad Muma,Wyoming,LB,2022-03-22,,,Wyoming,FBS - Mountain West,20
60,18,Darian Kinnard,Kentucky,OT,2022-03-22,,,Kentucky,SEC,15
61,30,Kingsley Enagbare,South Carolina,EDGE,2022-03-22,,,South Carolina,SEC,15
62,23,Jalen Wydermyer,Texas A&M,TE,2022-03-22,,,Texas,SEC,15
63,55,Phidarian Mathis,Alabama,DL,2022-03-22,,,Alabama,SEC,15
64,26,Nik Bonitto,Oklahoma,EDGE,2022-03-22,,,Oklahoma,Big 12,15
65,27,Nicholas Petit-Frere,Ohio State,OT,2022-03-22,,,Ohio,Big Ten,15
66,30,John Metchie III,Alabama,WR,2022-03-22,,,Alabama,SEC,15
67,56,Cameron Thomas,San Diego State,EDGE,2022-03-22,,,California,FBS - Mountain West,15
68,60,Damone Clark,LSU,LB,2022-03-22,,,Louisiana,SEC,15
69,48,Skyy Moore,Western Michigan,WR,2022-03-22,,,Michigan,FBS - MAC,15
70,34,David Bell,Purdue,WR,2022-03-22,,,Indiana,Big Ten,15
71,11,Carson Strong,Nevada,QB,2022-03-22,,,Nevada,FBS - Mountain West,10
72,26,Myjai Sanders,Cincinnati,EDGE,2022-03-22,,,Ohio,FBS - AAC,10
73,32,Derion Kendrick,Georgia,CB,2022-03-22,,,Georgia,SEC,10
74,58,Wan'Dale Robinson,Kentucky,WR,2022-03-22,,,Kentucky,SEC,10
75,68,Troy Andersen,Montana State,LB,2022-03-22,,,Montana,FCS,10
76,50,Isaiah Likely,Coastal Carolina,TE,2022-03-22,,,South Carolina,FCS,10
77,20,Justyn Ross,Clemson,WR,2022-03-22,,,South Carolina,ACC,10
78,14,Sean Rhyan,UCLA,IOL,2022-03-22,,,California,Pac 12,10
79,56,Jamaree Salyer,Georgia,IOL,2022-03-22,,,Georgia,SEC,10
80,49,Leo Chenal,Wisconsin,LB,2022-03-22,,,Wisconsin,Big Ten,10
81,40,Jalen Tolbert,South Alabama,WR,2022-03-22,,,Alabama,FBS - Sun Belt,10
82,25,Brandon Smith,Penn State,LB,2022-03-22,,,Pennsylvania,Big Ten,10
83,80,Tariq Woolen,UTSA,CB,2022-03-22,,,Texas,FBS - CUSA,10
84,57,James Cook,Georgia,RB,2022-03-22,,,Georgia,SEC,10
85,75,Alec Pierce,Cincinnati,WR,2022-03-22,,,Ohio,FBS - AAC,10
86,46,Kyren Williams,Notre Dame,RB,2022-03-22,,,Indiana,FBS - Independent,10
87,65,Dylan Parham,Memphis,IOL,2022-03-22,,,Tennessee,FBS - AAC,10
88,67,Marcus Jones,Houston,CB,2022-03-22,,,Texas,FBS - AAC,10
89,64,Khalil Shakir,Boise State,WR,2022-03-22,,,Idaho,FBS - Mountain West,10
90,22,Abraham Lucas,Washington State,OT,2022-03-22,,,Washington,Pac 12,10
91,81,Channing Tindall,Georgia,LB,2022-03-22,,,Georgia,SEC,10
92,41,Jeremy Ruckert,Ohio State,TE,2022-03-22,,,Ohio,Big Ten,10
93,59,Coby Bryant,Cincinnati,CB,2022-03-22,,,Ohio,FBS - AAC,10
94,45,Martin Emerson,Mississippi State,CB,2022-03-22,,,Mississippi,SEC,10
95,78,Sam Williams,Ole Miss,EDGE,2022-03-22,,,Mississippi,SEC,10
96,25,Rasheed Walker,Penn State,OT,2022-03-22,,,Pennsylvania,Big Ten,10
97,57,Brian Robinson Jr.,Alabama,RB,2022-03-22,,,Alabama,SEC,10
98,56,Greg Dulcich,UCLA,TE,2022-03-22,,,California,Pac 12,10
99,74,Josh Paschal,Kentucky,EDGE,2022-03-22,,,Kentucky,SEC,10
100,69,Max Mitchell,Louisiana-Lafayette,OT,2022-03-22,,,Louisiana,FBS - Sun Belt,10
101,42,Calvin Austin III,Memphis,WR,2022-03-22,,,Tennessee,FBS - AAC,8
102,52,Josh Jobe,Alabama,CB,2022-03-22,,,Alabama,SEC,8
103,86,Kerby Joseph,Illinois,S,2022-03-22,,,Illinois,Big Ten,8
104,52,Ed Ingram,LSU,IOL,2022-03-22,,,Louisiana,SEC,8
105,93,Darrian Beavers,Cincinnati,LB,2022-03-22,,,Ohio,FBS - AAC,8
106,75,Zamir White,Georgia,RB,2022-03-22,,,Georgia,SEC,8
107,91,Bryan Cook,Cincinnati,S,2022-03-22,,,Ohio,FBS - AAC,8
108,85,Tyler Allgeier,BYU,RB,2022-03-22,,,Utah,FBS - Independent,8
109,63,Cade Otton,Washington,TE,2022-03-22,,,Washington,Pac 12,8
110,85,JoJo Domann,Nebraska,LB,2022-03-22,,,Nebraska,Big Ten,8
111,77,Zachary Carter,Florida,DL,2022-03-22,,,Florida,SEC,8
112,79,Dameon Pierce,Florida,RB,2022-03-22,,,Florida,SEC,8
113,85,Nick Cross,Maryland,S,2022-03-22,,,Maryland,Big Ten,8
114,77,Kellen Diesch,Arizona State,OT,2022-03-22,,,Arizona,Pac 12,8
115,49,Verone McKinley III,Oregon,S,2022-03-22,,,Oregon,Pac 12,8
