Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Kayvon Thibodeaux,Oregon,EDGE,2021-10-27,1,DETROIT LIONS,Oregon,Pac 12,35
2,2,Evan Neal,Alabama,OT,2021-10-27,5,JACKSONVILLE JAGUARS,Alabama,SEC,35
3,1,Derek Stingley Jr.,LSU,CB,2021-10-27,4,NEW YORK JETS,Louisiana,SEC,35
4,3,Kyle Hamilton,Notre Dame,S,2021-10-27,2,PHILADELPHIA EAGLES,Indiana,FBS - Independent,35
5,5,Aidan Hutchinson,Michigan,EDGE,2021-10-27,6,PHILADELPHIA EAGLES,Michigan,Big Ten,35
6,5,DeMarvin Leal,Texas A&M,DL,2021-10-27,7,NEW YORK GIANTS,Texas,SEC,35
7,6,Kenyon Green,Texas A&M,IOL,2021-10-27,10,MIAMI DOLPHINS,Texas,SEC,35
8,8,Matt Corral,Ole Miss,QB,2021-10-27,3,HOUSTON TEXANS,Mississippi,SEC,35
9,8,Malik Willis,Liberty,QB,2021-10-27,9,WASHINGTON FOOTBALL TEAM,Virginia,FCS,35
10,6,Andrew Booth Jr.,Clemson,CB,2021-10-27,8,NEW YORK JETS,South Carolina,ACC,35
11,6,Kaiir Elam,Florida,CB,2021-10-27,11,NEW ENGLAND PATRIOTS,Florida,SEC,30
12,11,Tyler Linderbaum,Iowa,IOL,2021-10-27,25,TENNESSEE TITANS,Iowa,Big Ten,30
13,9,Chris Olave,Ohio State,WR,2021-10-27,16,KANSAS CITY CHIEFS,Ohio,Big Ten,30
14,14,Jordan Davis,Georgia,DL,2021-10-27,13,PHILADELPHIA EAGLES,Georgia,SEC,30
15,9,George Karlaftis,Purdue,EDGE,2021-10-27,15,NEW YORK GIANTS,Indiana,Big Ten,30
16,12,Garrett Wilson,Ohio State,WR,2021-10-27,17,ATLANTA FALCONS,Ohio,Big Ten,30
17,16,Ahmad Gardner,Cincinnati,CB,2021-10-27,21,BUFFALO BILLS,Ohio,FBS - AAC,30
18,18,Treylon Burks,Arkansas,WR,2021-10-27,20,CLEVELAND BROWNS,Arkansas,SEC,30
19,15,Carson Strong,Nevada,QB,2021-10-27,18,PITTSBURGH STEELERS,Nevada,FBS - Mountain West,30
20,1,Drake Jackson,USC,EDGE,2021-10-27,19,MINNESOTA VIKINGS,California,Pac 12,30
21,2,Sam Howell,North Carolina,QB,2021-10-27,12,DENVER BRONCOS,North Carolina,ACC,30
22,22,Adam Anderson,Georgia,EDGE,2021-10-27,22,LOS ANGELES CHARGERS,Georgia,SEC,30
23,9,Christian Harris,Alabama,LB,2021-10-27,29,LAS VEGAS RAIDERS,Alabama,SEC,30
24,23,Ikem Ekwonu,NC State,IOL,2021-10-27,26,CINCINNATI BENGALS,North Carolina,ACC,30
25,24,Trent McDuffie,Washington,CB,2021-10-27,24,DALLAS COWBOYS,Washington,Pac 12,30
26,22,Drake London,USC,WR,2021-10-27,28,DETROIT LIONS,California,Pac 12,25
27,23,Kingsley Enagbare,South Carolina,EDGE,2021-10-27,27,TAMPA BAY BUCCANEERS,South Carolina,SEC,25
28,26,Darian Kinnard,Kentucky,OT,2021-10-27,Possible 1st round pick,No Consensus Available,Kentucky,SEC,25
29,16,Charles Cross,Mississippi State,OT,2021-10-27,Possible 1st round pick,No Consensus Available,Mississippi,SEC,25
30,29,Nakobe Dean,Georgia,LB,2021-10-27,Possible 1st round pick,No Consensus Available,Georgia,SEC,25
