Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2022-03-08,2,DETROIT LIONS,Michigan,Big Ten,35
2,1,Evan Neal,Alabama,OT,2022-03-08,1,JACKSONVILLE JAGUARS,Alabama,SEC,35
3,1,Kayvon Thibodeaux,Oregon,EDGE,2022-03-08,3,HOUSTON TEXANS,Oregon,Pac 12,35
4,4,Ikem Ekwonu,NC State,OT,2022-03-08,5,NEW YORK GIANTS,North Carolina,ACC,35
5,2,Kyle Hamilton,Notre Dame,S,2022-03-08,4,NEW YORK JETS,Indiana,FBS - Independent,35
6,6,Ahmad Gardner,Cincinnati,CB,2022-03-08,8,ATLANTA FALCONS,Ohio,FBS - AAC,35
7,7,Charles Cross,Mississippi State,OT,2022-03-08,6,CAROLINA PANTHERS,Mississippi,SEC,35
8,2,Derek Stingley Jr.,LSU,CB,2022-03-08,10,NEW YORK JETS,Louisiana,SEC,35
9,5,Malik Willis,Liberty,QB,2022-03-08,9,DENVER BRONCOS,Virginia,FCS,35
10,9,David Ojabo,Michigan,EDGE,2022-03-08,7,NEW YORK GIANTS,Michigan,Big Ten,35
11,8,Garrett Wilson,Ohio State,WR,2022-03-08,22,LAS VEGAS RAIDERS,Ohio,Big Ten,30
12,8,Kenny Pickett,Pitt,QB,2022-03-08,11,WASHINGTON COMMANDERS,Pennsylvania,ACC,30
13,6,George Karlaftis,Purdue,EDGE,2022-03-08,15,PHILADELPHIA EAGLES,Indiana,Big Ten,30
14,7,Tyler Linderbaum,Iowa,IOL,2022-03-08,14,BALTIMORE RAVENS,Iowa,Big Ten,30
15,11,Devin Lloyd,Utah,LB,2022-03-08,19,PHILADELPHIA EAGLES,Utah,Pac 12,30
16,12,Jameson Williams,Alabama,WR,2022-03-08,18,NEW ORLEANS SAINTS,Alabama,SEC,30
17,17,Jermaine Johnson,Florida State,EDGE,2022-03-08,First Round,,Florida,ACC,30
18,1,Jordan Davis,Georgia,DL,2022-03-08,17,LOS ANGELES CHARGERS,Georgia,SEC,30
19,10,Chris Olave,Ohio State,WR,2022-03-08,16,PHILADELPHIA EAGLES,Ohio,Big Ten,30
20,15,Nakobe Dean,Georgia,LB,2022-03-08,26,TENNESSEE TITANS,Georgia,SEC,30
21,5,Kenyon Green,Texas A&M,IOL,2022-03-08,24,DALLAS COWBOYS,Texas,SEC,30
22,13,Drake London,USC,WR,2022-03-08,First Round,,California,Pac 12,30
23,21,Travon Walker,Georgia,DL,2022-03-08,12,MINNESOTA VIKINGS,Georgia,SEC,30
24,12,Treylon Burks,Arkansas,WR,2022-03-08,13,CLEVELAND BROWNS,Arkansas,SEC,30
