Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2022-04-29,2,DETROIT LIONS,Michigan,Big Ten,35
2,2,Ikem Ekwonu,NC State,OT,2022-04-29,3,HOUSTON TEXANS,North Carolina,ACC,35
3,1,Kayvon Thibodeaux,Oregon,EDGE,2022-04-29,7,NEW YORK GIANTS,Oregon,Pac 12,35
4,4,Travon Walker,Georgia,EDGE,2022-04-29,1,JACKSONVILLE JAGUARS,Georgia,SEC,35
5,1,Evan Neal,Alabama,OT,2022-04-29,5,NEW YORK GIANTS,Alabama,SEC,35
6,5,Ahmad Gardner,Cincinnati,CB,2022-04-29,4,NEW YORK JETS,Ohio,FBS - AAC,35
7,2,Derek Stingley Jr.,LSU,CB,2022-04-29,First Round,,Louisiana,SEC,35
8,2,Kyle Hamilton,Notre Dame,S,2022-04-29,11,WASHINGTON COMMANDERS,Indiana,FBS - Independent,35
9,7,Charles Cross,Mississippi State,OT,2022-04-29,6,CAROLINA PANTHERS,Mississippi,SEC,35
10,7,Garrett Wilson,Ohio State,WR,2022-04-29,8,ATLANTA FALCONS,Ohio,Big Ten,35
11,10,Jermaine Johnson,Florida State,EDGE,2022-04-29,9,SEATTLE SEAHAWKS,Florida,ACC,30
12,12,Drake London,USC,WR,2022-04-29,15,PHILADELPHIA EAGLES,California,Pac 12,30
13,13,Jameson Williams,Alabama,WR,2022-04-29,10,NEW YORK JETS,Alabama,SEC,30
14,5,Malik Willis,Liberty,QB,2022-04-29,20,PITTSBURGH STEELERS,Virginia,FCS,30
15,12,Jordan Davis,Georgia,DL,2022-04-29,13,HOUSTON TEXANS,Georgia,SEC,30
16,7,Chris Olave,Ohio State,WR,2022-04-29,16,NEW ORLEANS SAINTS,Ohio,Big Ten,30
17,17,Trent McDuffie,Washington,CB,2022-04-29,12,MINNESOTA VIKINGS,Washington,Pac 12,30
18,16,Trevor Penning,Northern Iowa,OT,2022-04-29,14,BALTIMORE RAVENS,Iowa,FCS,30
19,9,Devin Lloyd,Utah,LB,2022-04-29,21,NEW ENGLAND PATRIOTS,Utah,Pac 12,30
20,6,George Karlaftis,Purdue,EDGE,2022-04-29,18,PHILADELPHIA EAGLES,Indiana,Big Ten,30
21,9,Kenny Pickett,Pitt,QB,2022-04-29,19,NEW ORLEANS SAINTS,Pennsylvania,ACC,30
22,8,Treylon Burks,Arkansas,WR,2022-04-29,22,GREEN BAY PACKERS,Arkansas,SEC,30
23,23,Zion Johnson,Boston College,IOL,2022-04-29,23,ARIZONA CARDINALS,Massachusetts,ACC,30
24,9,Andrew Booth Jr.,Clemson,CB,2022-04-29,First Round,,South Carolina,ACC,30
25,6,Tyler Linderbaum,Iowa,IOL,2022-04-29,31,CINCINNATI BENGALS,Iowa,Big Ten,30
26,25,Devonte Wyatt,Georgia,DL,2022-04-29,17,LOS ANGELES CHARGERS,Georgia,SEC,25
27,6,Kenyon Green,Texas A&M,IOL,2022-04-29,24,DALLAS COWBOYS,Texas,SEC,25
