Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2022-01-01,1,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
2,1,Kayvon Thibodeaux,Oregon,EDGE,2022-01-01,2,DETROIT LIONS,Oregon,Pac 12,35
3,2,Evan Neal,Alabama,OT,2022-01-01,3,HOUSTON TEXANS,Alabama,SEC,35
4,1,Derek Stingley Jr.,LSU,CB,2022-01-01,4,NEW YORK JETS,Louisiana,SEC,35
5,1,Kyle Hamilton,Notre Dame,S,2022-01-01,6,NEW YORK JETS,Indiana,FBS - Independent,35
6,5,George Karlaftis,Purdue,EDGE,2022-01-01,5,NEW YORK GIANTS,Indiana,Big Ten,35
7,7,Ikem Ekwonu,NC State,OT,2022-01-01,18,BALTIMORE RAVENS,North Carolina,ACC,35
8,8,Charles Cross,Mississippi State,OT,2022-01-01,8,NEW YORK GIANTS,Mississippi,SEC,35
9,7,Tyler Linderbaum,Iowa,IOL,2022-01-01,15,PITTSBURGH STEELERS,Iowa,Big Ten,35
10,6,Kenyon Green,Texas A&M,IOL,2022-01-01,21,MIAMI DOLPHINS,Texas,SEC,35
11,4,DeMarvin Leal,Texas A&M,DL,2022-01-01,10,ATLANTA FALCONS,Texas,SEC,30
12,6,Andrew Booth Jr.,Clemson,CB,2022-01-01,12,MINNESOTA VIKINGS,South Carolina,ACC,30
13,9,Garrett Wilson,Ohio State,WR,2022-01-01,14,CLEVELAND BROWNS,Ohio,Big Ten,30
14,7,Matt Corral,Ole Miss,QB,2022-01-01,9,WASHINGTON FOOTBALL TEAM,Mississippi,SEC,30
15,12,Devin Lloyd,Utah,LB,2022-01-01,Possible 1st round pick,No Consensus Available,Utah,Pac 12,30
16,16,Kenny Pickett,Pitt,QB,2022-01-01,7,CAROLINA PANTHERS,Pennsylvania,ACC,30
17,13,Ahmad Gardner,Cincinnati,CB,2022-01-01,19,PHILADELPHIA EAGLES,Ohio,FBS - AAC,30
18,5,Jordan Davis,Georgia,DL,2022-01-01,16,LOS ANGELES CHARGERS,Georgia,SEC,30
19,16,Jameson Williams,Alabama,WR,2022-01-01,13,NEW ORLEANS SAINTS,Alabama,SEC,30
20,5,Kaiir Elam,Florida,CB,2022-01-01,23,PHILADELPHIA EAGLES,Florida,SEC,30
21,15,Treylon Burks,Arkansas,WR,2022-01-01,20,PHILADELPHIA EAGLES,Arkansas,SEC,30
22,19,David Ojabo,Michigan,EDGE,2022-01-01,11,DENVER BRONCOS,Michigan,Big Ten,30
