Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2022-04-27,2,DETROIT LIONS,Michigan,Big Ten,35
2,1,Kayvon Thibodeaux,Oregon,EDGE,2022-04-27,7,NEW YORK GIANTS,Oregon,Pac 12,35
3,1,Evan Neal,Alabama,OT,2022-04-27,5,NEW YORK GIANTS,Alabama,SEC,35
4,3,Ikem Ekwonu,NC State,OT,2022-04-27,3,HOUSTON TEXANS,North Carolina,ACC,35
5,5,Travon Walker,Georgia,EDGE,2022-04-27,1,JACKSONVILLE JAGUARS,Georgia,SEC,35
6,5,Ahmad Gardner,Cincinnati,CB,2022-04-27,4,NEW YORK JETS,Ohio,FBS - AAC,35
7,2,Kyle Hamilton,Notre Dame,S,2022-04-27,11,WASHINGTON COMMANDERS,Indiana,FBS - Independent,35
8,7,Charles Cross,Mississippi State,OT,2022-04-27,6,CAROLINA PANTHERS,Mississippi,SEC,35
9,2,Derek Stingley Jr.,LSU,CB,2022-04-27,First Round,,Louisiana,SEC,35
10,7,Garrett Wilson,Ohio State,WR,2022-04-27,8,ATLANTA FALCONS,Ohio,Big Ten,35
11,10,Jermaine Johnson,Florida State,EDGE,2022-04-27,9,SEATTLE SEAHAWKS,Florida,ACC,30
12,12,Drake London,USC,WR,2022-04-27,10,NEW YORK JETS,California,Pac 12,30
13,6,Malik Willis,Liberty,QB,2022-04-27,16,NEW ORLEANS SAINTS,Virginia,FCS,30
14,13,Jameson Williams,Alabama,WR,2022-04-27,13,HOUSTON TEXANS,Alabama,SEC,30
15,13,Jordan Davis,Georgia,DL,2022-04-27,12,MINNESOTA VIKINGS,Georgia,SEC,30
16,7,Chris Olave,Ohio State,WR,2022-04-27,15,PHILADELPHIA EAGLES,Ohio,Big Ten,30
17,17,Trent McDuffie,Washington,CB,2022-04-27,18,PHILADELPHIA EAGLES,Washington,Pac 12,30
18,16,Trevor Penning,Northern Iowa,OT,2022-04-27,14,BALTIMORE RAVENS,Iowa,FCS,30
19,9,Devin Lloyd,Utah,LB,2022-04-27,21,NEW ENGLAND PATRIOTS,Utah,Pac 12,30
20,8,Kenny Pickett,Pitt,QB,2022-04-27,19,NEW ORLEANS SAINTS,Pennsylvania,ACC,30
21,6,George Karlaftis,Purdue,EDGE,2022-04-27,23,ARIZONA CARDINALS,Indiana,Big Ten,30
22,8,Treylon Burks,Arkansas,WR,2022-04-27,22,GREEN BAY PACKERS,Arkansas,SEC,30
