Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Evan Neal,Alabama,OT,2022-02-19,1,JACKSONVILLE JAGUARS,Alabama,SEC,35
2,1,Aidan Hutchinson,Michigan,EDGE,2022-02-19,2,DETROIT LIONS,Michigan,Big Ten,35
3,1,Kayvon Thibodeaux,Oregon,EDGE,2022-02-19,3,HOUSTON TEXANS,Oregon,Pac 12,35
4,4,Ikem Ekwonu,NC State,OT,2022-02-19,4,NEW YORK JETS,North Carolina,ACC,35
5,2,Kyle Hamilton,Notre Dame,S,2022-02-19,Possible 1st round pick,No Consensus Available,Indiana,FBS - Independent,35
6,1,Derek Stingley Jr.,LSU,CB,2022-02-19,8,ATLANTA FALCONS,Louisiana,SEC,35
7,7,Charles Cross,Mississippi State,OT,2022-02-19,5,NEW YORK GIANTS,Mississippi,SEC,35
8,8,Ahmad Gardner,Cincinnati,CB,2022-02-19,10,NEW YORK JETS,Ohio,FBS - AAC,35
9,6,George Karlaftis,Purdue,EDGE,2022-02-19,15,PHILADELPHIA EAGLES,Indiana,Big Ten,35
10,8,Kenny Pickett,Pitt,QB,2022-02-19,6,CAROLINA PANTHERS,Pennsylvania,ACC,35
11,8,David Ojabo,Michigan,EDGE,2022-02-19,7,NEW YORK GIANTS,Michigan,Big Ten,30
12,8,Garrett Wilson,Ohio State,WR,2022-02-19,13,CLEVELAND BROWNS,Ohio,Big Ten,30
13,8,Tyler Linderbaum,Iowa,IOL,2022-02-19,19,PHILADELPHIA EAGLES,Iowa,Big Ten,30
14,6,Malik Willis,Liberty,QB,2022-02-19,9,DENVER BRONCOS,Virginia,FCS,30
15,15,Treylon Burks,Arkansas,WR,2022-02-19,Possible 1st round pick,No Consensus Available,Arkansas,SEC,30
16,16,Drake London,USC,WR,2022-02-19,30,KANSAS CITY CHIEFS,California,Pac 12,30
17,8,Matt Corral,Ole Miss,QB,2022-02-19,11,WASHINGTON COMMANDERS,Mississippi,SEC,30
18,1,Jordan Davis,Georgia,DL,2022-02-19,17,LOS ANGELES CHARGERS,Georgia,SEC,30
19,15,Nakobe Dean,Georgia,LB,2022-02-19,21,NEW ENGLAND PATRIOTS,Georgia,SEC,30
20,12,Jameson Williams,Alabama,WR,2022-02-19,18,NEW ORLEANS SAINTS,Alabama,SEC,30
21,9,Devin Lloyd,Utah,LB,2022-02-19,16,PHILADELPHIA EAGLES,Utah,Pac 12,30
22,6,Andrew Booth Jr.,Clemson,CB,2022-02-19,22,LAS VEGAS RAIDERS,South Carolina,ACC,30
23,6,Kenyon Green,Texas A&M,IOL,2022-02-19,20,PITTSBURGH STEELERS,Texas,SEC,30
24,8,Chris Olave,Ohio State,WR,2022-02-19,26,TENNESSEE TITANS,Ohio,Big Ten,30
25,25,Jermaine Johnson,Florida State,EDGE,2022-02-19,27,TAMPA BAY BUCCANEERS,Florida,ACC,30
26,19,Trevor Penning,Northern Iowa,OT,2022-02-19,14,BALTIMORE RAVENS,Iowa,FCS,25
27,18,Trent McDuffie,Washington,CB,2022-02-19,12,MINNESOTA VIKINGS,Washington,Pac 12,25
28,28,Travon Walker,Georgia,DL,2022-02-19,23,ARIZONA CARDINALS,Georgia,SEC,25
29,5,DeMarvin Leal,Texas A&M,DL,2022-02-19,25,BUFFALO BILLS,Texas,SEC,25
30,19,Jahan Dotson,Penn State,WR,2022-02-19,28,GREEN BAY PACKERS,Pennsylvania,Big Ten,25
31,5,Kaiir Elam,Florida,CB,2022-02-19,Possible 1st round pick,No Consensus Available,Florida,SEC,25
32,27,Roger McCreary,Auburn,CB,2022-02-19,Possible 1st round pick,No Consensus Available,Alabama,SEC,25
33,3,Sam Howell,North Carolina,QB,2022-02-19,,,North Carolina,ACC,25
34,21,Daxton Hill,Michigan,S,2022-02-19,24,DALLAS COWBOYS,Michigan,Big Ten,25
