School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Clemson,ACC,224,21,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Alabama,SEC,220,32,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
Penn State,Big Ten,190,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Oregon,Big Ten,167,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Georgia,SEC,159,30,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
LSU,SEC,154,27,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Texas,SEC,150,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Florida,SEC,139,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Ohio State,Big Ten,134,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
Miami (FL),ACC,112,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Texas A&M,SEC,100,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
South Carolina,SEC,97,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Notre Dame,FBS - Independent,93,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Utah,Big 12,87,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Oklahoma,SEC,80,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Auburn,SEC,77,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Arizona State,Big 12,74,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Michigan,Big Ten,66,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Tennessee,SEC,62,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Ole Miss,SEC,61,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
USC,Big Ten,57,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Indiana,Big Ten,56,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Iowa,Big Ten,49,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
Florida State,ACC,44,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Colorado,Big 12,40,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
UCLA,Big Ten,39,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Illinois,Big Ten,36,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Vanderbilt,SEC,34,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg
Missouri,SEC,32,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
Washington,Big Ten,32,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Wisconsin,Big Ten,26,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
North Carolina,ACC,25,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Stanford,ACC,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Virginia,ACC,21,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
Arizona,Big 12,21,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Pitt,ACC,19,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Northwestern,Big Ten,19,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Kentucky,SEC,18,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
TCU,Big 12,18,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Michigan State,Big Ten,18,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
