School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Georgia,SEC,281,29,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Alabama,SEC,209,32,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
LSU,SEC,187,26,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Texas A&M,SEC,156,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Penn State,Big Ten,154,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Miami (FL),ACC,149,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Texas,SEC,144,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Oregon,Big Ten,140,17,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Ohio State,Big Ten,129,23,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
South Carolina,SEC,129,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Clemson,ACC,109,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Oklahoma,SEC,98,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Florida,SEC,98,16,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Tennessee,SEC,93,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Kentucky,SEC,81,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Auburn,SEC,76,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Florida State,ACC,67,19,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Notre Dame,FBS - Independent,62,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Utah,Big 12,57,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Ole Miss,SEC,55,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Michigan,Big Ten,46,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Arizona State,Big 12,45,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Vanderbilt,SEC,43,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg
Washington,Big Ten,43,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
UTEP,FBS - CUSA,36,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utep.svg
Nebraska,Big Ten,34,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Colorado,Big 12,33,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Kansas,Big 12,32,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
Arizona,Big 12,32,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Illinois,Big Ten,30,12,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Louisville,ACC,29,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
USC,Big Ten,28,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Baylor,Big 12,28,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Michigan State,Big Ten,25,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Houston,Big 12,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Rice,FBS - AAC,22,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rice.svg
SMU,ACC,21,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
TCU,Big 12,17,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Boise State,FBS - Mountain West,17,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
Minnesota,Big Ten,16,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
North Carolina,ACC,15,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Indiana,Big Ten,15,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Cincinnati,Big 12,15,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Wisconsin,Big Ten,14,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
West Virginia,Big 12,13,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
UCLA,Big Ten,13,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Mississippi State,SEC,12,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
Arkansas,SEC,12,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
