School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Georgia,SEC,227,25,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia.svg
Alabama,SEC,209,32,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama.svg
LSU,SEC,194,22,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lsu.svg
Penn State,Big Ten,176,24,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/penn_st.svg
Oregon,Big Ten,148,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon.svg
Miami (FL),ACC,148,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg
Texas A&M,SEC,147,20,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg
Texas,SEC,129,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas.svg
Ohio State,Big Ten,124,18,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio_st.svg
South Carolina,SEC,124,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg
Clemson,ACC,107,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/clemson.svg
Florida,SEC,105,14,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg
Tennessee,SEC,91,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Oklahoma,SEC,91,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg
Auburn,SEC,81,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg
Kentucky,SEC,78,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg
Notre Dame,FBS - Independent,60,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/notre_dame.svg
Florida State,ACC,53,15,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_st.svg
Ole Miss,SEC,53,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Utah,Big 12,51,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Washington,Big Ten,42,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Vanderbilt,SEC,41,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg
Michigan,Big Ten,38,13,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan.svg
Nebraska,Big Ten,37,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Arizona State,Big 12,36,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
UTEP,FBS - CUSA,36,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utep.svg
Arizona,Big 12,34,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Louisville,ACC,31,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Colorado,Big 12,29,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Kansas,Big 12,29,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
Baylor,Big 12,27,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
USC,Big Ten,25,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/usc.svg
Michigan State,Big Ten,25,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Rice,FBS - AAC,22,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rice.svg
Illinois,Big Ten,20,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Houston,Big 12,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
SMU,ACC,16,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
TCU,Big 12,15,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg
Cincinnati,Big 12,15,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
North Carolina,ACC,15,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Minnesota,Big Ten,15,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Boise State,FBS - Mountain West,15,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
UCLA,Big Ten,14,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
